Orthogroup	pbar_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins
OG0004935	PBAR_PB14605-RA	LHUM_LH20373-RA
OG0004936	PBAR_PB18366-RA	LHUM_LH20410-RA
OG0004937	PBAR_PB18380-RA	LHUM_LH20411-RA
OG0004938	PBAR_PB18378-RA	LHUM_LH20413-RA
OG0004939	PBAR_Pbar_suppressorofhairless-1	LHUM_LH20421-RA
OG0004940	PBAR_PB18370-RA	LHUM_LH20409-RA
OG0004941	PBAR_PB18379-RA	LHUM_LH19954-RA
OG0004942	PBAR_PB18283-RA	LHUM_LH20370-RA
OG0004943	PBAR_PB14741-RA	LHUM_LH19288-RA
OG0004944	PBAR_PB14620-RA	LHUM_LH20372-RA
OG0004945	PBAR_PB18375-RA	LHUM_LH11475-RA
OG0004946	PBAR_PB17065-RA	LHUM_LH18752-RA
OG0004947	PBAR_PB17767-RA	LHUM_LH20376-RA
OG0004948	PBAR_PB17003-RA	LHUM_LH18754-RA
OG0004949	PBAR_PB17067-RA	LHUM_LH18753-RA
OG0004950	PBAR_PB17754-RA	LHUM_LH20389-RA
OG0004951	PBAR_Pbar_Ndufs8_like-1	LHUM_LH11474-RA
OG0004952	PBAR_PB18362-RA	LHUM_LH13247-RA
OG0004953	PBAR_PB17675-RA	LHUM_LH16774-RA
OG0004954	PBAR_PB17687-RA	LHUM_LH16776-RA
OG0004955	PBAR_PB17770-RA	LHUM_LH20126-RA
OG0004956	PBAR_PB16745-RA	LHUM_LH23013-RA
OG0004957	PBAR_PB20211-RA	LHUM_LH12234-RA
OG0004958	PBAR_PB20511-RA	LHUM_LH15202-RA
OG0004959	PBAR_PB18998-RA	LHUM_LH17025-RA
OG0004960	PBAR_PB21989-RA	LHUM_LH17022-RA
OG0004961	PBAR_PB18994-RA	LHUM_LH17020-RA
OG0004962	PBAR_PB13047-RA	LHUM_LH15179-RA
OG0004963	PBAR_PB11216-RA	LHUM_LH17048-RA
OG0004964	PBAR_PB17816-RA	LHUM_LH17041-RA
OG0004965	PBAR_PB11271-RA	LHUM_LH15180-RA
OG0004966	PBAR_PB11268-RA	LHUM_LH15193-RA
OG0004967	PBAR_PB11257-RA	LHUM_LH15176-RA
OG0004968	PBAR_PB11267-RA	LHUM_LH15194-RA
OG0004969	PBAR_PB11265-RA	LHUM_LH15192-RA
OG0004970	PBAR_PB11269-RA	LHUM_LH15191-RA
OG0004971	PBAR_PB26302-RA	LHUM_LH19006-RA
OG0004972	PBAR_PB20906-RA	LHUM_LH12757-RA
OG0004973	PBAR_PB23539-RA	LHUM_LH16940-RA
OG0004974	PBAR_PB20889-RA	LHUM_LH12764-RA
OG0004975	PBAR_PB17812-RA	LHUM_LH16924-RA
OG0004976	PBAR_PB22032-RA	LHUM_LH13501-RA
OG0004977	PBAR_PB14483-RA	LHUM_LH16975-RA
OG0004978	PBAR_pbar_RpS26-1	LHUM_LH10339-RA
OG0004979	PBAR_PB11281-RA	LHUM_LH10337-RA
OG0004980	PBAR_PB11274-RA	LHUM_LH10350-RA
OG0004981	PBAR_pbar_RpL35A-1	LHUM_LH16045-RA
OG0004982	PBAR_PB15916-RA	LHUM_LH16040-RA
OG0004983	PBAR_PB15915-RA	LHUM_LH16044-RA
OG0004984	PBAR_PB13044-RA	LHUM_LH15177-RA
OG0004985	PBAR_PB13039-RA	LHUM_LH11532-RA
OG0004986	PBAR_PB13041-RA	LHUM_LH11536-RA
OG0004987	PBAR_PB13042-RA	LHUM_LH11528-RA
OG0004988	PBAR_PB13040-RA	LHUM_LH11534-RA
OG0004989	PBAR_PB10742-RA	LHUM_LH23779-RA
OG0004990	PBAR_PB11613-RA	LHUM_LH23780-RA
OG0004992	PBAR_PB10745-RA	LHUM_LH23783-RA
OG0004993	PBAR_PB10739-RA	LHUM_LH13927-RA
OG0004994	PBAR_PB10743-RA	LHUM_LH10628-RA
OG0004995	PBAR_PB11280-RA	LHUM_LH10632-RA
OG0004996	PBAR_PB11287-RA	LHUM_LH10634-RA
OG0004997	PBAR_PB11286-RA	LHUM_LH11032-RA
OG0004998	PBAR_PB11296-RA	LHUM_LH11031-RA
OG0004999	PBAR_PB11295-RA	LHUM_LH11028-RA
OG0005000	PBAR_PB11283-RA	LHUM_LH11608-RA
OG0005001	PBAR_PB10737-RA	LHUM_LH11034-RA
OG0005002	PBAR_PB11294-RA	LHUM_LH11030-RA
OG0005003	PBAR_PB14450-RA	LHUM_LH16034-RA
OG0005004	PBAR_PB14446-RA	LHUM_LH16027-RA
OG0005005	PBAR_PB14448-RA	LHUM_LH16028-RA
OG0005006	PBAR_PB10738-RA	LHUM_LH10351-RA
OG0005007	PBAR_PB14449-RA	LHUM_LH16026-RA
OG0005009	PBAR_PB14453-RA	LHUM_LH16039-RA
OG0005010	PBAR_PB14456-RA	LHUM_LH16041-RA
OG0005011	PBAR_PB14452-RA	LHUM_LH16037-RA
OG0005012	PBAR_PB14455-RA	LHUM_LH16029-RA
OG0005013	PBAR_PB14454-RA	LHUM_LH12598-RA
OG0005014	PBAR_PB14476-RA	LHUM_LH12592-RA
OG0005015	PBAR_PB14459-RA	LHUM_LH16043-RA
OG0005016	PBAR_PB17172-RA	LHUM_LH12602-RA
OG0005017	PBAR_PB14477-RB	LHUM_LH12601-RA
OG0005018	PBAR_PB14491-RA	LHUM_LH16770-RA
OG0005019	PBAR_PB14497-RA	LHUM_LH23804-RA
OG0005020	PBAR_PB14486-RA	LHUM_LH12439-RA
OG0005021	PBAR_PB14489-RA	LHUM_LH23798-RA
OG0005022	PBAR_PB14498-RA	LHUM_LH12440-RA
OG0005023	PBAR_PB24197-RA	LHUM_LH23814-RA
OG0005024	PBAR_PB14492-RA	LHUM_LH23800-RB
OG0005025	PBAR_PB24198-RA	LHUM_LH23812-RA
OG0005026	PBAR_PB24199-RA	LHUM_LH23807-RA
OG0005027	PBAR_PB24196-RA	LHUM_LH23813-RA
OG0005028	PBAR_PB24193-RA	LHUM_LH23809-RA
OG0005029	PBAR_PB24192-RA	LHUM_LH23808-RA
OG0005030	PBAR_PB22191-RA	LHUM_LH23825-RA
OG0005031	PBAR_PB22189-RA	LHUM_LH23828-RA
OG0005032	PBAR_PB22192-RA	LHUM_LH23827-RA
OG0005033	PBAR_PB22188-RA	LHUM_LH23826-RA
OG0005034	PBAR_PB22193-RA	LHUM_LH23829-RA
OG0005035	PBAR_PB22178-RA	LHUM_LH23834-RA
OG0005036	PBAR_PB22180-RA	LHUM_LH23839-RA
OG0005038	PBAR_PB22184-RA	LHUM_LH23845-RA
OG0005039	PBAR_PB22182-RA	LHUM_LH23844-RA
OG0005040	PBAR_PB22179-RA	LHUM_LH23836-RA
OG0005041	PBAR_PB17187-RA	LHUM_LH23843-RA
OG0005042	PBAR_PB17181-RA	LHUM_LH23850-RA
OG0005043	PBAR_PB22183-RA	LHUM_LH23846-RA
OG0005044	PBAR_PB22171-RA	LHUM_LH23849-RA
OG0005045	PBAR_PB17177-RA	LHUM_LH23854-RA
OG0005046	PBAR_PB17176-RA	LHUM_LH12396-RA
OG0005047	PBAR_PB22168-RA	LHUM_LH12402-RA
OG0005048	PBAR_PB14482-RA	LHUM_LH12407-RA
OG0005049	PBAR_PB14480-RA	LHUM_LH12403-RA
OG0005050	PBAR_PB15773-RA	LHUM_LH14379-RA
OG0005051	PBAR_pbar_homer-1	LHUM_LH12404-RA
OG0005052	PBAR_PB15770-RA	LHUM_LH14383-RA
OG0005053	PBAR_PB15779-RA	LHUM_LH12401-RA
OG0005054	PBAR_PB15771-RA	LHUM_LH12408-RA
OG0005055	PBAR_PB15768-RA	LHUM_LH12399-RA
OG0005056	PBAR_PB15769-RA	LHUM_LH12405-RA
OG0005057	PBAR_PB15772-RA	LHUM_LH12410-RA
OG0005058	PBAR_PB15775-RA	LHUM_LH14381-RA
OG0005059	PBAR_PB22207-RA	LHUM_LH14390-RA
OG0005060	PBAR_PB22195-RA	LHUM_LH14387-RA
OG0005061	PBAR_PB22204-RA	LHUM_LH20009-RA
OG0005062	PBAR_PB22202-RA	LHUM_LH14392-RA
OG0005063	PBAR_PB22206-RA	LHUM_LH20011-RA
OG0005064	PBAR_PB22210-RA	LHUM_LH20007-RA
OG0005065	PBAR_PB22200-RA	LHUM_LH20006-RA
OG0005066	PBAR_PB22216-RA	LHUM_LH20001-RA
OG0005067	PBAR_CG_02546089	LHUM_LH20003-RA
OG0005068	PBAR_PB22214-RA	LHUM_LH20002-RA
OG0005069	PBAR_PB22217-RA	LHUM_LH20005-RA
OG0005070	PBAR_PB22225-RA	LHUM_LH23793-RA
OG0005071	PBAR_PB22236-RA	LHUM_LH23791-RA
OG0005072	PBAR_PB22224-RA	LHUM_LH23796-RA
OG0005073	PBAR_PB22226-RA	LHUM_LH23784-RA
OG0005074	PBAR_PB22222-RA	LHUM_LH23797-RA
OG0005075	PBAR_PB22233-RA	LHUM_LH23789-RA
OG0005076	PBAR_PB22227-RA	LHUM_LH23794-RA
OG0005077	PBAR_PB22223-RA	LHUM_LH23795-RA
OG0005078	PBAR_PB22251-RA	LHUM_LH26060-RA
OG0005079	PBAR_PB22229-RA	LHUM_LH23872-RA
OG0005080	PBAR_PB22232-RA	LHUM_LH23788-RA
OG0005081	PBAR_PB20751-RA	LHUM_LH15945-RA
OG0005082	PBAR_PB11246-RA	LHUM_LH21741-RA
OG0005083	PBAR_PB11085-RA	LHUM_LH15954-RA
OG0005084	PBAR_PB11238-RA	LHUM_LH21743-RA
OG0005085	PBAR_PB20759-RA	LHUM_LH15950-RA
OG0005086	PBAR_PB14417-RA	LHUM_LH15944-RA
OG0005087	PBAR_PB20745-RA	LHUM_LH15968-RA
OG0005088	PBAR_Pbar_Atp5h_like-1	LHUM_LH15966-RA
OG0005089	PBAR_PB20766-RA	LHUM_LH15958-RA
OG0005090	PBAR_CG_02549750	LHUM_LH15962-RA
OG0005091	PBAR_PB20748-RA	LHUM_LH15960-RA
OG0005092	PBAR_PB18983-RA	LHUM_LH15977-RA
OG0005093	PBAR_PB18982-RA	LHUM_LH15976-RA
OG0005094	PBAR_PB11202-RA	LHUM_LH24705-RA
OG0005095	PBAR_PB11196-RA	LHUM_LH14484-RA
OG0005096	PBAR_PB11205-RA	LHUM_LH14487-RA
OG0005097	PBAR_PB11200-RA	LHUM_LH15973-RA
OG0005098	PBAR_PB18967-RA	LHUM_LH15974-RA
OG0005099	PBAR_PB11204-RA	LHUM_LH14486-RA
OG0005100	PBAR_PB11197-RA	LHUM_LH24715-RA
OG0005101	PBAR_PB14219-RA	LHUM_LH15975-RA
OG0005102	PBAR_genemark_masked-pbar_scf7180000350332-abinit-gene-3.250-mRNA-1	LHUM_LH23908-RA
OG0005103	PBAR_PB11194-RA	LHUM_LH24706-RA
OG0005104	PBAR_PB22390-RA	LHUM_LH10909-RA
OG0005105	PBAR_PB10511-RA	LHUM_LH15273-RA
OG0005106	PBAR_augustus_masked-pbar_scf7180000350332-abinit-gene-2.41-mRNA-1	LHUM_LH23891-RA
OG0005107	PBAR_PB11193-RA	LHUM_LH24704-RA
OG0005108	PBAR_PB11201-RA	LHUM_LH24713-RA
OG0005109	PBAR_genemark_masked-pbar_scf7180000350332-abinit-gene-2.46-mRNA-1	LHUM_LH15982-RA
OG0005110	PBAR_PB22388-RA	LHUM_LH15983-RA
OG0005111	PBAR_pbar_Sce-1	LHUM_LH23892-RA
OG0005112	PBAR_PB18162-RA	LHUM_LH15227-RA
OG0005113	PBAR_pbar_RpS18-1	LHUM_LH15218-RA
OG0005114	PBAR_PB18163-RA	LHUM_LH15229-RA
OG0005115	PBAR_PB18165-RA	LHUM_LH13335-RA
OG0005116	PBAR_PB23081-RA	LHUM_LH15234-RA
OG0005117	PBAR_PB18168-RA	LHUM_LH15219-RA
OG0005118	PBAR_PB23092-RA	LHUM_LH15255-RA
OG0005119	PBAR_PB23098-RA	LHUM_LH15266-RA
OG0005120	PBAR_PB23103-RA	LHUM_LH15261-RA
OG0005121	PBAR_PB23083-RA	LHUM_LH15241-RA
OG0005123	PBAR_PB23105-RA	LHUM_LH15265-RA
OG0005124	PBAR_PB23093-RA	LHUM_LH15237-RA
OG0005125	PBAR_PB23094-RA	LHUM_LH15253-RA
OG0005126	PBAR_PB23084-RA	LHUM_LH15245-RA
OG0005127	PBAR_PB23082-RA	LHUM_LH15243-RA
OG0005128	PBAR_PB23096-RA	LHUM_LH15257-RA
OG0005129	PBAR_PB23091-RA	LHUM_LH15250-RA
OG0005130	PBAR_PB23102-RA	LHUM_LH15264-RA
OG0005131	PBAR_PB23089-RA	LHUM_LH15256-RA
OG0005132	PBAR_PB23108-RA	LHUM_LH15252-RA
OG0005133	PBAR_PB23101-RA	LHUM_LH15262-RA
OG0005134	PBAR_PB23090-RA	LHUM_LH15251-RA
OG0005135	PBAR_PB23100-RA	LHUM_LH15263-RA
OG0005136	PBAR_PB23099-RA	LHUM_LH15260-RA
OG0005137	PBAR_Pbar_ifc_delta4desat-1	LHUM_LH15280-RA
OG0005138	PBAR_PB23126-RA	LHUM_LH15278-RA
OG0005139	PBAR_PB21469-RA	LHUM_LH14081-RA
OG0005140	PBAR_PB21471-RA	LHUM_LH14079-RA
OG0005141	PBAR_PB23140-RA	LHUM_LH15284-RA
OG0005142	PBAR_PB23142-RA	LHUM_LH15290-RA
OG0005143	PBAR_pbar_HP1-like-RB	LHUM_LH15287-RA
OG0005144	PBAR_PB23134-RA	LHUM_LH15282-RA
OG0005145	PBAR_PB21473-RA	LHUM_LH14083-RA
OG0005146	PBAR_PB23124-RA	LHUM_LH15271-RA
OG0005147	PBAR_PB23131-RA	LHUM_LH15270-RA
OG0005148	PBAR_PB23128-RA	LHUM_LH15268-RA
OG0005149	PBAR_PB21482-RA	LHUM_LH14088-RA
OG0005150	PBAR_PB21480-RA	LHUM_LH14089-RA
OG0005151	PBAR_PB22138-RA	LHUM_LH14150-RA
OG0005152	PBAR_PB22136-RA	LHUM_LH14157-RA
OG0005153	PBAR_pbar_dcr1-1	LHUM_LH14175-RA
OG0005154	PBAR_PB26968-RA	LHUM_LH14149-RA
OG0005155	PBAR_PB22143-RA	LHUM_LH14153-RA
OG0005156	PBAR_PB26969-RA	LHUM_LH14152-RA
OG0005157	PBAR_PB22135-RA	LHUM_LH14155-RA
OG0005158	PBAR_PB22141-RA	LHUM_LH14148-RA
OG0005159	PBAR_PB22140-RA	LHUM_LH14147-RA
OG0005160	PBAR_PB22147-RA	LHUM_LH14144-RA
OG0005161	PBAR_PB22146-RA	LHUM_LH14143-RA
OG0005162	PBAR_PB24588-RA	LHUM_LH14140-RA
OG0005163	PBAR_PB22152-RA	LHUM_LH14141-RA
OG0005164	PBAR_PB24583-RA	LHUM_LH14136-RA
OG0005165	PBAR_PB24582-RA	LHUM_LH14137-RA
OG0005166	PBAR_PB24581-RA	LHUM_LH14135-RA
OG0005167	PBAR_PB24584-RA	LHUM_LH14138-RA
OG0005168	PBAR_PB24586-RA	LHUM_LH14134-RA
OG0005169	PBAR_PB24578-RA	LHUM_LH14132-RA
OG0005170	PBAR_PB24554-RA	LHUM_LH14165-RA
OG0005171	PBAR_PB24566-RA	LHUM_LH11803-RA
OG0005172	PBAR_PB18790-RA	LHUM_LH19359-RA
OG0005173	PBAR_PB24561-RA	LHUM_LH11802-RA
OG0005174	PBAR_PB24571-RA	LHUM_LH11807-RA
OG0005175	PBAR_PB27086-RA	LHUM_LH11798-RA
OG0005176	PBAR_PB24560-RA	LHUM_LH11796-RA
OG0005177	PBAR_PB24569-RA	LHUM_LH14177-RA
OG0005178	PBAR_PB24556-RA	LHUM_LH11801-RA
OG0005179	PBAR_PB24559-RA	LHUM_LH11793-RA
OG0005180	PBAR_PB24568-RA	LHUM_LH11806-RA
OG0005181	PBAR_PB24567-RA	LHUM_LH11805-RA
OG0005182	PBAR_PB24574-RA	LHUM_LH14125-RA
OG0005183	PBAR_PB24565-RA	LHUM_LH11804-RA
OG0005184	PBAR_PB24575-RA	LHUM_LH11922-RA
OG0005185	PBAR_PB15088-RA	LHUM_LH24714-RA
OG0005186	PBAR_PB20934-RA	LHUM_LH14119-RA
OG0005187	PBAR_PB20929-RA	LHUM_LH14114-RA
OG0005188	PBAR_PB20932-RA	LHUM_LH14117-RA
OG0005189	PBAR_PB15080-RA	LHUM_LH16018-RA
OG0005190	PBAR_pbar_RpS12-1	LHUM_LH24703-RA
OG0005191	PBAR_PB15085-RA	LHUM_LH24702-RA
OG0005192	PBAR_PB15078-RA	LHUM_LH19717-RA
OG0005193	PBAR_pbar_RpLP2-1	LHUM_LH19364-RA
OG0005194	PBAR_Pbar_Chc-1	LHUM_Lhum_Chc-RA
OG0005195	PBAR_PB20915-RA	LHUM_LH14108-RA
OG0005196	PBAR_PB20916-RA	LHUM_LH14107-RA
OG0005197	PBAR_PB18802-RA	LHUM_LH14102-RA
OG0005198	PBAR_PB18799-RA	LHUM_LH14096-RA
OG0005199	PBAR_PB18787-RA	LHUM_LH14101-RA
OG0005200	PBAR_PB18783-RA	LHUM_LH14091-RA
OG0005201	PBAR_PB18781-RA	LHUM_LH14093-RA
OG0005202	PBAR_PB18782-RA	LHUM_LH14097-RA
OG0005203	PBAR_PB15074-RA	LHUM_LH14103-RA
OG0005204	PBAR_PB15059-RA	LHUM_LH24695-RA
OG0005205	PBAR_PB15070-RA	LHUM_LH14098-RA
OG0005206	PBAR_PB15072-RA	LHUM_LH24696-RA
OG0005207	PBAR_PB18784-RA	LHUM_LH14092-RA
OG0005208	PBAR_PB15060-RA	LHUM_LH24686-RA
OG0005209	PBAR_PB15063-RA	LHUM_LH24685-RA
OG0005210	PBAR_PB15058-RA	LHUM_LH24683-RA
OG0005211	PBAR_PB12452-RA	LHUM_LH16020-RA
OG0005212	PBAR_PB12455-RA	LHUM_LH14806-RA
OG0005213	PBAR_PB12448-RA	LHUM_LH16016-RA
OG0005214	PBAR_PB12453-RA	LHUM_LH16015-RA
OG0005215	PBAR_PB12464-RA	LHUM_LH15117-RA
OG0005216	PBAR_PB12467-RA	LHUM_LH14712-RA
OG0005217	PBAR_PB12466-RA	LHUM_LH20810-RA
OG0005218	PBAR_PB12460-RA	LHUM_LH14112-RA
OG0005219	PBAR_PB12461-RA	LHUM_LH14113-RA
OG0005220	PBAR_PB12462-RA	LHUM_LH15118-RA
OG0005221	PBAR_PB12475-RA	LHUM_LH11940-RA
OG0005222	PBAR_PB12459-RA	LHUM_LH11933-RA
OG0005223	PBAR_PB12458-RA	LHUM_LH11928-RA
OG0005224	PBAR_PB26362-RA	LHUM_LH25364-RA
OG0005225	PBAR_PB12465-RA	LHUM_LH11920-RA
OG0005226	PBAR_PB12476-RA	LHUM_LH11939-RA
OG0005227	PBAR_PB12473-RA	LHUM_LH14128-RA
OG0005228	PBAR_PB12479-RA	LHUM_LH14127-RA
OG0005229	PBAR_PB12463-RA	LHUM_LH11934-RA
OG0005230	PBAR_PB12468-RA	LHUM_LH20813-RA
OG0005231	PBAR_PB12477-RA	LHUM_LH11938-RA
OG0005232	PBAR_PB12457-RA	LHUM_LH11930-RA
OG0005233	PBAR_PB12480-RA	LHUM_LH14123-RA
OG0005234	PBAR_PB12481-RA	LHUM_LH14122-RA
OG0005235	PBAR_PB12478-RA	LHUM_LH14126-RA
OG0005236	PBAR_pbar_RFC2_like-1	LHUM_LH14131-RA
OG0005237	PBAR_PB12488-RA	LHUM_LH14124-RA
OG0005238	PBAR_PB12484-RA	LHUM_LH14111-RA
OG0005239	PBAR_PB12483-RA	LHUM_LH14931-RA
OG0005240	PBAR_PB12485-RA	LHUM_LH14926-RA
OG0005241	PBAR_PB12500-RA	LHUM_LH11812-RA
OG0005242	PBAR_PB12497-RA	LHUM_LH14118-RA
OG0005243	PBAR_PB12486-RA	LHUM_LH14928-RA
OG0005244	PBAR_PB12496-RA	LHUM_LH14109-RA
OG0005245	PBAR_PB12498-RA	LHUM_LH11811-RA
OG0005246	PBAR_PB18497-RA	LHUM_LH14473-RA
OG0005247	PBAR_PB12501-RA	LHUM_LH14472-RA
OG0005248	PBAR_PB18510-RA	LHUM_LH10797-RA
OG0005249	PBAR_PB18508-RA	LHUM_LH10798-RA
OG0005250	PBAR_PB18499-RA	LHUM_LH14924-RA
OG0005251	PBAR_Pbar_f-cup-1	LHUM_LH14922-RA
OG0005252	PBAR_PB18504-RA	LHUM_LH10796-RA
OG0005253	PBAR_PB18505-RA	LHUM_LH10799-RA
OG0005254	PBAR_PB18517-RA	LHUM_LH11926-RA
OG0005255	PBAR_PB18503-RA	LHUM_LH11925-RA
OG0005256	PBAR_PB18502-RA	LHUM_LH11923-RA
OG0005257	PBAR_PB18523-RA	LHUM_LH11927-RA
OG0005258	PBAR_PB18524-RA	LHUM_LH11919-RA
OG0005259	PBAR_PB18516-RA	LHUM_LH11918-RA
OG0005260	PBAR_PB18507-RA	LHUM_LH11932-RA
OG0005261	PBAR_PB18518-RA	LHUM_LH11929-RA
OG0005262	PBAR_PB18506-RA	LHUM_LH12763-RA
OG0005263	PBAR_PB18512-RA	LHUM_LH14923-RA
OG0005264	PBAR_PB18526-RA	LHUM_LH11914-RA
OG0005266	PBAR_PB18527-RA	LHUM_LH11911-RA
OG0005267	PBAR_PB18535-RA	LHUM_LH19576-RA
OG0005268	PBAR_PB18530-RA	LHUM_LH11900-RA
OG0005269	PBAR_PB18529-RA	LHUM_LH11912-RA
OG0005270	PBAR_PB17878-RA	LHUM_LH11905-RA
OG0005271	PBAR_PB26672-RA	LHUM_LH25362-RA
OG0005272	PBAR_PB17885-RA	LHUM_LH23255-RA
OG0005273	PBAR_PB17881-RA	LHUM_LH23251-RA
OG0005274	PBAR_PB17888-RA	LHUM_LH23264-RA
OG0005275	PBAR_PB17884-RA	LHUM_LH11899-RA
OG0005276	PBAR_PB26723-RA	LHUM_LH11896-RA
OG0005277	PBAR_PB17882-RA	LHUM_LH23252-RA
OG0005278	PBAR_PB17876-RA	LHUM_LH11897-RA
OG0005279	PBAR_PB17894-RA	LHUM_LH19566-RA
OG0005281	PBAR_PB17900-RA	LHUM_LH19567-RA
OG0005282	PBAR_PB17887-RA	LHUM_LH23250-RA
OG0005283	PBAR_PB17902-RA	LHUM_LH19551-RA
OG0005284	PBAR_PB17906-RA	LHUM_LH19555-RA
OG0005285	PBAR_PB17883-RA	LHUM_LH23254-RA
OG0005286	PBAR_PB17892-RA	LHUM_LH19557-RA
OG0005287	PBAR_PB17914-RA	LHUM_LH19548-RA
OG0005288	PBAR_PB17913-RA	LHUM_LH19564-RA
OG0005289	PBAR_PB17903-RA	LHUM_LH19553-RA
OG0005290	PBAR_PB17916-RA	LHUM_LH19563-RA
OG0005291	PBAR_PB17922-RA	LHUM_LH19542-RA
OG0005292	PBAR_PB17895-RA	LHUM_LH19561-RA
OG0005293	PBAR_pbar_RpS21-1	LHUM_LH19550-RA
OG0005294	PBAR_PB17893-RA	LHUM_LH19559-RA
OG0005295	PBAR_PB17911-RA	LHUM_LH19544-RA
OG0005296	PBAR_PB17920-RA	LHUM_LH19539-RA
OG0005297	PBAR_PB17909-RA	LHUM_LH19546-RA
OG0005298	PBAR_PB17912-RA	LHUM_LH19545-RA
OG0005299	PBAR_PB17929-RA	LHUM_LH19534-RA
OG0005300	PBAR_PB17924-RA	LHUM_LH19532-RA
OG0005301	PBAR_PB17928-RA	LHUM_LH19535-RA
OG0005302	PBAR_PB17925-RA	LHUM_LH23274-RA
OG0005303	PBAR_PB17926-RA	LHUM_LH19533-RA
OG0005304	PBAR_PB17930-RA	LHUM_LH19574-RA
OG0005305	PBAR_PB24343-RA	LHUM_LH19573-RA
OG0005306	PBAR_PB24345-RA	LHUM_LH19572-RA
OG0005307	PBAR_PB24349-RA	LHUM_LH19575-RA
OG0005308	PBAR_PB24359-RA	LHUM_LH19586-RA
OG0005309	PBAR_PB24361-RA	LHUM_LH19589-RA
OG0005310	PBAR_PB24357-RA	LHUM_LH19584-RA
OG0005311	PBAR_PB24360-RA	LHUM_LH19590-RA
OG0005312	PBAR_PB24362-RA	LHUM_LH19587-RA
OG0005313	PBAR_PB24363-RA	LHUM_LH19588-RA
OG0005314	PBAR_PB24366-RA	LHUM_LH19598-RA
OG0005315	PBAR_PB24358-RA	LHUM_LH19585-RA
OG0005316	PBAR_PB24375-RA	LHUM_LH19583-RA
OG0005317	PBAR_PB24369-RA	LHUM_LH19597-RA
OG0005318	PBAR_PB24368-RA	LHUM_LH19595-RA
OG0005319	PBAR_PB24373-RA	LHUM_LH19602-RA
OG0005320	PBAR_PB27074-RA	LHUM_LH25802-RA
OG0005321	PBAR_PB24394-RA	LHUM_LH19613-RA
OG0005322	PBAR_PB24385-RA	LHUM_LH19610-RA
OG0005323	PBAR_PB24396-RA	LHUM_LH19616-RA
OG0005324	PBAR_PB24371-RA	LHUM_LH19612-RA
OG0005325	PBAR_PB24381-RA	LHUM_LH19605-RA
OG0005326	PBAR_PB24393-RA	LHUM_LH19615-RA
OG0005327	PBAR_PB24395-RA	LHUM_LH19614-RA
OG0005328	PBAR_pbar_ade5-like-1	LHUM_LH19604-RA
OG0005329	PBAR_PB24370-RA	LHUM_LH19611-RA
OG0005330	PBAR_PB24367-RA	LHUM_LH19607-RA
OG0005331	PBAR_PB24410-RA	LHUM_LH24754-RA
OG0005332	PBAR_PB24412-RA	LHUM_LH24767-RA
OG0005333	PBAR_PB24379-RA	LHUM_LH24777-RA
OG0005334	PBAR_PB24392-RA	LHUM_LH19629-RA
OG0005335	PBAR_PB24403-RA	LHUM_LH24783-RA
OG0005336	PBAR_PB24384-RA	LHUM_LH19606-RA
OG0005337	PBAR_PB24383-RA	LHUM_LH24778-RA
OG0005338	PBAR_PB24399-RA	LHUM_LH24757-RA
OG0005339	PBAR_PB24386-RA	LHUM_LH24774-RA
OG0005340	PBAR_PB24409-RA	LHUM_LH24772-RA
OG0005341	PBAR_PB24382-RA	LHUM_LH24776-RA
OG0005342	PBAR_PB24389-RA	LHUM_LH19608-RA
OG0005343	PBAR_PB24388-RA	LHUM_LH19609-RA
OG0005344	PBAR_PB24404-RA	LHUM_LH24761-RA
OG0005345	PBAR_PB24411-RA	LHUM_LH24755-RA
OG0005346	PBAR_PB19879-RA	LHUM_LH24764-RA
OG0005347	PBAR_PB24408-RA	LHUM_LH24752-RA
OG0005348	PBAR_PB24401-RA	LHUM_LH24760-RA
OG0005349	PBAR_PB24402-RA	LHUM_LH24758-RA
OG0005350	PBAR_PB24413-RA	LHUM_LH24753-RA
OG0005351	PBAR_PB24420-RA	LHUM_LH24763-RA
OG0005352	PBAR_PB24416-RA	LHUM_LH24749-RA
OG0005353	PBAR_PB24417-RA	LHUM_LH24759-RA
OG0005354	PBAR_PB24423-RA	LHUM_LH24750-RA
OG0005355	PBAR_PB24429-RA	LHUM_LH24747-RA
OG0005356	PBAR_PB24438-RB	LHUM_LH24735-RA
OG0005357	PBAR_PB24435-RA	LHUM_LH24731-RA
OG0005358	PBAR_PB24434-RA	LHUM_LH24728-RA
OG0005359	PBAR_PB24433-RA	LHUM_LH24727-RA
OG0005360	PBAR_PB24436-RA	LHUM_LH24733-RA
OG0005361	PBAR_PB24443-RA	LHUM_LH24730-RA
OG0005362	PBAR_PB24449-RA	LHUM_LH24734-RA
OG0005363	PBAR_PB24437-RA	LHUM_LH24732-RA
OG0005364	PBAR_PB24442-RA	LHUM_LH24740-RA
OG0005365	PBAR_PB24447-RA	LHUM_LH24729-RA
OG0005366	PBAR_pbar_RpS25-1	LHUM_LH24738-RA
OG0005367	PBAR_PB24430-RA	LHUM_LH24739-RA
OG0005368	PBAR_PB24440-RA	LHUM_LH24742-RA
OG0005369	PBAR_PB24427-RA	LHUM_LH24746-RA
OG0005370	PBAR_PB24441-RA	LHUM_LH24743-RA
