Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0005327	ACEP_ACEP_00007424-RA	LHUM_LH19614-RA	PBAR_PB24395-RA
OG0005328	ACEP_ACEP_00007425-RA	LHUM_LH19604-RA	PBAR_pbar_ade5-like-1
OG0005329	ACEP_ACEP_00007432-RA	LHUM_LH19611-RA	PBAR_PB24370-RA
OG0005330	ACEP_ACEP_00007433-RA	LHUM_LH19607-RA	PBAR_PB24367-RA
OG0005331	ACEP_ACEP_00007407-RA	LHUM_LH24754-RA	PBAR_PB24410-RA
OG0005332	ACEP_ACEP_00007409-RA	LHUM_LH24767-RA	PBAR_PB24412-RA
OG0005333	ACEP_ACEP_00007415-RA	LHUM_LH24777-RA	PBAR_PB24379-RA
OG0005334	ACEP_ACEP_00007419-RA	LHUM_LH19629-RA	PBAR_PB24392-RA
OG0005335	ACEP_ACEP_00007412-RA	LHUM_LH24783-RA	PBAR_PB24403-RA
OG0005336	ACEP_ACEP_00007420-RA	LHUM_LH19606-RA	PBAR_PB24384-RA
OG0005337	ACEP_ACEP_00007416-RA	LHUM_LH24778-RA	PBAR_PB24383-RA
OG0005338	ACEP_ACEP_00007408-RA	LHUM_LH24757-RA	PBAR_PB24399-RA
OG0005339	ACEP_ACEP_00007414-RA	LHUM_LH24774-RA	PBAR_PB24386-RA
OG0005340	ACEP_ACEP_00007413-RA	LHUM_LH24772-RA	PBAR_PB24409-RA
OG0005341	ACEP_ACEP_00007418-RA	LHUM_LH24776-RA	PBAR_PB24382-RA
OG0005342	ACEP_ACEP_00007423-RA	LHUM_LH19608-RA	PBAR_PB24389-RA
OG0005343	ACEP_ACEP_00007422-RA	LHUM_LH19609-RA	PBAR_PB24388-RA
OG0005344	ACEP_ACEP_00007401-RA	LHUM_LH24761-RA	PBAR_PB24404-RA
OG0005345	ACEP_ACEP_00007400-RA	LHUM_LH24755-RA	PBAR_PB24411-RA
OG0005346	ACEP_ACEP_00007397-RA	LHUM_LH24764-RA	PBAR_PB19879-RA
OG0005347	ACEP_ACEP_00007402-RA	LHUM_LH24752-RA	PBAR_PB24408-RA
OG0005348	ACEP_ACEP_00007399-RA	LHUM_LH24760-RA	PBAR_PB24401-RA
OG0005349	ACEP_ACEP_00007406-RA	LHUM_LH24758-RA	PBAR_PB24402-RA
OG0005350	ACEP_ACEP_00007405-RA	LHUM_LH24753-RA	PBAR_PB24413-RA
OG0005351	ACEP_ACEP_00007394-RA	LHUM_LH24763-RA	PBAR_PB24420-RA
OG0005352	ACEP_ACEP_00007393-RA	LHUM_LH24749-RA	PBAR_PB24416-RA
OG0005353	ACEP_ACEP_00007395-RA	LHUM_LH24759-RA	PBAR_PB24417-RA
OG0005354	ACEP_ACEP_00007390-RA	LHUM_LH24750-RA	PBAR_PB24423-RA
OG0005355	ACEP_ACEP_00007387-RA	LHUM_LH24747-RA	PBAR_PB24429-RA
OG0005356	ACEP_ACEP_00007379-RA	LHUM_LH24735-RA	PBAR_PB24438-RB
OG0005357	ACEP_ACEP_00007377-RA	LHUM_LH24731-RA	PBAR_PB24435-RA
OG0005358	ACEP_ACEP_00007376-RA	LHUM_LH24728-RA	PBAR_PB24434-RA
OG0005359	ACEP_ACEP_00007382-RA	LHUM_LH24727-RA	PBAR_PB24433-RA
OG0005360	ACEP_ACEP_00007380-RA	LHUM_LH24733-RA	PBAR_PB24436-RA
OG0005361	ACEP_ACEP_00007375-RA	LHUM_LH24730-RA	PBAR_PB24443-RA
OG0005362	ACEP_ACEP_00007373-RA	LHUM_LH24734-RA	PBAR_PB24449-RA
OG0005363	ACEP_ACEP_00007378-RA	LHUM_LH24732-RA	PBAR_PB24437-RA
OG0005364	ACEP_ACEP_00007374-RA	LHUM_LH24740-RA	PBAR_PB24442-RA
OG0005365	ACEP_ACEP_00007369-RA	LHUM_LH24729-RA	PBAR_PB24447-RA
OG0005366	ACEP_ACEP_00007381-RA	LHUM_LH24738-RA	PBAR_pbar_RpS25-1
OG0005367	ACEP_ACEP_00007383-RA	LHUM_LH24739-RA	PBAR_PB24430-RA
OG0005368	ACEP_ACEP_00007370-RA	LHUM_LH24742-RA	PBAR_PB24440-RA
OG0005369	ACEP_ACEP_00007384-RA	LHUM_LH24746-RA	PBAR_PB24427-RA
OG0005370	ACEP_ACEP_00007366-RA	LHUM_LH24743-RA	PBAR_PB24441-RA
OG0005371	ACEP_ACEP_00007363-RA	LHUM_LH24725-RA	PBAR_PB24446-RA
OG0005372	ACEP_ACEP_00007360-RA	LHUM_LH24741-RA	PBAR_PB24445-RA
OG0005373	ACEP_ACEP_00007367-RA	LHUM_LH24736-RA	PBAR_PB24451-RA
OG0005374	ACEP_ACEP_00007368-RA	LHUM_LH24744-RA	PBAR_PB24444-RA
OG0005375	ACEP_ACEP_00007352-RA	LHUM_LH24717-RA	PBAR_PB24458-RA
OG0005376	ACEP_ACEP_00007349-RA	LHUM_LH24716-RA	PBAR_PB24462-RA
OG0005377	ACEP_ACEP_00007345-RA	LHUM_LH25490-RA	PBAR_PB24466-RA
OG0005378	ACEP_ACEP_00017344-RA	LHUM_LH25485-RA	PBAR_PB27077-RA
OG0005379	ACEP_ACEP_00007347-RA	LHUM_LH24708-RA	PBAR_PB24460-RA
OG0005380	ACEP_ACEP_00007346-RA	LHUM_LH14080-RA	PBAR_PB24467-RA
OG0005381	ACEP_ACEP_00007348-RA	LHUM_LH24707-RA	PBAR_PB24461-RA
OG0005382	ACEP_ACEP_00007337-RA	LHUM_LH14074-RA	PBAR_PB24463-RA
OG0005383	ACEP_ACEP_00011233-RA	LHUM_LH20523-RA	PBAR_PB21181-RA
OG0005384	ACEP_ACEP_00011232-RA	LHUM_LH20521-RA	PBAR_PB21183-RA
OG0005385	ACEP_ACEP_00011235-RA	LHUM_LH20519-RA	PBAR_PB21182-RA
OG0005386	ACEP_ACEP_00011219-RA	LHUM_LH12144-RA	PBAR_PB21085-RA
OG0005387	ACEP_ACEP_00011225-RA	LHUM_LH21764-RA	PBAR_PB11800-RA
OG0005388	ACEP_ACEP_00011220-RA	LHUM_LH18563-RA	PBAR_PB21075-RA
OG0005389	ACEP_ACEP_00011229-RA	LHUM_LH12300-RA	PBAR_PB26204-RA
OG0005390	ACEP_ACEP_00011230-RA	LHUM_LH16753-RA	PBAR_PB21189-RA
OG0005391	ACEP_ACEP_00011224-RA	LHUM_LH21761-RA	PBAR_PB11795-RA
OG0005392	ACEP_ACEP_00011221-RA	LHUM_LH12068-RA	PBAR_PB21077-RA
OG0005393	ACEP_ACEP_00011223-RA	LHUM_LH12078-RA	PBAR_PB21080-RA
OG0005394	ACEP_ACEP_00011231-RA	LHUM_LH20522-RA	PBAR_PB21180-RA
OG0005395	ACEP_ACEP_00011215-RA	LHUM_LH17191-RA	PBAR_pbar_Jra-1
OG0005396	ACEP_ACEP_00011211-RA	LHUM_LH17203-RA	PBAR_PB21061-RA
OG0005397	ACEP_ACEP_00011214-RA	LHUM_LH17202-RA	PBAR_PB21071-RA
OG0005398	ACEP_ACEP_00011205-RA	LHUM_LH17213-RA	PBAR_PB21063-RA
OG0005399	ACEP_ACEP_00011206-RA	LHUM_LH17207-RA	PBAR_PB21068-RA
OG0005400	ACEP_ACEP_00011207-RA	LHUM_LH17204-RA	PBAR_PB21064-RA
OG0005401	ACEP_ACEP_00011209-RA	LHUM_LH17200-RA	PBAR_PB21065-RA
OG0005402	ACEP_ACEP_00011201-RA	LHUM_LH17208-RA	PBAR_PB21067-RA
OG0005403	ACEP_ACEP_00011202-RA	LHUM_LH17206-RA	PBAR_PB21066-RA
OG0005404	ACEP_ACEP_00011204-RA	LHUM_LH17212-RA	PBAR_PB21060-RA
OG0005405	ACEP_ACEP_00011203-RA	LHUM_LH17211-RA	PBAR_PB21062-RA
OG0005406	ACEP_ACEP_00011199-RA	LHUM_LH17217-RA	PBAR_PB21058-RA
OG0005407	ACEP_ACEP_00011198-RA	LHUM_LH17215-RA	PBAR_PB21056-RA
OG0005408	ACEP_ACEP_00011194-RA	LHUM_LH17219-RA	PBAR_PB21054-RA
OG0005409	ACEP_ACEP_00011195-RA	LHUM_LH17218-RA	PBAR_Pbar_Ndufb6_like-1
OG0005410	ACEP_ACEP_00011196-RA	LHUM_LH17216-RA	PBAR_PB21055-RA
OG0005411	ACEP_ACEP_00011189-RA	LHUM_LH17220-RA	PBAR_PB21039-RA
OG0005412	ACEP_ACEP_00011192-RA	LHUM_LH17221-RA	PBAR_PB21052-RA
OG0005413	ACEP_ACEP_00017746-RA	LHUM_LH25643-RA	PBAR_PB21045-RA
OG0005414	ACEP_ACEP_00011183-RA	LHUM_LH17223-RA	PBAR_PB21036-RA
OG0005415	ACEP_ACEP_00011182-RA	LHUM_LH17234-RA	PBAR_PB21029-RA
OG0005416	ACEP_ACEP_00011181-RA	LHUM_LH12092-RA	PBAR_PB21034-RA
OG0005417	ACEP_ACEP_00011184-RA	LHUM_LH17233-RA	PBAR_PB21030-RA
OG0005418	ACEP_ACEP_00011175-RA	LHUM_Lhum_dally-RA	PBAR_Pbar_dally-RA
OG0005419	ACEP_ACEP_00011172-RA	LHUM_LH17247-RA	PBAR_PB11093-RA
OG0005420	ACEP_ACEP_00011179-RA	LHUM_LH17251-RA	PBAR_PB21110-RA
OG0005421	ACEP_ACEP_00011176-RA	LHUM_LH17250-RA	PBAR_PB21116-RA
OG0005422	ACEP_ACEP_00011178-RA	LHUM_LH17245-RA	PBAR_PB21119-RA
OG0005423	ACEP_ACEP_00011177-RA	LHUM_LH10908-RA	PBAR_PB11192-RA
OG0005424	ACEP_ACEP_00011171-RA	LHUM_LH12164-RA	PBAR_PB11096-RA
OG0005425	ACEP_ACEP_00011170-RA	LHUM_LH12149-RA	PBAR_PB11094-RA
OG0005426	ACEP_ACEP_00011159-RA	LHUM_LH17261-RA	PBAR_PB11087-RA
OG0005427	ACEP_ACEP_00011164-RA	LHUM_LH17264-RA	PBAR_PB11095-RA
OG0005428	ACEP_ACEP_00011157-RA	LHUM_LH17258-RA	PBAR_PB20995-RA
OG0005429	ACEP_ACEP_00011156-RA	LHUM_LH17265-RA	PBAR_PB20989-RA
OG0005430	ACEP_ACEP_00011154-RA	LHUM_LH17259-RA	PBAR_PB20992-RA
OG0005431	ACEP_ACEP_00011158-RA	LHUM_LH17262-RA	PBAR_PB11086-RA
OG0005432	ACEP_ACEP_00011146-RA	LHUM_LH18524-RA	PBAR_PB18695-RA
OG0005433	ACEP_ACEP_00011147-RA	LHUM_LH18518-RA	PBAR_PB18693-RA
OG0005434	ACEP_ACEP_00011145-RA	LHUM_LH18523-RA	PBAR_PB18689-RA
OG0005435	ACEP_ACEP_00011144-RA	LHUM_LH18521-RA	PBAR_PB18691-RA
OG0005436	ACEP_ACEP_00011125-RA	LHUM_LH18517-RA	PBAR_PB18696-RA
OG0005437	ACEP_ACEP_00011131-RA	LHUM_LH18522-RA	PBAR_PB18688-RB
OG0005438	ACEP_ACEP_00011121-RA	LHUM_LH18512-RA	PBAR_PB18700-RA
OG0005439	ACEP_ACEP_00011116-RA	LHUM_LH18503-RA	PBAR_PB13889-RA
OG0005440	ACEP_ACEP_00011117-RA	LHUM_LH18509-RA	PBAR_PB13888-RA
OG0005441	ACEP_ACEP_00011111-RA	LHUM_LH18501-RA	PBAR_PB13890-RA
OG0005442	ACEP_ACEP_00011112-RA	LHUM_LH18505-RA	PBAR_PB13887-RA
OG0005443	ACEP_ACEP_00011113-RA	LHUM_LH18502-RA	PBAR_PB13891-RA
OG0005444	ACEP_ACEP_00011108-RA	LHUM_LH18498-RA	PBAR_PB24169-RA
OG0005445	ACEP_ACEP_00011109-RA	LHUM_LH18504-RA	PBAR_PB13896-RA
OG0005446	ACEP_ACEP_00011104-RA	LHUM_LH18493-RA	PBAR_CG_02550629
OG0005447	ACEP_ACEP_00011101-RA	LHUM_LH18488-RA	PBAR_PB24157-RA
OG0005448	ACEP_ACEP_00011093-RA	LHUM_LH18479-RA	PBAR_PB24161-RA
OG0005449	ACEP_ACEP_00011102-RA	LHUM_LH18491-RA	PBAR_PB24160-RA
OG0005450	ACEP_ACEP_00011100-RA	LHUM_LH18472-RA	PBAR_PB24154-RA
OG0005451	ACEP_ACEP_00011105-RA	LHUM_LH18497-RA	PBAR_PB24159-RA
OG0005452	ACEP_ACEP_00011099-RA	LHUM_LH18485-RA	PBAR_PB24162-RA
OG0005453	ACEP_ACEP_00011103-RA	LHUM_LH18500-RA	PBAR_PB24150-RA
OG0005454	ACEP_ACEP_00011107-RA		PBAR_PB24167-RA, PBAR_PB25333-RA
OG0005455	ACEP_ACEP_00011106-RA	LHUM_LH18494-RA	PBAR_PB24166-RA
OG0005456	ACEP_ACEP_00011086-RA	LHUM_LH23108-RA	PBAR_PB24133-RA
OG0005457	ACEP_ACEP_00011087-RA	LHUM_LH23099-RA	PBAR_PB24135-RA
OG0005458	ACEP_ACEP_00011090-RA	LHUM_LH18484-RA	PBAR_PB24153-RA
OG0005459	ACEP_ACEP_00011089-RA	LHUM_LH23101-RA	PBAR_PB24137-RA
OG0005460	ACEP_ACEP_00011077-RA	LHUM_LH18476-RA	PBAR_PB21420-RA
OG0005461	ACEP_ACEP_00011068-RA	LHUM_LH18489-RA	PBAR_PB21425-RA
OG0005462	ACEP_ACEP_00011081-RA	LHUM_LH18477-RA	PBAR_PB21424-RA
OG0005463	ACEP_ACEP_00011069-RA	LHUM_LH18473-RA	PBAR_PB21430-RA
OG0005464	ACEP_ACEP_00011071-RA	LHUM_LH23100-RA	PBAR_PB21412-RA
OG0005465	ACEP_ACEP_00011075-RA	LHUM_LH18481-RA	PBAR_PB21434-RA
OG0005466	ACEP_ACEP_00011070-RA	LHUM_LH18475-RA	PBAR_PB21423-RA
OG0005467	ACEP_ACEP_00011079-RA	LHUM_LH18483-RA	PBAR_PB21428-RA
OG0005468	ACEP_ACEP_00011084-RA	LHUM_LH20143-RA	PBAR_pbar_RpL28-1
OG0005469	ACEP_ACEP_00011083-RA	LHUM_LH20145-RA	PBAR_PB17790-RA
OG0005470	ACEP_ACEP_00011082-RA	LHUM_LH18486-RA	PBAR_PB18082-RA
OG0005471	ACEP_ACEP_00011059-RA	LHUM_LH11466-RA	PBAR_PB18345-RA
OG0005472	ACEP_ACEP_00006516-RA, ACEP_ACEP_00011060-RA	LHUM_LH14890-RA	
OG0005473	ACEP_ACEP_00011057-RA	LHUM_LH19184-RA	PBAR_PB18354-RA
OG0005474	ACEP_ACEP_00011063-RA	LHUM_LH23083-RA	PBAR_PB17787-RA
OG0005475	ACEP_ACEP_00011065-RA	LHUM_LH23102-RA	PBAR_PB14617-RA
OG0005476	ACEP_ACEP_00011066-RA	LHUM_LH23109-RA	PBAR_PB14612-RA
OG0005477	ACEP_ACEP_00011052-RA	LHUM_LH19182-RA	PBAR_PB18352-RA
OG0005478	ACEP_ACEP_00011053-RA	LHUM_LH19183-RA	PBAR_PB18355-RA
OG0005479	ACEP_ACEP_00011051-RA	LHUM_LH19190-RA	PBAR_PB18359-RA
OG0005480	ACEP_ACEP_00011055-RA	LHUM_LH19185-RA	PBAR_PB18338-RA
OG0005481	ACEP_ACEP_00011050-RA	LHUM_LH12452-RA	PBAR_PB17778-RA
OG0005482	ACEP_ACEP_00011046-RA	LHUM_LH16191-RA	PBAR_PB17002-RA
OG0005483	ACEP_ACEP_00011045-RA	LHUM_LH13279-RA	PBAR_PB17055-RA
OG0005484	ACEP_ACEP_00011048-RA	LHUM_LH20378-RA	PBAR_PB17762-RA
OG0005485	ACEP_ACEP_00011047-RA	LHUM_LH20393-RA	PBAR_PB17758-RA
OG0005486	ACEP_ACEP_00011042-RA	LHUM_LH11640-RA	PBAR_PB17050-RA
OG0005487	ACEP_ACEP_00011044-RA	LHUM_LH13280-RA	PBAR_Pbar_Atp5b_like-1
OG0005488	ACEP_ACEP_00011049-RA	LHUM_LH20377-RA	PBAR_PB17764-RA
OG0005489	ACEP_ACEP_00011032-RA	LHUM_LH16787-RA	PBAR_PB17662-RA
OG0005490	ACEP_ACEP_00011036-RA	LHUM_LH12274-RA	PBAR_PB11249-RA
OG0005491	ACEP_ACEP_00011033-RA	LHUM_LH16772-RA	PBAR_PB17666-RA
OG0005492	ACEP_ACEP_00013634-RA	LHUM_LH21652-RA	PBAR_PB13935-RA
OG0005493	ACEP_ACEP_00013612-RA	LHUM_LH12504-RA	PBAR_PB21381-RA
OG0005494	ACEP_ACEP_00013617-RA	LHUM_LH12495-RA	PBAR_PB18900-RA
OG0005495	ACEP_ACEP_00013618-RA	LHUM_LH12501-RA	PBAR_PB18903-RA
OG0005496	ACEP_ACEP_00013615-RA	LHUM_LH25390-RA	PBAR_PB21378-RA
OG0005497	ACEP_ACEP_00013621-RA	LHUM_LH12490-RA	PBAR_PB23908-RA
OG0005498	ACEP_ACEP_00013620-RA	LHUM_LH12505-RA	PBAR_PB23912-RA
OG0005499	ACEP_ACEP_00013607-RA	LHUM_LH12541-RA	PBAR_PB21390-RA
OG0005500	ACEP_ACEP_00013610-RA	LHUM_LH12502-RA	PBAR_PB21380-RA
OG0005501	ACEP_ACEP_00013608-RA	LHUM_LH12507-RA	PBAR_pbar_RpL37A-1
OG0005502	ACEP_ACEP_00013611-RA	LHUM_LH12503-RA	PBAR_PB21379-RA
OG0005503	ACEP_ACEP_00013601-RA	LHUM_LH12535-RA	PBAR_PB21386-RA
OG0005504	ACEP_ACEP_00013604-RA	LHUM_LH12537-RA	PBAR_PB21389-RA
OG0005505	ACEP_ACEP_00013600-RA	LHUM_LH12536-RA	PBAR_PB21387-RA
OG0005506	ACEP_ACEP_00013606-RA	LHUM_LH12534-RA	PBAR_PB21385-RA
OG0005507	ACEP_ACEP_00013591-RA	LHUM_LH12530-RA	PBAR_PB21396-RA
OG0005508	ACEP_ACEP_00013595-RA	LHUM_LH12526-RA	PBAR_PB21400-RA
OG0005509	ACEP_ACEP_00013590-RA	LHUM_LH12528-RA	PBAR_PB21399-RA
OG0005510	ACEP_ACEP_00013593-RA	LHUM_LH12527-RA	PBAR_PB21398-RA
OG0005511	ACEP_ACEP_00013596-RA	LHUM_LH12539-RA	PBAR_PB21403-RA
OG0005512	ACEP_ACEP_00013584-RA	LHUM_LH11412-RA	PBAR_PB21407-RA
OG0005513	ACEP_ACEP_00013587-RA	LHUM_LH11415-RA	PBAR_PB10067-RA
OG0005514	ACEP_ACEP_00013586-RA	LHUM_LH11402-RA	PBAR_PB21404-RA
OG0005515	ACEP_ACEP_00013585-RA	LHUM_LH11407-RA	PBAR_PB21405-RA
OG0005516	ACEP_ACEP_00013583-RA	LHUM_LH11416-RA	PBAR_PB21411-RA
OG0005517	ACEP_ACEP_00013582-RA	LHUM_LH11418-RA	PBAR_PB21415-RA
OG0005518	ACEP_ACEP_00013581-RA	LHUM_LH11419-RA	PBAR_PB21417-RA
OG0005519	ACEP_ACEP_00013578-RA	LHUM_LH10191-RA	PBAR_PB14625-RA
OG0005520	ACEP_ACEP_00013577-RA	LHUM_LH10182-RA	PBAR_PB14624-RA
OG0005521	ACEP_ACEP_00013568-RA	LHUM_LH10907-RA	PBAR_PB17138-RA
OG0005522	ACEP_ACEP_00013573-RA	LHUM_LH10188-RA	PBAR_PB17148-RA
OG0005523	ACEP_ACEP_00013567-RA	LHUM_LH23898-RA	PBAR_PB17131-RA
OG0005524	ACEP_ACEP_00013572-RA	LHUM_LH10183-RA	PBAR_CG_02546755
OG0005525	ACEP_ACEP_00013575-RA	LHUM_LH10181-RA	PBAR_PB17140-RA
OG0005526	ACEP_ACEP_00013570-RA	LHUM_LH10913-RA	PBAR_PB17146-RA
OG0005527	ACEP_ACEP_00013565-RA	LHUM_LH23897-RA	PBAR_PB17130-RA
OG0005528	ACEP_ACEP_00013562-RA	LHUM_LH23893-RA	PBAR_PB17136-RA
OG0005529	ACEP_ACEP_00013553-RA	LHUM_LH10157-RA	PBAR_PB17135-RA
OG0005530	ACEP_ACEP_00013550-RA	LHUM_LH10160-RA	PBAR_CG_02550536
OG0005531	ACEP_ACEP_00013547-RA	LHUM_LH10161-RA	PBAR_PB17127-RA
OG0005532	ACEP_ACEP_00013551-RA	LHUM_LH10158-RA	PBAR_PB17129-RA
OG0005533	ACEP_ACEP_00013545-RA	LHUM_LH10927-RA	PBAR_PB17124-RA
OG0005534	ACEP_ACEP_00013541-RA	LHUM_LH10933-RA	PBAR_PB17117-RA
OG0005535	ACEP_ACEP_00013540-RA	LHUM_LH10928-RA	PBAR_PB17107-RA
OG0005536	ACEP_ACEP_00013544-RA	LHUM_LH10934-RA	PBAR_PB17125-RA
OG0005537	ACEP_ACEP_00013539-RA	LHUM_LH10936-RA	PBAR_PB17118-RA
OG0005538	ACEP_ACEP_00013543-RA	LHUM_LH10938-RA	PBAR_PB17122-RA
OG0005539	ACEP_ACEP_00013530-RA	LHUM_LH10930-RA	PBAR_PB17109-RA
OG0005540	ACEP_ACEP_00013522-RA	LHUM_LH20534-RA	PBAR_PB17096-RA
OG0005541	ACEP_ACEP_00013533-RA	LHUM_LH10931-RA	PBAR_PB17106-RA
OG0005542	ACEP_ACEP_00013528-RA	LHUM_LH20533-RA	PBAR_PB17123-RA
OG0005543	ACEP_ACEP_00013532-RA	LHUM_LH10926-RA	PBAR_PB17105-RA
OG0005544	ACEP_ACEP_00013531-RA	LHUM_LH10932-RA	PBAR_PB17114-RA
OG0005545	ACEP_ACEP_00013521-RA	LHUM_LH23380-RA	PBAR_Pbar_s6k-RA
OG0005546	ACEP_ACEP_00013534-RA	LHUM_LH10935-RA	PBAR_PB17115-RA
OG0005547	ACEP_ACEP_00013536-RA	LHUM_LH10937-RA	PBAR_PB17116-RA
OG0005548	ACEP_ACEP_00013535-RA	LHUM_LH10929-RA	PBAR_PB17108-RA
OG0005549	ACEP_ACEP_00013517-RA	LHUM_LH23376-RA	PBAR_PB17102-RA
OG0005550	ACEP_ACEP_00013515-RA	LHUM_LH23377-RA	PBAR_PB17101-RA
OG0005551	ACEP_ACEP_00013518-RA	LHUM_LH23369-RA	PBAR_PB17752-RA
OG0005552	ACEP_ACEP_00013520-RA	LHUM_LH23374-RA	PBAR_PB17100-RA
OG0005553	ACEP_ACEP_00013511-RA	LHUM_LH23373-RA	PBAR_PB11904-RA
OG0005554	ACEP_ACEP_00013502-RA	LHUM_LH25142-RA	PBAR_PB22311-RA
OG0005555	ACEP_ACEP_00013507-RA	LHUM_LH23351-RA	PBAR_PB11910-RA
OG0005556	ACEP_ACEP_00013503-RA	LHUM_LH25140-RA	PBAR_PB22315-RA
OG0005557	ACEP_ACEP_00013512-RA	LHUM_LH23375-RA	PBAR_PB11901-RA
OG0005558	ACEP_ACEP_00016514-RA	LHUM_LH22607-RA	PBAR_PB18270-RA
OG0005559	ACEP_ACEP_00016383-RA	LHUM_LH24407-RA	PBAR_PB15864-RA
OG0005560	ACEP_ACEP_00016548-RA	LHUM_LH11339-RA	PBAR_PB13332-RA
OG0005561	ACEP_ACEP_00016319-RA	LHUM_LH13789-RA	PBAR_PB24811-RA
OG0005562	ACEP_ACEP_00016408-RA	LHUM_LH16219-RA	PBAR_PB25610-RA
OG0005563	ACEP_ACEP_00016645-RA	LHUM_LH14158-RA	PBAR_PB24533-RA
OG0005564	ACEP_ACEP_00016691-RA	LHUM_LH22202-RA	PBAR_PB11130-RA
OG0005565	ACEP_ACEP_00016890-RA	LHUM_LH25182-RA	PBAR_PB12562-RA
OG0005566	ACEP_ACEP_00016440-RA	LHUM_LH18999-RA	PBAR_PB24291-RA
OG0005567	ACEP_ACEP_00016596-RA	LHUM_LH19974-RA	PBAR_PB12176-RA
OG0005568	ACEP_ACEP_00016444-RA	LHUM_LH20762-RA	PBAR_PB12296-RA
OG0005569	ACEP_ACEP_00003195-RA	LHUM_LH23127-RA	PBAR_PB22457-RA
OG0005570	ACEP_ACEP_00003194-RA	LHUM_LH23124-RA	PBAR_PB22453-RA
OG0005571	ACEP_ACEP_00003193-RA	LHUM_LH23126-RA	PBAR_PB22451-RA
OG0005572	ACEP_ACEP_00017138-RA	LHUM_LH25698-RA	PBAR_PB26980-RA
OG0005573	ACEP_ACEP_00003189-RA	LHUM_LH23115-RA	PBAR_PB22467-RA
OG0005574	ACEP_ACEP_00003181-RA	LHUM_LH10678-RA	PBAR_PB22466-RA
OG0005575	ACEP_ACEP_00003182-RA, ACEP_ACEP_00003186-RA, ACEP_ACEP_00016678-RA		
OG0005576	ACEP_ACEP_00003170-RA	LHUM_LH10679-RA	PBAR_PB20708-RA
OG0005577	ACEP_ACEP_00003171-RA	LHUM_LH10697-RA	PBAR_PB20711-RA
OG0005578	ACEP_ACEP_00003174-RA	LHUM_LH10689-RA	PBAR_PB22459-RA
OG0005579	ACEP_ACEP_00003175-RA	LHUM_LH10677-RA	PBAR_PB22465-RA
OG0005580	ACEP_ACEP_00003172-RA	LHUM_LH10687-RA	PBAR_Pbar_RpL4-1
OG0005581	ACEP_ACEP_00003180-RA	LHUM_LH10695-RA	PBAR_PB22461-RA
OG0005582	ACEP_ACEP_00003167-RA	LHUM_LH10694-RA	PBAR_PB22460-RA
OG0005583	ACEP_ACEP_00003165-RA	LHUM_LH10674-RA	PBAR_PB22479-RA
OG0005584	ACEP_ACEP_00003168-RA	LHUM_LH10688-RA	PBAR_PB20718-RA
OG0005585	ACEP_ACEP_00003163-RA	LHUM_LH10675-RA	PBAR_PB22478-RA
OG0005586	ACEP_ACEP_00003166-RA	LHUM_LH10696-RA	PBAR_PB22477-RA
OG0005587	ACEP_ACEP_00003159-RA	LHUM_LH10672-RA	PBAR_PB22474-RA
OG0005588	ACEP_ACEP_00003149-RA, ACEP_ACEP_00003155-RA, ACEP_ACEP_00018221-RA		
OG0005589	ACEP_ACEP_00003146-RA	LHUM_LH10670-RA	PBAR_PB22484-RA
OG0005590	ACEP_ACEP_00003138-RA	LHUM_LH18975-RA	PBAR_PB22480-RA
OG0005591	ACEP_ACEP_00003143-RA	LHUM_LH18985-RA	PBAR_PB22476-RA
OG0005592	ACEP_ACEP_00003139-RA	LHUM_LH18984-RA	PBAR_PB22473-RA
OG0005593	ACEP_ACEP_00003144-RA	LHUM_LH18053-RA	PBAR_PB22481-RA
OG0005594	ACEP_ACEP_00003145-RA	LHUM_LH18051-RA	PBAR_PB22472-RA
OG0005595	ACEP_ACEP_00003134-RA	LHUM_LH14959-RA	PBAR_PB12962-RA
OG0005596	ACEP_ACEP_00003128-RA	LHUM_LH14970-RA	PBAR_PB19248-RA
OG0005597	ACEP_ACEP_00003132-RA	LHUM_LH14971-RA	PBAR_PB19244-RA
OG0005598	ACEP_ACEP_00003129-RA	LHUM_LH14974-RA	PBAR_PB19250-RA
OG0005599	ACEP_ACEP_00003131-RA	LHUM_LH14975-RA	PBAR_PB19251-RA
OG0005600	ACEP_ACEP_00003125-RA	LHUM_LH14969-RA	PBAR_PB19246-RA
OG0005601	ACEP_ACEP_00003130-RA	LHUM_LH14968-RA	PBAR_PB19249-RA
OG0005602	ACEP_ACEP_00003133-RA	LHUM_LH14972-RA	PBAR_PB19247-RA
OG0005603	ACEP_ACEP_00003120-RA	LHUM_LH15012-RA	PBAR_PB19256-RA
OG0005604	ACEP_ACEP_00003119-RA	LHUM_LH15006-RA	PBAR_PB19263-RA
OG0005605	ACEP_ACEP_00003121-RA	LHUM_LH15007-RA	PBAR_PB19264-RA
OG0005606	ACEP_ACEP_00003122-RA	LHUM_LH18751-RA	PBAR_pbar_RpL36-1
OG0005607	ACEP_ACEP_00003124-RA	LHUM_LH14977-RA	PBAR_PB19254-RA
OG0005608	ACEP_ACEP_00003104-RA	LHUM_LH15004-RA	PBAR_PB19257-RA
