Orthogroup	acep_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0005332	ACEP_ACEP_00007409-RA	PBAR_PB24412-RA
OG0005333	ACEP_ACEP_00007415-RA	PBAR_PB24379-RA
OG0005334	ACEP_ACEP_00007419-RA	PBAR_PB24392-RA
OG0005335	ACEP_ACEP_00007412-RA	PBAR_PB24403-RA
OG0005336	ACEP_ACEP_00007420-RA	PBAR_PB24384-RA
OG0005337	ACEP_ACEP_00007416-RA	PBAR_PB24383-RA
OG0005338	ACEP_ACEP_00007408-RA	PBAR_PB24399-RA
OG0005339	ACEP_ACEP_00007414-RA	PBAR_PB24386-RA
OG0005340	ACEP_ACEP_00007413-RA	PBAR_PB24409-RA
OG0005341	ACEP_ACEP_00007418-RA	PBAR_PB24382-RA
OG0005342	ACEP_ACEP_00007423-RA	PBAR_PB24389-RA
OG0005343	ACEP_ACEP_00007422-RA	PBAR_PB24388-RA
OG0005344	ACEP_ACEP_00007401-RA	PBAR_PB24404-RA
OG0005345	ACEP_ACEP_00007400-RA	PBAR_PB24411-RA
OG0005346	ACEP_ACEP_00007397-RA	PBAR_PB19879-RA
OG0005347	ACEP_ACEP_00007402-RA	PBAR_PB24408-RA
OG0005348	ACEP_ACEP_00007399-RA	PBAR_PB24401-RA
OG0005349	ACEP_ACEP_00007406-RA	PBAR_PB24402-RA
OG0005350	ACEP_ACEP_00007405-RA	PBAR_PB24413-RA
OG0005351	ACEP_ACEP_00007394-RA	PBAR_PB24420-RA
OG0005352	ACEP_ACEP_00007393-RA	PBAR_PB24416-RA
OG0005353	ACEP_ACEP_00007395-RA	PBAR_PB24417-RA
OG0005354	ACEP_ACEP_00007390-RA	PBAR_PB24423-RA
OG0005355	ACEP_ACEP_00007387-RA	PBAR_PB24429-RA
OG0005356	ACEP_ACEP_00007379-RA	PBAR_PB24438-RB
OG0005357	ACEP_ACEP_00007377-RA	PBAR_PB24435-RA
OG0005358	ACEP_ACEP_00007376-RA	PBAR_PB24434-RA
OG0005359	ACEP_ACEP_00007382-RA	PBAR_PB24433-RA
OG0005360	ACEP_ACEP_00007380-RA	PBAR_PB24436-RA
OG0005361	ACEP_ACEP_00007375-RA	PBAR_PB24443-RA
OG0005362	ACEP_ACEP_00007373-RA	PBAR_PB24449-RA
OG0005363	ACEP_ACEP_00007378-RA	PBAR_PB24437-RA
OG0005364	ACEP_ACEP_00007374-RA	PBAR_PB24442-RA
OG0005365	ACEP_ACEP_00007369-RA	PBAR_PB24447-RA
OG0005366	ACEP_ACEP_00007381-RA	PBAR_pbar_RpS25-1
OG0005367	ACEP_ACEP_00007383-RA	PBAR_PB24430-RA
OG0005368	ACEP_ACEP_00007370-RA	PBAR_PB24440-RA
OG0005369	ACEP_ACEP_00007384-RA	PBAR_PB24427-RA
OG0005370	ACEP_ACEP_00007366-RA	PBAR_PB24441-RA
OG0005371	ACEP_ACEP_00007363-RA	PBAR_PB24446-RA
OG0005372	ACEP_ACEP_00007360-RA	PBAR_PB24445-RA
OG0005373	ACEP_ACEP_00007367-RA	PBAR_PB24451-RA
OG0005374	ACEP_ACEP_00007368-RA	PBAR_PB24444-RA
OG0005375	ACEP_ACEP_00007352-RA	PBAR_PB24458-RA
OG0005376	ACEP_ACEP_00007349-RA	PBAR_PB24462-RA
OG0005377	ACEP_ACEP_00007345-RA	PBAR_PB24466-RA
OG0005378	ACEP_ACEP_00017344-RA	PBAR_PB27077-RA
OG0005379	ACEP_ACEP_00007347-RA	PBAR_PB24460-RA
OG0005380	ACEP_ACEP_00007346-RA	PBAR_PB24467-RA
OG0005381	ACEP_ACEP_00007348-RA	PBAR_PB24461-RA
OG0005382	ACEP_ACEP_00007337-RA	PBAR_PB24463-RA
OG0005383	ACEP_ACEP_00011233-RA	PBAR_PB21181-RA
OG0005384	ACEP_ACEP_00011232-RA	PBAR_PB21183-RA
OG0005385	ACEP_ACEP_00011235-RA	PBAR_PB21182-RA
OG0005386	ACEP_ACEP_00011219-RA	PBAR_PB21085-RA
OG0005387	ACEP_ACEP_00011225-RA	PBAR_PB11800-RA
OG0005388	ACEP_ACEP_00011220-RA	PBAR_PB21075-RA
OG0005389	ACEP_ACEP_00011229-RA	PBAR_PB26204-RA
OG0005390	ACEP_ACEP_00011230-RA	PBAR_PB21189-RA
OG0005391	ACEP_ACEP_00011224-RA	PBAR_PB11795-RA
OG0005392	ACEP_ACEP_00011221-RA	PBAR_PB21077-RA
OG0005393	ACEP_ACEP_00011223-RA	PBAR_PB21080-RA
OG0005394	ACEP_ACEP_00011231-RA	PBAR_PB21180-RA
OG0005395	ACEP_ACEP_00011215-RA	PBAR_pbar_Jra-1
OG0005396	ACEP_ACEP_00011211-RA	PBAR_PB21061-RA
OG0005397	ACEP_ACEP_00011214-RA	PBAR_PB21071-RA
OG0005398	ACEP_ACEP_00011205-RA	PBAR_PB21063-RA
OG0005399	ACEP_ACEP_00011206-RA	PBAR_PB21068-RA
OG0005400	ACEP_ACEP_00011207-RA	PBAR_PB21064-RA
OG0005401	ACEP_ACEP_00011209-RA	PBAR_PB21065-RA
OG0005402	ACEP_ACEP_00011201-RA	PBAR_PB21067-RA
OG0005403	ACEP_ACEP_00011202-RA	PBAR_PB21066-RA
OG0005404	ACEP_ACEP_00011204-RA	PBAR_PB21060-RA
OG0005405	ACEP_ACEP_00011203-RA	PBAR_PB21062-RA
OG0005406	ACEP_ACEP_00011199-RA	PBAR_PB21058-RA
OG0005407	ACEP_ACEP_00011198-RA	PBAR_PB21056-RA
OG0005408	ACEP_ACEP_00011194-RA	PBAR_PB21054-RA
OG0005409	ACEP_ACEP_00011195-RA	PBAR_Pbar_Ndufb6_like-1
OG0005410	ACEP_ACEP_00011196-RA	PBAR_PB21055-RA
OG0005411	ACEP_ACEP_00011189-RA	PBAR_PB21039-RA
OG0005412	ACEP_ACEP_00011192-RA	PBAR_PB21052-RA
OG0005413	ACEP_ACEP_00017746-RA	PBAR_PB21045-RA
OG0005414	ACEP_ACEP_00011183-RA	PBAR_PB21036-RA
OG0005415	ACEP_ACEP_00011182-RA	PBAR_PB21029-RA
OG0005416	ACEP_ACEP_00011181-RA	PBAR_PB21034-RA
OG0005417	ACEP_ACEP_00011184-RA	PBAR_PB21030-RA
OG0005418	ACEP_ACEP_00011175-RA	PBAR_Pbar_dally-RA
OG0005419	ACEP_ACEP_00011172-RA	PBAR_PB11093-RA
OG0005420	ACEP_ACEP_00011179-RA	PBAR_PB21110-RA
OG0005421	ACEP_ACEP_00011176-RA	PBAR_PB21116-RA
OG0005422	ACEP_ACEP_00011178-RA	PBAR_PB21119-RA
OG0005423	ACEP_ACEP_00011177-RA	PBAR_PB11192-RA
OG0005424	ACEP_ACEP_00011171-RA	PBAR_PB11096-RA
OG0005425	ACEP_ACEP_00011170-RA	PBAR_PB11094-RA
OG0005426	ACEP_ACEP_00011159-RA	PBAR_PB11087-RA
OG0005427	ACEP_ACEP_00011164-RA	PBAR_PB11095-RA
OG0005428	ACEP_ACEP_00011157-RA	PBAR_PB20995-RA
OG0005429	ACEP_ACEP_00011156-RA	PBAR_PB20989-RA
OG0005430	ACEP_ACEP_00011154-RA	PBAR_PB20992-RA
OG0005431	ACEP_ACEP_00011158-RA	PBAR_PB11086-RA
OG0005432	ACEP_ACEP_00011146-RA	PBAR_PB18695-RA
OG0005433	ACEP_ACEP_00011147-RA	PBAR_PB18693-RA
OG0005434	ACEP_ACEP_00011145-RA	PBAR_PB18689-RA
OG0005435	ACEP_ACEP_00011144-RA	PBAR_PB18691-RA
OG0005436	ACEP_ACEP_00011125-RA	PBAR_PB18696-RA
OG0005437	ACEP_ACEP_00011131-RA	PBAR_PB18688-RB
OG0005438	ACEP_ACEP_00011121-RA	PBAR_PB18700-RA
OG0005439	ACEP_ACEP_00011116-RA	PBAR_PB13889-RA
OG0005440	ACEP_ACEP_00011117-RA	PBAR_PB13888-RA
OG0005441	ACEP_ACEP_00011111-RA	PBAR_PB13890-RA
OG0005442	ACEP_ACEP_00011112-RA	PBAR_PB13887-RA
OG0005443	ACEP_ACEP_00011113-RA	PBAR_PB13891-RA
OG0005444	ACEP_ACEP_00011108-RA	PBAR_PB24169-RA
OG0005445	ACEP_ACEP_00011109-RA	PBAR_PB13896-RA
OG0005446	ACEP_ACEP_00011104-RA	PBAR_CG_02550629
OG0005447	ACEP_ACEP_00011101-RA	PBAR_PB24157-RA
OG0005448	ACEP_ACEP_00011093-RA	PBAR_PB24161-RA
OG0005449	ACEP_ACEP_00011102-RA	PBAR_PB24160-RA
OG0005450	ACEP_ACEP_00011100-RA	PBAR_PB24154-RA
OG0005451	ACEP_ACEP_00011105-RA	PBAR_PB24159-RA
OG0005452	ACEP_ACEP_00011099-RA	PBAR_PB24162-RA
OG0005453	ACEP_ACEP_00011103-RA	PBAR_PB24150-RA
OG0005454	ACEP_ACEP_00011107-RA	PBAR_PB25333-RA, PBAR_PB24167-RA
OG0005455	ACEP_ACEP_00011106-RA	PBAR_PB24166-RA
OG0005456	ACEP_ACEP_00011086-RA	PBAR_PB24133-RA
OG0005457	ACEP_ACEP_00011087-RA	PBAR_PB24135-RA
OG0005458	ACEP_ACEP_00011090-RA	PBAR_PB24153-RA
OG0005459	ACEP_ACEP_00011089-RA	PBAR_PB24137-RA
OG0005460	ACEP_ACEP_00011077-RA	PBAR_PB21420-RA
OG0005461	ACEP_ACEP_00011068-RA	PBAR_PB21425-RA
OG0005462	ACEP_ACEP_00011081-RA	PBAR_PB21424-RA
OG0005463	ACEP_ACEP_00011069-RA	PBAR_PB21430-RA
OG0005464	ACEP_ACEP_00011071-RA	PBAR_PB21412-RA
OG0005465	ACEP_ACEP_00011075-RA	PBAR_PB21434-RA
OG0005466	ACEP_ACEP_00011070-RA	PBAR_PB21423-RA
OG0005467	ACEP_ACEP_00011079-RA	PBAR_PB21428-RA
OG0005468	ACEP_ACEP_00011084-RA	PBAR_pbar_RpL28-1
OG0005469	ACEP_ACEP_00011083-RA	PBAR_PB17790-RA
OG0005470	ACEP_ACEP_00011082-RA	PBAR_PB18082-RA
OG0005471	ACEP_ACEP_00011059-RA	PBAR_PB18345-RA
OG0005473	ACEP_ACEP_00011057-RA	PBAR_PB18354-RA
OG0005474	ACEP_ACEP_00011063-RA	PBAR_PB17787-RA
OG0005475	ACEP_ACEP_00011065-RA	PBAR_PB14617-RA
OG0005476	ACEP_ACEP_00011066-RA	PBAR_PB14612-RA
OG0005477	ACEP_ACEP_00011052-RA	PBAR_PB18352-RA
OG0005478	ACEP_ACEP_00011053-RA	PBAR_PB18355-RA
OG0005479	ACEP_ACEP_00011051-RA	PBAR_PB18359-RA
OG0005480	ACEP_ACEP_00011055-RA	PBAR_PB18338-RA
OG0005481	ACEP_ACEP_00011050-RA	PBAR_PB17778-RA
OG0005482	ACEP_ACEP_00011046-RA	PBAR_PB17002-RA
OG0005483	ACEP_ACEP_00011045-RA	PBAR_PB17055-RA
OG0005484	ACEP_ACEP_00011048-RA	PBAR_PB17762-RA
OG0005485	ACEP_ACEP_00011047-RA	PBAR_PB17758-RA
OG0005486	ACEP_ACEP_00011042-RA	PBAR_PB17050-RA
OG0005487	ACEP_ACEP_00011044-RA	PBAR_Pbar_Atp5b_like-1
OG0005488	ACEP_ACEP_00011049-RA	PBAR_PB17764-RA
OG0005489	ACEP_ACEP_00011032-RA	PBAR_PB17662-RA
OG0005490	ACEP_ACEP_00011036-RA	PBAR_PB11249-RA
OG0005491	ACEP_ACEP_00011033-RA	PBAR_PB17666-RA
OG0005492	ACEP_ACEP_00013634-RA	PBAR_PB13935-RA
OG0005493	ACEP_ACEP_00013612-RA	PBAR_PB21381-RA
OG0005494	ACEP_ACEP_00013617-RA	PBAR_PB18900-RA
OG0005495	ACEP_ACEP_00013618-RA	PBAR_PB18903-RA
OG0005496	ACEP_ACEP_00013615-RA	PBAR_PB21378-RA
OG0005497	ACEP_ACEP_00013621-RA	PBAR_PB23908-RA
OG0005498	ACEP_ACEP_00013620-RA	PBAR_PB23912-RA
OG0005499	ACEP_ACEP_00013607-RA	PBAR_PB21390-RA
OG0005500	ACEP_ACEP_00013610-RA	PBAR_PB21380-RA
OG0005501	ACEP_ACEP_00013608-RA	PBAR_pbar_RpL37A-1
OG0005502	ACEP_ACEP_00013611-RA	PBAR_PB21379-RA
OG0005503	ACEP_ACEP_00013601-RA	PBAR_PB21386-RA
OG0005504	ACEP_ACEP_00013604-RA	PBAR_PB21389-RA
OG0005505	ACEP_ACEP_00013600-RA	PBAR_PB21387-RA
OG0005506	ACEP_ACEP_00013606-RA	PBAR_PB21385-RA
OG0005507	ACEP_ACEP_00013591-RA	PBAR_PB21396-RA
OG0005508	ACEP_ACEP_00013595-RA	PBAR_PB21400-RA
OG0005509	ACEP_ACEP_00013590-RA	PBAR_PB21399-RA
OG0005510	ACEP_ACEP_00013593-RA	PBAR_PB21398-RA
OG0005511	ACEP_ACEP_00013596-RA	PBAR_PB21403-RA
OG0005512	ACEP_ACEP_00013584-RA	PBAR_PB21407-RA
OG0005513	ACEP_ACEP_00013587-RA	PBAR_PB10067-RA
OG0005514	ACEP_ACEP_00013586-RA	PBAR_PB21404-RA
OG0005515	ACEP_ACEP_00013585-RA	PBAR_PB21405-RA
OG0005516	ACEP_ACEP_00013583-RA	PBAR_PB21411-RA
OG0005517	ACEP_ACEP_00013582-RA	PBAR_PB21415-RA
OG0005518	ACEP_ACEP_00013581-RA	PBAR_PB21417-RA
OG0005519	ACEP_ACEP_00013578-RA	PBAR_PB14625-RA
OG0005520	ACEP_ACEP_00013577-RA	PBAR_PB14624-RA
OG0005521	ACEP_ACEP_00013568-RA	PBAR_PB17138-RA
OG0005522	ACEP_ACEP_00013573-RA	PBAR_PB17148-RA
OG0005523	ACEP_ACEP_00013567-RA	PBAR_PB17131-RA
OG0005524	ACEP_ACEP_00013572-RA	PBAR_CG_02546755
OG0005525	ACEP_ACEP_00013575-RA	PBAR_PB17140-RA
OG0005526	ACEP_ACEP_00013570-RA	PBAR_PB17146-RA
OG0005527	ACEP_ACEP_00013565-RA	PBAR_PB17130-RA
OG0005528	ACEP_ACEP_00013562-RA	PBAR_PB17136-RA
OG0005529	ACEP_ACEP_00013553-RA	PBAR_PB17135-RA
OG0005530	ACEP_ACEP_00013550-RA	PBAR_CG_02550536
OG0005531	ACEP_ACEP_00013547-RA	PBAR_PB17127-RA
OG0005532	ACEP_ACEP_00013551-RA	PBAR_PB17129-RA
OG0005533	ACEP_ACEP_00013545-RA	PBAR_PB17124-RA
OG0005534	ACEP_ACEP_00013541-RA	PBAR_PB17117-RA
OG0005535	ACEP_ACEP_00013540-RA	PBAR_PB17107-RA
OG0005536	ACEP_ACEP_00013544-RA	PBAR_PB17125-RA
OG0005537	ACEP_ACEP_00013539-RA	PBAR_PB17118-RA
OG0005538	ACEP_ACEP_00013543-RA	PBAR_PB17122-RA
OG0005539	ACEP_ACEP_00013530-RA	PBAR_PB17109-RA
OG0005540	ACEP_ACEP_00013522-RA	PBAR_PB17096-RA
OG0005541	ACEP_ACEP_00013533-RA	PBAR_PB17106-RA
OG0005542	ACEP_ACEP_00013528-RA	PBAR_PB17123-RA
OG0005543	ACEP_ACEP_00013532-RA	PBAR_PB17105-RA
OG0005544	ACEP_ACEP_00013531-RA	PBAR_PB17114-RA
OG0005545	ACEP_ACEP_00013521-RA	PBAR_Pbar_s6k-RA
OG0005546	ACEP_ACEP_00013534-RA	PBAR_PB17115-RA
OG0005547	ACEP_ACEP_00013536-RA	PBAR_PB17116-RA
OG0005548	ACEP_ACEP_00013535-RA	PBAR_PB17108-RA
OG0005549	ACEP_ACEP_00013517-RA	PBAR_PB17102-RA
OG0005550	ACEP_ACEP_00013515-RA	PBAR_PB17101-RA
OG0005551	ACEP_ACEP_00013518-RA	PBAR_PB17752-RA
OG0005552	ACEP_ACEP_00013520-RA	PBAR_PB17100-RA
OG0005553	ACEP_ACEP_00013511-RA	PBAR_PB11904-RA
OG0005554	ACEP_ACEP_00013502-RA	PBAR_PB22311-RA
OG0005555	ACEP_ACEP_00013507-RA	PBAR_PB11910-RA
OG0005556	ACEP_ACEP_00013503-RA	PBAR_PB22315-RA
OG0005557	ACEP_ACEP_00013512-RA	PBAR_PB11901-RA
OG0005558	ACEP_ACEP_00016514-RA	PBAR_PB18270-RA
OG0005559	ACEP_ACEP_00016383-RA	PBAR_PB15864-RA
OG0005560	ACEP_ACEP_00016548-RA	PBAR_PB13332-RA
OG0005561	ACEP_ACEP_00016319-RA	PBAR_PB24811-RA
OG0005562	ACEP_ACEP_00016408-RA	PBAR_PB25610-RA
OG0005563	ACEP_ACEP_00016645-RA	PBAR_PB24533-RA
OG0005564	ACEP_ACEP_00016691-RA	PBAR_PB11130-RA
OG0005565	ACEP_ACEP_00016890-RA	PBAR_PB12562-RA
OG0005566	ACEP_ACEP_00016440-RA	PBAR_PB24291-RA
OG0005567	ACEP_ACEP_00016596-RA	PBAR_PB12176-RA
OG0005568	ACEP_ACEP_00016444-RA	PBAR_PB12296-RA
OG0005569	ACEP_ACEP_00003195-RA	PBAR_PB22457-RA
OG0005570	ACEP_ACEP_00003194-RA	PBAR_PB22453-RA
OG0005571	ACEP_ACEP_00003193-RA	PBAR_PB22451-RA
OG0005572	ACEP_ACEP_00017138-RA	PBAR_PB26980-RA
OG0005573	ACEP_ACEP_00003189-RA	PBAR_PB22467-RA
OG0005574	ACEP_ACEP_00003181-RA	PBAR_PB22466-RA
OG0005576	ACEP_ACEP_00003170-RA	PBAR_PB20708-RA
OG0005577	ACEP_ACEP_00003171-RA	PBAR_PB20711-RA
OG0005578	ACEP_ACEP_00003174-RA	PBAR_PB22459-RA
OG0005579	ACEP_ACEP_00003175-RA	PBAR_PB22465-RA
OG0005580	ACEP_ACEP_00003172-RA	PBAR_Pbar_RpL4-1
OG0005581	ACEP_ACEP_00003180-RA	PBAR_PB22461-RA
OG0005582	ACEP_ACEP_00003167-RA	PBAR_PB22460-RA
OG0005583	ACEP_ACEP_00003165-RA	PBAR_PB22479-RA
OG0005584	ACEP_ACEP_00003168-RA	PBAR_PB20718-RA
OG0005585	ACEP_ACEP_00003163-RA	PBAR_PB22478-RA
OG0005586	ACEP_ACEP_00003166-RA	PBAR_PB22477-RA
OG0005587	ACEP_ACEP_00003159-RA	PBAR_PB22474-RA
OG0005589	ACEP_ACEP_00003146-RA	PBAR_PB22484-RA
OG0005590	ACEP_ACEP_00003138-RA	PBAR_PB22480-RA
OG0005591	ACEP_ACEP_00003143-RA	PBAR_PB22476-RA
OG0005592	ACEP_ACEP_00003139-RA	PBAR_PB22473-RA
OG0005593	ACEP_ACEP_00003144-RA	PBAR_PB22481-RA
OG0005594	ACEP_ACEP_00003145-RA	PBAR_PB22472-RA
OG0005595	ACEP_ACEP_00003134-RA	PBAR_PB12962-RA
OG0005596	ACEP_ACEP_00003128-RA	PBAR_PB19248-RA
OG0005597	ACEP_ACEP_00003132-RA	PBAR_PB19244-RA
OG0005598	ACEP_ACEP_00003129-RA	PBAR_PB19250-RA
OG0005599	ACEP_ACEP_00003131-RA	PBAR_PB19251-RA
OG0005600	ACEP_ACEP_00003125-RA	PBAR_PB19246-RA
OG0005601	ACEP_ACEP_00003130-RA	PBAR_PB19249-RA
OG0005602	ACEP_ACEP_00003133-RA	PBAR_PB19247-RA
OG0005603	ACEP_ACEP_00003120-RA	PBAR_PB19256-RA
OG0005604	ACEP_ACEP_00003119-RA	PBAR_PB19263-RA
OG0005605	ACEP_ACEP_00003121-RA	PBAR_PB19264-RA
OG0005606	ACEP_ACEP_00003122-RA	PBAR_pbar_RpL36-1
OG0005607	ACEP_ACEP_00003124-RA	PBAR_PB19254-RA
OG0005608	ACEP_ACEP_00003104-RA	PBAR_PB19257-RA
OG0005609	ACEP_ACEP_00003109-RA	PBAR_PB19267-RA
OG0005610	ACEP_ACEP_00003111-RA	PBAR_PB19260-RA
OG0005611	ACEP_ACEP_00003105-RA	PBAR_PB19265-RA
OG0005612	ACEP_ACEP_00003113-RA	PBAR_PB19258-RB
OG0005613	ACEP_ACEP_00003110-RA	PBAR_PB19266-RA
OG0005614	ACEP_ACEP_00003116-RA	PBAR_CG_02546870
OG0005615	ACEP_ACEP_00003101-RA	PBAR_PB19278-RA
OG0005616	ACEP_ACEP_00003095-RA	PBAR_PB14042-RA
OG0005617	ACEP_ACEP_00003089-RA	PBAR_PB14035-RA
OG0005618	ACEP_ACEP_00003087-RA	PBAR_PB14038-RA
OG0005619	ACEP_ACEP_00003086-RA	PBAR_PB14032-RA
OG0005620	ACEP_ACEP_00003091-RA	PBAR_PB14037-RA, PBAR_PB20081-RA
OG0005621	ACEP_ACEP_00003085-RA	PBAR_PB14031-RA
OG0005622	ACEP_ACEP_00003071-RA	PBAR_PB14005-RA
OG0005623	ACEP_ACEP_00003076-RA	PBAR_PB14023-RA
OG0005624	ACEP_ACEP_00003073-RA	PBAR_PB14028-RA
OG0005625	ACEP_ACEP_00003072-RA	PBAR_PB14015-RA
OG0005626	ACEP_ACEP_00003077-RA	PBAR_PB14029-RA
OG0005627	ACEP_ACEP_00003078-RA	PBAR_PB14027-RA
OG0005628	ACEP_ACEP_00003065-RA	PBAR_PB11519-RA
OG0005629	ACEP_ACEP_00003063-RA	PBAR_PB11522-RA
OG0005630	ACEP_ACEP_00003066-RA	PBAR_PB11518-RA
OG0005631	ACEP_ACEP_00003070-RA	PBAR_PB11517-RA
OG0005632	ACEP_ACEP_00003068-RA	PBAR_PB11523-RA
OG0005633	ACEP_ACEP_00003069-RA	PBAR_PB11520-RA
OG0005634	ACEP_ACEP_00003062-RA	PBAR_PB11525-RA
OG0005635	ACEP_ACEP_00003061-RA	PBAR_PB11526-RA
OG0005636	ACEP_ACEP_00003060-RA	PBAR_PB11527-RA
OG0005637	ACEP_ACEP_00003058-RA	PBAR_PB11529-RA
OG0005638	ACEP_ACEP_00017141-RA	PBAR_PB11532-RA
OG0005639	ACEP_ACEP_00003042-RA	PBAR_PB11535-RA
OG0005640	ACEP_ACEP_00003044-RA	PBAR_PB11537-RA
OG0005641	ACEP_ACEP_00003045-RA	PBAR_PB11539-RA
OG0005642	ACEP_ACEP_00017143-RA, ACEP_ACEP_00003048-RA	PBAR_PB26318-RA
OG0005643	ACEP_ACEP_00003046-RA	PBAR_PB11536-RA
OG0005644	ACEP_ACEP_00003040-RA	PBAR_PB11541-RA
OG0005645	ACEP_ACEP_00003041-RA	PBAR_PB11540-RA
OG0005646	ACEP_ACEP_00003039-RA	PBAR_PB11547-RA
OG0005647	ACEP_ACEP_00003022-RA	PBAR_PB11561-RA
OG0005648	ACEP_ACEP_00003018-RA	PBAR_PB11552-RA
OG0005649	ACEP_ACEP_00003014-RA	PBAR_PB11565-RA
OG0005650	ACEP_ACEP_00003015-RA	PBAR_PB11566-RA
OG0005651	ACEP_ACEP_00003013-RA	PBAR_PB11569-RA
OG0005652	ACEP_ACEP_00003007-RA	PBAR_PB11578-RA
OG0005653	ACEP_ACEP_00003008-RA	PBAR_PB11568-RA
OG0005654	ACEP_ACEP_00003009-RA	PBAR_PB11573-RA
OG0005655	ACEP_ACEP_00002999-RA	PBAR_PB11582-RA
OG0005656	ACEP_ACEP_00002996-RA	PBAR_PB19236-RA
OG0005657	ACEP_ACEP_00002998-RA	PBAR_PB19235-RA
OG0005658	ACEP_ACEP_00002994-RA	PBAR_PB19234-RA
OG0005659	ACEP_ACEP_00002991-RA	PBAR_PB19240-RA
OG0005660	ACEP_ACEP_00003001-RA	PBAR_PB11583-RA
OG0005661	ACEP_ACEP_00003000-RA	PBAR_PB11581-RA
OG0005662	ACEP_ACEP_00002986-RA	PBAR_PB19238-RA
OG0005663	ACEP_ACEP_00002987-RA	PBAR_PB19237-RA
OG0005664	ACEP_ACEP_00002990-RA	PBAR_PB19239-RA
OG0005665	ACEP_ACEP_00002989-RA	PBAR_PB19233-RA
OG0005666	ACEP_ACEP_00002983-RA	PBAR_PB19230-RA
OG0005667	ACEP_ACEP_00002979-RA	PBAR_PB25201-RA
OG0005668	ACEP_ACEP_00002969-RA	PBAR_PB19447-RA
OG0005669	ACEP_ACEP_00002968-RA	PBAR_PB11779-RA
OG0005670	ACEP_ACEP_00002963-RA	PBAR_PB11776-RA
OG0005671	ACEP_ACEP_00002970-RA	PBAR_PB11772-RA
OG0005672	ACEP_ACEP_00002965-RA	PBAR_PB11774-RA
OG0005673	ACEP_ACEP_00002966-RA	PBAR_PB11775-RA
OG0005674	ACEP_ACEP_00002959-RA	PBAR_PB19514-RA
OG0005675	ACEP_ACEP_00002960-RA	PBAR_PB19510-RA
OG0005676	ACEP_ACEP_00002956-RA	PBAR_pbar_LIMK1_like-1
OG0005677	ACEP_ACEP_00002962-RA	PBAR_PB11783-RA
OG0005678	ACEP_ACEP_00002952-RA	PBAR_PB19528-RA
OG0005679	ACEP_ACEP_04566880-RA	PBAR_CG_02550846
OG0005680	ACEP_ACEP_00002954-RA	PBAR_PB19526-RA
OG0005681	ACEP_ACEP_00002953-RA	PBAR_PB19531-RA
OG0005682	ACEP_ACEP_00002947-RA	PBAR_PB19530-RA
OG0005683	ACEP_ACEP_00002936-RA	PBAR_PB19548-RA
OG0005684	ACEP_ACEP_00002942-RA	PBAR_PB19533-RA
OG0005685	ACEP_ACEP_00002934-RA	PBAR_PB19542-RA
OG0005686	ACEP_ACEP_00002941-RA	PBAR_PB19539-RA
OG0005687	ACEP_ACEP_00002944-RA	PBAR_PB19535-RA
OG0005688	ACEP_ACEP_00002937-RA	PBAR_PB19534-RA
OG0005689	ACEP_ACEP_00002938-RA	PBAR_PB19540-RA
OG0005690	ACEP_ACEP_00002939-RA	PBAR_PB19537-RA
OG0005691	ACEP_ACEP_00002943-RA	PBAR_PB19538-RA
OG0005692	ACEP_ACEP_00002928-RA	PBAR_PB19544-RA
OG0005693	ACEP_ACEP_00002930-RA	PBAR_PB19545-RA
OG0005694	ACEP_ACEP_00002929-RA	PBAR_PB19547-RA
OG0005695	ACEP_ACEP_00002927-RA	PBAR_PB19541-RA
OG0005696	ACEP_ACEP_00002924-RA	PBAR_PB19557-RA
OG0005697	ACEP_ACEP_00002926-RA	PBAR_pbar_PPO-1
OG0005698	ACEP_ACEP_00002923-RA	PBAR_PB19559-RA
OG0005699	ACEP_ACEP_00002912-RA	PBAR_PB19554-RA
OG0005700	ACEP_ACEP_00002907-RA	PBAR_PB24011-RA
OG0005701	ACEP_ACEP_00002921-RA	PBAR_PB19550-RA
OG0005702	ACEP_ACEP_00002913-RA	PBAR_PB19556-RA
OG0005703	ACEP_ACEP_00002914-RA	PBAR_PB19551-RA
OG0005704	ACEP_ACEP_00002909-RA	PBAR_PB24010-RA
OG0005705	ACEP_ACEP_00002915-RA	PBAR_PB19560-RA
OG0005706	ACEP_ACEP_00002911-RA	PBAR_PB19564-RA
OG0005707	ACEP_ACEP_00002905-RA	PBAR_PB24009-RA
OG0005708	ACEP_ACEP_00002919-RA	PBAR_PB19561-RA
OG0005709	ACEP_ACEP_00002920-RA	PBAR_PB19555-RA
OG0005710	ACEP_ACEP_00002917-RA	PBAR_PB19553-RA
OG0005711	ACEP_ACEP_00002897-RA	PBAR_PB23996-RA
OG0005712	ACEP_ACEP_00002895-RA	PBAR_PB24007-RA
OG0005713	ACEP_ACEP_00002896-RA	PBAR_PB23997-RA
OG0005714	ACEP_ACEP_00002902-RA	PBAR_PB24008-RA
OG0005715	ACEP_ACEP_00002891-RA	PBAR_PB24004-RA
OG0005716	ACEP_ACEP_00002890-RA	PBAR_PB23994-RA
OG0005717	ACEP_ACEP_00002888-RA	PBAR_PB13118-RA
OG0005718	ACEP_ACEP_00002889-RA	PBAR_PB13120-RA
OG0005719	ACEP_ACEP_00002882-RA	PBAR_PB13110-RA
