Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins
OG0005341	ACEP_ACEP_00007418-RA	LHUM_LH24776-RA
OG0005342	ACEP_ACEP_00007423-RA	LHUM_LH19608-RA
OG0005343	ACEP_ACEP_00007422-RA	LHUM_LH19609-RA
OG0005344	ACEP_ACEP_00007401-RA	LHUM_LH24761-RA
OG0005345	ACEP_ACEP_00007400-RA	LHUM_LH24755-RA
OG0005346	ACEP_ACEP_00007397-RA	LHUM_LH24764-RA
OG0005347	ACEP_ACEP_00007402-RA	LHUM_LH24752-RA
OG0005348	ACEP_ACEP_00007399-RA	LHUM_LH24760-RA
OG0005349	ACEP_ACEP_00007406-RA	LHUM_LH24758-RA
OG0005350	ACEP_ACEP_00007405-RA	LHUM_LH24753-RA
OG0005351	ACEP_ACEP_00007394-RA	LHUM_LH24763-RA
OG0005352	ACEP_ACEP_00007393-RA	LHUM_LH24749-RA
OG0005353	ACEP_ACEP_00007395-RA	LHUM_LH24759-RA
OG0005354	ACEP_ACEP_00007390-RA	LHUM_LH24750-RA
OG0005355	ACEP_ACEP_00007387-RA	LHUM_LH24747-RA
OG0005356	ACEP_ACEP_00007379-RA	LHUM_LH24735-RA
OG0005357	ACEP_ACEP_00007377-RA	LHUM_LH24731-RA
OG0005358	ACEP_ACEP_00007376-RA	LHUM_LH24728-RA
OG0005359	ACEP_ACEP_00007382-RA	LHUM_LH24727-RA
OG0005360	ACEP_ACEP_00007380-RA	LHUM_LH24733-RA
OG0005361	ACEP_ACEP_00007375-RA	LHUM_LH24730-RA
OG0005362	ACEP_ACEP_00007373-RA	LHUM_LH24734-RA
OG0005363	ACEP_ACEP_00007378-RA	LHUM_LH24732-RA
OG0005364	ACEP_ACEP_00007374-RA	LHUM_LH24740-RA
OG0005365	ACEP_ACEP_00007369-RA	LHUM_LH24729-RA
OG0005366	ACEP_ACEP_00007381-RA	LHUM_LH24738-RA
OG0005367	ACEP_ACEP_00007383-RA	LHUM_LH24739-RA
OG0005368	ACEP_ACEP_00007370-RA	LHUM_LH24742-RA
OG0005369	ACEP_ACEP_00007384-RA	LHUM_LH24746-RA
OG0005370	ACEP_ACEP_00007366-RA	LHUM_LH24743-RA
OG0005371	ACEP_ACEP_00007363-RA	LHUM_LH24725-RA
OG0005372	ACEP_ACEP_00007360-RA	LHUM_LH24741-RA
OG0005373	ACEP_ACEP_00007367-RA	LHUM_LH24736-RA
OG0005374	ACEP_ACEP_00007368-RA	LHUM_LH24744-RA
OG0005375	ACEP_ACEP_00007352-RA	LHUM_LH24717-RA
OG0005376	ACEP_ACEP_00007349-RA	LHUM_LH24716-RA
OG0005377	ACEP_ACEP_00007345-RA	LHUM_LH25490-RA
OG0005378	ACEP_ACEP_00017344-RA	LHUM_LH25485-RA
OG0005379	ACEP_ACEP_00007347-RA	LHUM_LH24708-RA
OG0005380	ACEP_ACEP_00007346-RA	LHUM_LH14080-RA
OG0005381	ACEP_ACEP_00007348-RA	LHUM_LH24707-RA
OG0005382	ACEP_ACEP_00007337-RA	LHUM_LH14074-RA
OG0005383	ACEP_ACEP_00011233-RA	LHUM_LH20523-RA
OG0005384	ACEP_ACEP_00011232-RA	LHUM_LH20521-RA
OG0005385	ACEP_ACEP_00011235-RA	LHUM_LH20519-RA
OG0005386	ACEP_ACEP_00011219-RA	LHUM_LH12144-RA
OG0005387	ACEP_ACEP_00011225-RA	LHUM_LH21764-RA
OG0005388	ACEP_ACEP_00011220-RA	LHUM_LH18563-RA
OG0005389	ACEP_ACEP_00011229-RA	LHUM_LH12300-RA
OG0005390	ACEP_ACEP_00011230-RA	LHUM_LH16753-RA
OG0005391	ACEP_ACEP_00011224-RA	LHUM_LH21761-RA
OG0005392	ACEP_ACEP_00011221-RA	LHUM_LH12068-RA
OG0005393	ACEP_ACEP_00011223-RA	LHUM_LH12078-RA
OG0005394	ACEP_ACEP_00011231-RA	LHUM_LH20522-RA
OG0005395	ACEP_ACEP_00011215-RA	LHUM_LH17191-RA
OG0005396	ACEP_ACEP_00011211-RA	LHUM_LH17203-RA
OG0005397	ACEP_ACEP_00011214-RA	LHUM_LH17202-RA
OG0005398	ACEP_ACEP_00011205-RA	LHUM_LH17213-RA
OG0005399	ACEP_ACEP_00011206-RA	LHUM_LH17207-RA
OG0005400	ACEP_ACEP_00011207-RA	LHUM_LH17204-RA
OG0005401	ACEP_ACEP_00011209-RA	LHUM_LH17200-RA
OG0005402	ACEP_ACEP_00011201-RA	LHUM_LH17208-RA
OG0005403	ACEP_ACEP_00011202-RA	LHUM_LH17206-RA
OG0005404	ACEP_ACEP_00011204-RA	LHUM_LH17212-RA
OG0005405	ACEP_ACEP_00011203-RA	LHUM_LH17211-RA
OG0005406	ACEP_ACEP_00011199-RA	LHUM_LH17217-RA
OG0005407	ACEP_ACEP_00011198-RA	LHUM_LH17215-RA
OG0005408	ACEP_ACEP_00011194-RA	LHUM_LH17219-RA
OG0005409	ACEP_ACEP_00011195-RA	LHUM_LH17218-RA
OG0005410	ACEP_ACEP_00011196-RA	LHUM_LH17216-RA
OG0005411	ACEP_ACEP_00011189-RA	LHUM_LH17220-RA
OG0005412	ACEP_ACEP_00011192-RA	LHUM_LH17221-RA
OG0005413	ACEP_ACEP_00017746-RA	LHUM_LH25643-RA
OG0005414	ACEP_ACEP_00011183-RA	LHUM_LH17223-RA
OG0005415	ACEP_ACEP_00011182-RA	LHUM_LH17234-RA
OG0005416	ACEP_ACEP_00011181-RA	LHUM_LH12092-RA
OG0005417	ACEP_ACEP_00011184-RA	LHUM_LH17233-RA
OG0005418	ACEP_ACEP_00011175-RA	LHUM_Lhum_dally-RA
OG0005419	ACEP_ACEP_00011172-RA	LHUM_LH17247-RA
OG0005420	ACEP_ACEP_00011179-RA	LHUM_LH17251-RA
OG0005421	ACEP_ACEP_00011176-RA	LHUM_LH17250-RA
OG0005422	ACEP_ACEP_00011178-RA	LHUM_LH17245-RA
OG0005423	ACEP_ACEP_00011177-RA	LHUM_LH10908-RA
OG0005424	ACEP_ACEP_00011171-RA	LHUM_LH12164-RA
OG0005425	ACEP_ACEP_00011170-RA	LHUM_LH12149-RA
OG0005426	ACEP_ACEP_00011159-RA	LHUM_LH17261-RA
OG0005427	ACEP_ACEP_00011164-RA	LHUM_LH17264-RA
OG0005428	ACEP_ACEP_00011157-RA	LHUM_LH17258-RA
OG0005429	ACEP_ACEP_00011156-RA	LHUM_LH17265-RA
OG0005430	ACEP_ACEP_00011154-RA	LHUM_LH17259-RA
OG0005431	ACEP_ACEP_00011158-RA	LHUM_LH17262-RA
OG0005432	ACEP_ACEP_00011146-RA	LHUM_LH18524-RA
OG0005433	ACEP_ACEP_00011147-RA	LHUM_LH18518-RA
OG0005434	ACEP_ACEP_00011145-RA	LHUM_LH18523-RA
OG0005435	ACEP_ACEP_00011144-RA	LHUM_LH18521-RA
OG0005436	ACEP_ACEP_00011125-RA	LHUM_LH18517-RA
OG0005437	ACEP_ACEP_00011131-RA	LHUM_LH18522-RA
OG0005438	ACEP_ACEP_00011121-RA	LHUM_LH18512-RA
OG0005439	ACEP_ACEP_00011116-RA	LHUM_LH18503-RA
OG0005440	ACEP_ACEP_00011117-RA	LHUM_LH18509-RA
OG0005441	ACEP_ACEP_00011111-RA	LHUM_LH18501-RA
OG0005442	ACEP_ACEP_00011112-RA	LHUM_LH18505-RA
OG0005443	ACEP_ACEP_00011113-RA	LHUM_LH18502-RA
OG0005444	ACEP_ACEP_00011108-RA	LHUM_LH18498-RA
OG0005445	ACEP_ACEP_00011109-RA	LHUM_LH18504-RA
OG0005446	ACEP_ACEP_00011104-RA	LHUM_LH18493-RA
OG0005447	ACEP_ACEP_00011101-RA	LHUM_LH18488-RA
OG0005448	ACEP_ACEP_00011093-RA	LHUM_LH18479-RA
OG0005449	ACEP_ACEP_00011102-RA	LHUM_LH18491-RA
OG0005450	ACEP_ACEP_00011100-RA	LHUM_LH18472-RA
OG0005451	ACEP_ACEP_00011105-RA	LHUM_LH18497-RA
OG0005452	ACEP_ACEP_00011099-RA	LHUM_LH18485-RA
OG0005453	ACEP_ACEP_00011103-RA	LHUM_LH18500-RA
OG0005455	ACEP_ACEP_00011106-RA	LHUM_LH18494-RA
OG0005456	ACEP_ACEP_00011086-RA	LHUM_LH23108-RA
OG0005457	ACEP_ACEP_00011087-RA	LHUM_LH23099-RA
OG0005458	ACEP_ACEP_00011090-RA	LHUM_LH18484-RA
OG0005459	ACEP_ACEP_00011089-RA	LHUM_LH23101-RA
OG0005460	ACEP_ACEP_00011077-RA	LHUM_LH18476-RA
OG0005461	ACEP_ACEP_00011068-RA	LHUM_LH18489-RA
OG0005462	ACEP_ACEP_00011081-RA	LHUM_LH18477-RA
OG0005463	ACEP_ACEP_00011069-RA	LHUM_LH18473-RA
OG0005464	ACEP_ACEP_00011071-RA	LHUM_LH23100-RA
OG0005465	ACEP_ACEP_00011075-RA	LHUM_LH18481-RA
OG0005466	ACEP_ACEP_00011070-RA	LHUM_LH18475-RA
OG0005467	ACEP_ACEP_00011079-RA	LHUM_LH18483-RA
OG0005468	ACEP_ACEP_00011084-RA	LHUM_LH20143-RA
OG0005469	ACEP_ACEP_00011083-RA	LHUM_LH20145-RA
OG0005470	ACEP_ACEP_00011082-RA	LHUM_LH18486-RA
OG0005471	ACEP_ACEP_00011059-RA	LHUM_LH11466-RA
OG0005472	ACEP_ACEP_00006516-RA, ACEP_ACEP_00011060-RA	LHUM_LH14890-RA
OG0005473	ACEP_ACEP_00011057-RA	LHUM_LH19184-RA
OG0005474	ACEP_ACEP_00011063-RA	LHUM_LH23083-RA
OG0005475	ACEP_ACEP_00011065-RA	LHUM_LH23102-RA
OG0005476	ACEP_ACEP_00011066-RA	LHUM_LH23109-RA
OG0005477	ACEP_ACEP_00011052-RA	LHUM_LH19182-RA
OG0005478	ACEP_ACEP_00011053-RA	LHUM_LH19183-RA
OG0005479	ACEP_ACEP_00011051-RA	LHUM_LH19190-RA
OG0005480	ACEP_ACEP_00011055-RA	LHUM_LH19185-RA
OG0005481	ACEP_ACEP_00011050-RA	LHUM_LH12452-RA
OG0005482	ACEP_ACEP_00011046-RA	LHUM_LH16191-RA
OG0005483	ACEP_ACEP_00011045-RA	LHUM_LH13279-RA
OG0005484	ACEP_ACEP_00011048-RA	LHUM_LH20378-RA
OG0005485	ACEP_ACEP_00011047-RA	LHUM_LH20393-RA
OG0005486	ACEP_ACEP_00011042-RA	LHUM_LH11640-RA
OG0005487	ACEP_ACEP_00011044-RA	LHUM_LH13280-RA
OG0005488	ACEP_ACEP_00011049-RA	LHUM_LH20377-RA
OG0005489	ACEP_ACEP_00011032-RA	LHUM_LH16787-RA
OG0005490	ACEP_ACEP_00011036-RA	LHUM_LH12274-RA
OG0005491	ACEP_ACEP_00011033-RA	LHUM_LH16772-RA
OG0005492	ACEP_ACEP_00013634-RA	LHUM_LH21652-RA
OG0005493	ACEP_ACEP_00013612-RA	LHUM_LH12504-RA
OG0005494	ACEP_ACEP_00013617-RA	LHUM_LH12495-RA
OG0005495	ACEP_ACEP_00013618-RA	LHUM_LH12501-RA
OG0005496	ACEP_ACEP_00013615-RA	LHUM_LH25390-RA
OG0005497	ACEP_ACEP_00013621-RA	LHUM_LH12490-RA
OG0005498	ACEP_ACEP_00013620-RA	LHUM_LH12505-RA
OG0005499	ACEP_ACEP_00013607-RA	LHUM_LH12541-RA
OG0005500	ACEP_ACEP_00013610-RA	LHUM_LH12502-RA
OG0005501	ACEP_ACEP_00013608-RA	LHUM_LH12507-RA
OG0005502	ACEP_ACEP_00013611-RA	LHUM_LH12503-RA
OG0005503	ACEP_ACEP_00013601-RA	LHUM_LH12535-RA
OG0005504	ACEP_ACEP_00013604-RA	LHUM_LH12537-RA
OG0005505	ACEP_ACEP_00013600-RA	LHUM_LH12536-RA
OG0005506	ACEP_ACEP_00013606-RA	LHUM_LH12534-RA
OG0005507	ACEP_ACEP_00013591-RA	LHUM_LH12530-RA
OG0005508	ACEP_ACEP_00013595-RA	LHUM_LH12526-RA
OG0005509	ACEP_ACEP_00013590-RA	LHUM_LH12528-RA
OG0005510	ACEP_ACEP_00013593-RA	LHUM_LH12527-RA
OG0005511	ACEP_ACEP_00013596-RA	LHUM_LH12539-RA
OG0005512	ACEP_ACEP_00013584-RA	LHUM_LH11412-RA
OG0005513	ACEP_ACEP_00013587-RA	LHUM_LH11415-RA
OG0005514	ACEP_ACEP_00013586-RA	LHUM_LH11402-RA
OG0005515	ACEP_ACEP_00013585-RA	LHUM_LH11407-RA
OG0005516	ACEP_ACEP_00013583-RA	LHUM_LH11416-RA
OG0005517	ACEP_ACEP_00013582-RA	LHUM_LH11418-RA
OG0005518	ACEP_ACEP_00013581-RA	LHUM_LH11419-RA
OG0005519	ACEP_ACEP_00013578-RA	LHUM_LH10191-RA
OG0005520	ACEP_ACEP_00013577-RA	LHUM_LH10182-RA
OG0005521	ACEP_ACEP_00013568-RA	LHUM_LH10907-RA
OG0005522	ACEP_ACEP_00013573-RA	LHUM_LH10188-RA
OG0005523	ACEP_ACEP_00013567-RA	LHUM_LH23898-RA
OG0005524	ACEP_ACEP_00013572-RA	LHUM_LH10183-RA
OG0005525	ACEP_ACEP_00013575-RA	LHUM_LH10181-RA
OG0005526	ACEP_ACEP_00013570-RA	LHUM_LH10913-RA
OG0005527	ACEP_ACEP_00013565-RA	LHUM_LH23897-RA
OG0005528	ACEP_ACEP_00013562-RA	LHUM_LH23893-RA
OG0005529	ACEP_ACEP_00013553-RA	LHUM_LH10157-RA
OG0005530	ACEP_ACEP_00013550-RA	LHUM_LH10160-RA
OG0005531	ACEP_ACEP_00013547-RA	LHUM_LH10161-RA
OG0005532	ACEP_ACEP_00013551-RA	LHUM_LH10158-RA
OG0005533	ACEP_ACEP_00013545-RA	LHUM_LH10927-RA
OG0005534	ACEP_ACEP_00013541-RA	LHUM_LH10933-RA
OG0005535	ACEP_ACEP_00013540-RA	LHUM_LH10928-RA
OG0005536	ACEP_ACEP_00013544-RA	LHUM_LH10934-RA
OG0005537	ACEP_ACEP_00013539-RA	LHUM_LH10936-RA
OG0005538	ACEP_ACEP_00013543-RA	LHUM_LH10938-RA
OG0005539	ACEP_ACEP_00013530-RA	LHUM_LH10930-RA
OG0005540	ACEP_ACEP_00013522-RA	LHUM_LH20534-RA
OG0005541	ACEP_ACEP_00013533-RA	LHUM_LH10931-RA
OG0005542	ACEP_ACEP_00013528-RA	LHUM_LH20533-RA
OG0005543	ACEP_ACEP_00013532-RA	LHUM_LH10926-RA
OG0005544	ACEP_ACEP_00013531-RA	LHUM_LH10932-RA
OG0005545	ACEP_ACEP_00013521-RA	LHUM_LH23380-RA
OG0005546	ACEP_ACEP_00013534-RA	LHUM_LH10935-RA
OG0005547	ACEP_ACEP_00013536-RA	LHUM_LH10937-RA
OG0005548	ACEP_ACEP_00013535-RA	LHUM_LH10929-RA
OG0005549	ACEP_ACEP_00013517-RA	LHUM_LH23376-RA
OG0005550	ACEP_ACEP_00013515-RA	LHUM_LH23377-RA
OG0005551	ACEP_ACEP_00013518-RA	LHUM_LH23369-RA
OG0005552	ACEP_ACEP_00013520-RA	LHUM_LH23374-RA
OG0005553	ACEP_ACEP_00013511-RA	LHUM_LH23373-RA
OG0005554	ACEP_ACEP_00013502-RA	LHUM_LH25142-RA
OG0005555	ACEP_ACEP_00013507-RA	LHUM_LH23351-RA
OG0005556	ACEP_ACEP_00013503-RA	LHUM_LH25140-RA
OG0005557	ACEP_ACEP_00013512-RA	LHUM_LH23375-RA
OG0005558	ACEP_ACEP_00016514-RA	LHUM_LH22607-RA
OG0005559	ACEP_ACEP_00016383-RA	LHUM_LH24407-RA
OG0005560	ACEP_ACEP_00016548-RA	LHUM_LH11339-RA
OG0005561	ACEP_ACEP_00016319-RA	LHUM_LH13789-RA
OG0005562	ACEP_ACEP_00016408-RA	LHUM_LH16219-RA
OG0005563	ACEP_ACEP_00016645-RA	LHUM_LH14158-RA
OG0005564	ACEP_ACEP_00016691-RA	LHUM_LH22202-RA
OG0005565	ACEP_ACEP_00016890-RA	LHUM_LH25182-RA
OG0005566	ACEP_ACEP_00016440-RA	LHUM_LH18999-RA
OG0005567	ACEP_ACEP_00016596-RA	LHUM_LH19974-RA
OG0005568	ACEP_ACEP_00016444-RA	LHUM_LH20762-RA
OG0005569	ACEP_ACEP_00003195-RA	LHUM_LH23127-RA
OG0005570	ACEP_ACEP_00003194-RA	LHUM_LH23124-RA
OG0005571	ACEP_ACEP_00003193-RA	LHUM_LH23126-RA
OG0005572	ACEP_ACEP_00017138-RA	LHUM_LH25698-RA
OG0005573	ACEP_ACEP_00003189-RA	LHUM_LH23115-RA
OG0005574	ACEP_ACEP_00003181-RA	LHUM_LH10678-RA
OG0005576	ACEP_ACEP_00003170-RA	LHUM_LH10679-RA
OG0005577	ACEP_ACEP_00003171-RA	LHUM_LH10697-RA
OG0005578	ACEP_ACEP_00003174-RA	LHUM_LH10689-RA
OG0005579	ACEP_ACEP_00003175-RA	LHUM_LH10677-RA
OG0005580	ACEP_ACEP_00003172-RA	LHUM_LH10687-RA
OG0005581	ACEP_ACEP_00003180-RA	LHUM_LH10695-RA
OG0005582	ACEP_ACEP_00003167-RA	LHUM_LH10694-RA
OG0005583	ACEP_ACEP_00003165-RA	LHUM_LH10674-RA
OG0005584	ACEP_ACEP_00003168-RA	LHUM_LH10688-RA
OG0005585	ACEP_ACEP_00003163-RA	LHUM_LH10675-RA
OG0005586	ACEP_ACEP_00003166-RA	LHUM_LH10696-RA
OG0005587	ACEP_ACEP_00003159-RA	LHUM_LH10672-RA
OG0005589	ACEP_ACEP_00003146-RA	LHUM_LH10670-RA
OG0005590	ACEP_ACEP_00003138-RA	LHUM_LH18975-RA
OG0005591	ACEP_ACEP_00003143-RA	LHUM_LH18985-RA
OG0005592	ACEP_ACEP_00003139-RA	LHUM_LH18984-RA
OG0005593	ACEP_ACEP_00003144-RA	LHUM_LH18053-RA
OG0005594	ACEP_ACEP_00003145-RA	LHUM_LH18051-RA
OG0005595	ACEP_ACEP_00003134-RA	LHUM_LH14959-RA
OG0005596	ACEP_ACEP_00003128-RA	LHUM_LH14970-RA
OG0005597	ACEP_ACEP_00003132-RA	LHUM_LH14971-RA
OG0005598	ACEP_ACEP_00003129-RA	LHUM_LH14974-RA
OG0005599	ACEP_ACEP_00003131-RA	LHUM_LH14975-RA
OG0005600	ACEP_ACEP_00003125-RA	LHUM_LH14969-RA
OG0005601	ACEP_ACEP_00003130-RA	LHUM_LH14968-RA
OG0005602	ACEP_ACEP_00003133-RA	LHUM_LH14972-RA
OG0005603	ACEP_ACEP_00003120-RA	LHUM_LH15012-RA
OG0005604	ACEP_ACEP_00003119-RA	LHUM_LH15006-RA
OG0005605	ACEP_ACEP_00003121-RA	LHUM_LH15007-RA
OG0005606	ACEP_ACEP_00003122-RA	LHUM_LH18751-RA
OG0005607	ACEP_ACEP_00003124-RA	LHUM_LH14977-RA
OG0005608	ACEP_ACEP_00003104-RA	LHUM_LH15004-RA
OG0005609	ACEP_ACEP_00003109-RA	LHUM_LH15001-RA
OG0005610	ACEP_ACEP_00003111-RA	LHUM_LH15014-RA
OG0005611	ACEP_ACEP_00003105-RA	LHUM_LH15002-RA
OG0005612	ACEP_ACEP_00003113-RA	LHUM_LH15013-RA
OG0005613	ACEP_ACEP_00003110-RA	LHUM_LH15005-RA
OG0005614	ACEP_ACEP_00003116-RA	LHUM_lhum_aPKC-RA
OG0005615	ACEP_ACEP_00003101-RA	LHUM_LH14999-RA
OG0005616	ACEP_ACEP_00003095-RA	LHUM_LH14997-RA
OG0005617	ACEP_ACEP_00003089-RA	LHUM_LH14994-RA
OG0005618	ACEP_ACEP_00003087-RA	LHUM_LH14987-RA
OG0005619	ACEP_ACEP_00003086-RA	LHUM_LH14986-RA
OG0005621	ACEP_ACEP_00003085-RA	LHUM_LH14985-RA
OG0005622	ACEP_ACEP_00003071-RA	LHUM_LH15740-RA
OG0005623	ACEP_ACEP_00003076-RA	LHUM_LH15015-RB
OG0005624	ACEP_ACEP_00003073-RA	LHUM_LH15009-RA
OG0005625	ACEP_ACEP_00003072-RA	LHUM_LH15746-RA
OG0005626	ACEP_ACEP_00003077-RA	LHUM_LH14981-RA
OG0005627	ACEP_ACEP_00003078-RA	LHUM_LH14980-RA
OG0005628	ACEP_ACEP_00003065-RA	LHUM_LH15743-RA
OG0005629	ACEP_ACEP_00003063-RA	LHUM_LH15739-RA
OG0005630	ACEP_ACEP_00003066-RA	LHUM_LH15744-RA
OG0005631	ACEP_ACEP_00003070-RA	LHUM_LH15742-RA
OG0005632	ACEP_ACEP_00003068-RA	LHUM_LH15741-RA
OG0005633	ACEP_ACEP_00003069-RA	LHUM_LH15745-RA
OG0005634	ACEP_ACEP_00003062-RA	LHUM_LH15734-RA
OG0005635	ACEP_ACEP_00003061-RA	LHUM_LH10904-RA
OG0005636	ACEP_ACEP_00003060-RA	LHUM_LH14467-RA
OG0005637	ACEP_ACEP_00003058-RA	LHUM_LH14469-RA
OG0005638	ACEP_ACEP_00017141-RA	LHUM_LH14460-RA
OG0005639	ACEP_ACEP_00003042-RA	LHUM_LH12703-RA
OG0005640	ACEP_ACEP_00003044-RA	LHUM_LH12704-RA
OG0005641	ACEP_ACEP_00003045-RA	LHUM_LH14463-RA
OG0005643	ACEP_ACEP_00003046-RA	LHUM_LH14462-RA
OG0005644	ACEP_ACEP_00003040-RA	LHUM_LH12709-RA
OG0005645	ACEP_ACEP_00003041-RA	LHUM_LH12705-RA
OG0005646	ACEP_ACEP_00003039-RA	LHUM_LH12710-RA
OG0005647	ACEP_ACEP_00003022-RA	LHUM_LH22490-RA
OG0005648	ACEP_ACEP_00003018-RA	LHUM_LH22491-RA
OG0005649	ACEP_ACEP_00003014-RA	LHUM_LH10091-RA
OG0005650	ACEP_ACEP_00003015-RA	LHUM_LH10092-RA
OG0005651	ACEP_ACEP_00003013-RA	LHUM_LH10096-RA
OG0005652	ACEP_ACEP_00003007-RA	LHUM_LH10103-RA
OG0005653	ACEP_ACEP_00003008-RA	LHUM_LH10099-RA
OG0005654	ACEP_ACEP_00003009-RA	LHUM_LH10102-RA
OG0005655	ACEP_ACEP_00002999-RA	LHUM_LH11954-RA
OG0005656	ACEP_ACEP_00002996-RA	LHUM_LH11956-RA
OG0005657	ACEP_ACEP_00002998-RA	LHUM_LH11953-RA
OG0005658	ACEP_ACEP_00002994-RA	LHUM_LH11951-RA
OG0005659	ACEP_ACEP_00002991-RA	LHUM_LH11958-RA
OG0005660	ACEP_ACEP_00003001-RA	LHUM_LH11955-RA
OG0005661	ACEP_ACEP_00003000-RA	LHUM_LH11957-RA
OG0005662	ACEP_ACEP_00002986-RA	LHUM_LH11947-RA
OG0005663	ACEP_ACEP_00002987-RA	LHUM_LH11946-RA
OG0005664	ACEP_ACEP_00002990-RA	LHUM_LH11959-RA
OG0005665	ACEP_ACEP_00002989-RA	LHUM_LH11952-RA
OG0005666	ACEP_ACEP_00002983-RA	LHUM_LH10660-RA
OG0005667	ACEP_ACEP_00002979-RA	LHUM_LH11230-RA
OG0005668	ACEP_ACEP_00002969-RA	LHUM_LH18413-RA
OG0005669	ACEP_ACEP_00002968-RA	LHUM_LH11941-RA
OG0005670	ACEP_ACEP_00002963-RA	LHUM_LH11948-RA
OG0005671	ACEP_ACEP_00002970-RA	LHUM_LH11944-RA
OG0005672	ACEP_ACEP_00002965-RA	LHUM_LH11950-RA
OG0005673	ACEP_ACEP_00002966-RA	LHUM_LH11949-RA
OG0005674	ACEP_ACEP_00002959-RA	LHUM_LH16410-RA
OG0005675	ACEP_ACEP_00002960-RA	LHUM_LH16407-RA
OG0005676	ACEP_ACEP_00002956-RA	LHUM_LH16411-RA
OG0005677	ACEP_ACEP_00002962-RA	LHUM_LH11943-RA
OG0005678	ACEP_ACEP_00002952-RA	LHUM_LH16418-RA
OG0005679	ACEP_ACEP_04566880-RA	LHUM_CG_02185303
OG0005680	ACEP_ACEP_00002954-RA	LHUM_LH16417-RA
OG0005681	ACEP_ACEP_00002953-RA	LHUM_LH16419-RA
OG0005682	ACEP_ACEP_00002947-RA	LHUM_LH16422-RA
OG0005683	ACEP_ACEP_00002936-RA	LHUM_LH14227-RA
OG0005684	ACEP_ACEP_00002942-RA	LHUM_LH16426-RA
OG0005685	ACEP_ACEP_00002934-RA	LHUM_LH14225-RA
OG0005686	ACEP_ACEP_00002941-RA	LHUM_LH16428-RA
OG0005687	ACEP_ACEP_00002944-RA	LHUM_LH16425-RA
OG0005688	ACEP_ACEP_00002937-RA	LHUM_LH14221-RA
OG0005689	ACEP_ACEP_00002938-RA	LHUM_LH16429-RA
OG0005690	ACEP_ACEP_00002939-RA	LHUM_LH16427-RA
OG0005691	ACEP_ACEP_00002943-RA	LHUM_LH16430-RA
OG0005692	ACEP_ACEP_00002928-RA	LHUM_LH14222-RA
OG0005693	ACEP_ACEP_00002930-RA	LHUM_LH14224-RA
OG0005694	ACEP_ACEP_00002929-RA	LHUM_LH14226-RA
OG0005695	ACEP_ACEP_00002927-RA	LHUM_LH14228-RA
OG0005696	ACEP_ACEP_00002924-RA	LHUM_LH14238-RA
OG0005697	ACEP_ACEP_00002926-RA	LHUM_LH14237-RA
OG0005698	ACEP_ACEP_00002923-RA	LHUM_LH14239-RA
OG0005699	ACEP_ACEP_00002912-RA	LHUM_LH14234-RA
OG0005700	ACEP_ACEP_00002907-RA	LHUM_LH13070-RA
OG0005701	ACEP_ACEP_00002921-RA	LHUM_LH14229-RA
OG0005702	ACEP_ACEP_00002913-RA	LHUM_LH14235-RA
OG0005703	ACEP_ACEP_00002914-RA	LHUM_LH14230-RA
OG0005704	ACEP_ACEP_00002909-RA	LHUM_LH13068-RA
OG0005705	ACEP_ACEP_00002915-RA	LHUM_LH14241-RA
OG0005706	ACEP_ACEP_00002911-RA	LHUM_LH14245-RA
OG0005707	ACEP_ACEP_00002905-RA	LHUM_LH13072-RA
OG0005708	ACEP_ACEP_00002919-RA	LHUM_LH14240-RA
OG0005709	ACEP_ACEP_00002920-RA	LHUM_LH14236-RA
OG0005710	ACEP_ACEP_00002917-RA	LHUM_LH14233-RA
OG0005711	ACEP_ACEP_00002897-RA	LHUM_LH13079-RA
OG0005712	ACEP_ACEP_00002895-RA	LHUM_LH13078-RA
OG0005713	ACEP_ACEP_00002896-RA	LHUM_LH13081-RA
OG0005714	ACEP_ACEP_00002902-RA	LHUM_LH13077-RA
OG0005715	ACEP_ACEP_00002891-RA	LHUM_LH13090-RA
OG0005716	ACEP_ACEP_00002890-RA	LHUM_LH13088-RA
OG0005717	ACEP_ACEP_00002888-RA	LHUM_LH13345-RA
OG0005718	ACEP_ACEP_00002889-RA	LHUM_LH13338-RA
OG0005719	ACEP_ACEP_00002882-RA	LHUM_LH14527-RA
OG0005720	ACEP_ACEP_00002884-RA	LHUM_LH13356-RA
OG0005721	ACEP_ACEP_00002885-RA	LHUM_LH13352-RA
OG0005722	ACEP_ACEP_00002878-RA	LHUM_LH25172-RA
OG0005723	ACEP_ACEP_00002879-RA	LHUM_LH23750-RA
OG0005724	ACEP_ACEP_00002881-RA	LHUM_LH23743-RA
OG0005725	ACEP_ACEP_00002869-RA	LHUM_LH25104-RA
OG0005726	ACEP_ACEP_00002873-RA	LHUM_LH25101-RA
OG0005727	ACEP_ACEP_00002868-RA	LHUM_LH25103-RA
OG0005728	ACEP_ACEP_00002872-RA	LHUM_LH25108-RA
OG0005729	ACEP_ACEP_00002876-RA	LHUM_LH25170-RA
OG0005730	ACEP_ACEP_00002863-RA	LHUM_LH13001-RA
OG0005731	ACEP_ACEP_00002862-RA	LHUM_LH12996-RA
