Orthogroup	lhum_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0004069	LHUM_LH18002-RA	PBAR_PB10771-RA
OG0004070	LHUM_LH18007-RA	PBAR_PB22752-RA
OG0004071	LHUM_LH17997-RA	PBAR_PB10765-RA
OG0004072	LHUM_LH19503-RA	PBAR_PB10764-RA
OG0004073	LHUM_LH18004-RA	PBAR_PB10769-RA
OG0004074	LHUM_LH18009-RA	PBAR_PB10784-RA
OG0004075	LHUM_LH18006-RA	PBAR_PB10779-RA
OG0004076	LHUM_LH18011-RA	PBAR_PB10785-RA
OG0004077	LHUM_LH18005-RA	PBAR_PB10776-RA
OG0004078	LHUM_LH18010-RA	PBAR_PB10782-RA
OG0004079	LHUM_LH13270-RA	PBAR_PB10781-RA
OG0004080	LHUM_LH13267-RA	PBAR_PB10778-RA
OG0004081	LHUM_LH13259-RA	PBAR_P_bar7994-1
OG0004082	LHUM_LH20550-RA	PBAR_Pbar_Rab6-RB
OG0004083	LHUM_LH20549-RA	PBAR_PB10788-RA
OG0004084	LHUM_LH20553-RA	PBAR_Pbar_5HT2-1
OG0004085	LHUM_LH20555-RA	PBAR_PB13562-RA
OG0004086	LHUM_LH20559-RA	PBAR_PB13557-RA
OG0004087	LHUM_LH20561-RA	PBAR_PB13559-RA
OG0004088	LHUM_LH20560-RA	PBAR_PB13560-RA
OG0004089	LHUM_LH20562-RA	PBAR_PB13561-RA
OG0004090	LHUM_LH20563-RA	PBAR_PB13556-RA
OG0004091	LHUM_LH20567-RA	PBAR_PB13555-RA
OG0004092	LHUM_LH20564-RA	PBAR_PB13554-RA
OG0004093	LHUM_LH20569-RA	PBAR_PB13551-RA
OG0004094	LHUM_LH20570-RA	PBAR_PB13548-RA
OG0004095	LHUM_LH20565-RA	PBAR_PB10669-RA
OG0004096	LHUM_LH20566-RA	PBAR_PB13553-RA
OG0004097	LHUM_LH20572-RA	PBAR_PB13550-RA
OG0004098	LHUM_LH20573-RA	PBAR_PB13547-RA
OG0004099	LHUM_LH20578-RA	PBAR_PB13538-RA
OG0004100	LHUM_LH20581-RA	PBAR_PB13542-RA
OG0004101	LHUM_LH20575-RA	PBAR_PB14952-RA
OG0004102	LHUM_LH20574-RA	PBAR_PB13544-RA
OG0004103	LHUM_LH20577-RA	PBAR_PB13540-RA
OG0004104	LHUM_LH15133-RA	PBAR_PB17603-RA
OG0004105	LHUM_LH10019-RA	PBAR_PB13912-RA
OG0004106	LHUM_LH10017-RA	PBAR_PB13914-RA
OG0004107	LHUM_LH16200-RA	PBAR_Pbar_IRE-1-1
OG0004108	LHUM_LH19744-RA	PBAR_PB22989-RA
OG0004109	LHUM_LH20917-RA	PBAR_PB21926-RA
OG0004110	LHUM_LH13723-RA	PBAR_PB18551-RA
OG0004112	LHUM_LH11344-RA	PBAR_PB13327-RA
OG0004113	LHUM_LH11349-RA	PBAR_PB13319-RA
OG0004114	LHUM_LH11348-RA	PBAR_PB13318-RA
OG0004115	LHUM_LH11346-RA	PBAR_PB13324-RA
OG0004116	LHUM_LH22683-RA	PBAR_PB13312-RA
OG0004117	LHUM_LH22688-RA	PBAR_PB13307-RA
OG0004118	LHUM_LH15389-RA	PBAR_pbar_tungus-1
OG0004119	LHUM_LH22692-RA	PBAR_PB13304-RA
OG0004120	LHUM_LH15399-RA	PBAR_PB13306-RA
OG0004121	LHUM_LH22689-RA	PBAR_PB13309-RA
OG0004122	LHUM_LH15397-RA	PBAR_PB13303-RA
OG0004123	LHUM_LH15398-RA	PBAR_PB13305-RA
OG0004124	LHUM_LH15405-RA	PBAR_PB13300-RA
OG0004125	LHUM_LH15396-RA	PBAR_PB13301-RA
OG0004126	LHUM_LH15410-RA	PBAR_PB23744-RA
OG0004127	LHUM_LH15408-RA	PBAR_PB23743-RA
OG0004128	LHUM_LH15409-RA	PBAR_PB23738-RA
OG0004129	LHUM_LH15407-RA	PBAR_PB23739-RA
OG0004130	LHUM_LH15416-RA	PBAR_PB23735-RA
OG0004131	LHUM_LH15413-RA	PBAR_PB23740-RA
OG0004132	LHUM_LH15415-RA	PBAR_PB23741-RA
OG0004133	LHUM_LH15421-RA	PBAR_PB23732-RA
OG0004134	LHUM_LH15419-RA	PBAR_PB12790-RA
OG0004135	LHUM_LH15420-RA	PBAR_PB27041-RA
OG0004136	LHUM_LH15424-RA	PBAR_PB23734-RA
OG0004137	LHUM_LH16578-RA	PBAR_PB12796-RA
OG0004138	LHUM_LH16569-RA	PBAR_PB12799-RA
OG0004139	LHUM_LH10899-RA	PBAR_PB12797-RA
OG0004140	LHUM_LH10892-RA	PBAR_PB12788-RA
OG0004141	LHUM_LH16585-RA	PBAR_PB12784-RA
OG0004142	LHUM_LH16586-RA	PBAR_PB12783-RA
OG0004143	LHUM_LH16583-RA	PBAR_PB12785-RA
OG0004144	LHUM_LH11778-RA	PBAR_PB12776-RA
OG0004145	LHUM_LH11767-RA	PBAR_PB12763-RA
OG0004146	LHUM_LH11762-RA	PBAR_PB12772-RA
OG0004147	LHUM_LH11780-RA	PBAR_PB12779-RA
OG0004148	LHUM_LH11772-RA	PBAR_PB12778-RA
OG0004149	LHUM_LH11777-RA	PBAR_PB12775-RA
OG0004150	LHUM_LH11764-RA	PBAR_PB12765-RA
OG0004151	LHUM_LH11771-RA	PBAR_PB12769-RA
OG0004152	LHUM_LH11761-RA	PBAR_PB12761-RA
OG0004153	LHUM_LH11768-RA	PBAR_PB12768-RA
OG0004154	LHUM_LH24112-RA	PBAR_PB12754-RA
OG0004155	LHUM_LH24111-RA	PBAR_CG_02550206
OG0004156	LHUM_LH24092-RA	PBAR_PB12748-RA
OG0004157	LHUM_LH11207-RA	PBAR_PB15374-RA
OG0004158	LHUM_LH11211-RA	PBAR_PB15362-RA
OG0004159	LHUM_LH11212-RA	PBAR_PB15363-RA
OG0004160	LHUM_LH11221-RA	PBAR_PB15364-RA
OG0004161	LHUM_LH11218-RA	PBAR_PB14732-RA
OG0004162	LHUM_LH11213-RA	PBAR_PB15367-RA
OG0004163	LHUM_lhum_PGRP-S1-1	PBAR_pbar_PGRP-S1-RA
OG0004164	LHUM_LH11220-RA	PBAR_PB14736-RA
OG0004165	LHUM_LH25620-RA	PBAR_PB26500-RA
OG0004167	LHUM_LH11219-RA	PBAR_PB14733-RA
OG0004168	LHUM_LH25619-RA	PBAR_PB26501-RA
OG0004169	LHUM_LH16529-RA	PBAR_PB14737-RA
OG0004170	LHUM_LH15576-RA	PBAR_PB18419-RA
OG0004171	LHUM_LH15840-RA	PBAR_PB16028-RA
OG0004172	LHUM_LH11643-RA	PBAR_PB15986-RA
OG0004173	LHUM_LH10676-RA	PBAR_PB22463-RA
OG0004174	LHUM_LH13461-RA	PBAR_PB18113-RA
OG0004175	LHUM_LH17807-RA	PBAR_pbar_RpS28_b-1
OG0004176	LHUM_LH23129-RA	PBAR_PB24293-RA
OG0004177	LHUM_LH19654-RA	PBAR_PB10058-RA
OG0004178	LHUM_LH19659-RA	PBAR_PB10059-RA
OG0004179	LHUM_LH22112-RA	PBAR_PB14096-RA
OG0004180	LHUM_LH19658-RA	PBAR_PB10850-RA
OG0004181	LHUM_LH19660-RA	PBAR_PB10062-RA
OG0004182	LHUM_LH19664-RA	PBAR_PB10851-RA
OG0004183	LHUM_LH19657-RA	PBAR_PB10061-RA
OG0004184	LHUM_LH19661-RA	PBAR_PB10060-RA
OG0004185	LHUM_LH22506-RA	PBAR_PB21541-RA
OG0004186	LHUM_LH22507-RA	PBAR_PB21540-RA
OG0004187	LHUM_LH22500-RA	PBAR_PB21534-RA
OG0004188	LHUM_LH24898-RA	PBAR_PB18153-RA
OG0004189	LHUM_LH15940-RA	PBAR_PB18159-RA
OG0004190	LHUM_LH15220-RA	PBAR_PB18146-RA
OG0004191	LHUM_LH15230-RA	PBAR_PB18112-RA
OG0004192	LHUM_LH24895-RA	PBAR_PB18142-RA
OG0004193	LHUM_LH15205-RA	PBAR_PB18141-RA
OG0004194	LHUM_LH15228-RA	PBAR_PB18132-RA
OG0004195	LHUM_LH15233-RA	PBAR_PB18135-RA
OG0004196	LHUM_LH15224-RA	PBAR_PB18144-RA
OG0004197	LHUM_LH15209-RA	PBAR_PB18131-RA
OG0004198	LHUM_LH24889-RA	PBAR_PB18134-RA
OG0004199	LHUM_LH24893-RA	PBAR_Pbar_Ndufb10_like-1
OG0004200	LHUM_LH24894-RA	PBAR_pbar_RpL3-1
OG0004201	LHUM_LH24887-RA	PBAR_PB18133-RA
OG0004202	LHUM_LH24896-RA	PBAR_PB18145-RA
OG0004203	LHUM_LH13460-RA	PBAR_PB18119-RA
OG0004204	LHUM_LH13459-RA	PBAR_PB18124-RA
OG0004205	LHUM_LH15373-RA	PBAR_PB18129-RA
OG0004206	LHUM_LH13462-RA	PBAR_PB18116-RA
OG0004207	LHUM_LH15362-RA	PBAR_PB18118-RA
OG0004208	LHUM_LH15372-RA	PBAR_PB18127-RA
OG0004209	LHUM_LH15370-RA	PBAR_PB18126-RA
OG0004210	LHUM_LH15366-RA	PBAR_PB18121-RA
OG0004211	LHUM_LH15371-RA	PBAR_PB18128-RA
OG0004212	LHUM_LH15365-RA	PBAR_PB18117-RA
OG0004213	LHUM_LH15364-RA	PBAR_PB18114-RA
OG0004214	LHUM_LH15374-RA	PBAR_PB18125-RA
OG0004215	LHUM_LH24934-RA	PBAR_PB21457-RA
OG0004216	LHUM_LH24935-RA	PBAR_PB21453-RA
OG0004217	LHUM_LH24937-RA	PBAR_PB21456-RA
OG0004218	LHUM_LH24933-RA	PBAR_PB21448-RA
OG0004219	LHUM_LH24932-RA	PBAR_PB21447-RA
OG0004221	LHUM_LH24922-RA	PBAR_PB21444-RA
OG0004222	LHUM_LH24924-RA	PBAR_PB21439-RA
OG0004223	LHUM_LH24927-RA	PBAR_PB21446-RA
OG0004224	LHUM_LH24926-RA	PBAR_PB21440-RA
OG0004225	LHUM_LH24925-RA	PBAR_PB21438-RA
OG0004226	LHUM_LH24915-RA	PBAR_PB21441-RA
OG0004227	LHUM_LH24916-RA	PBAR_PB16291-RA
OG0004228	LHUM_LH24914-RA	PBAR_PB16290-RA
OG0004229	LHUM_LH24909-RA	PBAR_PB16286-RA
OG0004230	LHUM_LH24908-RA	PBAR_PB16285-RA
OG0004231	LHUM_LH24910-RA	PBAR_PB16280-RA
OG0004232	LHUM_LH24907-RA	PBAR_PB16278-RA
OG0004233	LHUM_LH24906-RA	PBAR_PB16279-RA
OG0004234	LHUM_LH24912-RA	PBAR_PB16282-RA
OG0004235	LHUM_LH24901-RA	PBAR_PB18907-RA
OG0004236	LHUM_LH24903-RA	PBAR_PB18914-RA
OG0004237	LHUM_LH24904-RA	PBAR_PB18912-RA
OG0004238	LHUM_LH24897-RA	PBAR_PB18917-RA
OG0004239	LHUM_LH24942-RA	PBAR_PB21460-RA
OG0004240	LHUM_LH24954-RA	PBAR_PB26930-RA
OG0004241	LHUM_LH24952-RA	PBAR_PB23138-RA
OG0004242	LHUM_LH24950-RA	PBAR_PB23125-RA
OG0004243	LHUM_LH24959-RA	PBAR_PB23150-RA
OG0004244	LHUM_LH26109-RA	PBAR_PB27007-RA
OG0004245	LHUM_LH24964-RA	PBAR_PB23156-RA
OG0004246	LHUM_LH24962-RA	PBAR_PB23154-RA
OG0004247	LHUM_LH24963-RA	PBAR_PB23153-RA
OG0004248	LHUM_LH15935-RA	PBAR_PB23160-RA
OG0004249	LHUM_LH15934-RA	PBAR_PB23166-RA
OG0004250	LHUM_LH15932-RA	PBAR_PB23168-RA
OG0004251	LHUM_LH15933-RA	PBAR_PB23167-RA
OG0004252	LHUM_LH15931-RA	PBAR_PB23170-RA
OG0004253	LHUM_LH15930-RA	PBAR_PB23169-RA
OG0004254	LHUM_LH15926-RA	PBAR_PB23171-RA
OG0004255	LHUM_LH15928-RA	PBAR_PB23176-RA
OG0004257	LHUM_LH14025-RA	PBAR_PB23178-RA
OG0004258	LHUM_LH14029-RA	PBAR_PB23172-RA
OG0004259	LHUM_LH14023-RA	PBAR_PB23179-RA
OG0004260	LHUM_LH14022-RA	PBAR_PB23185-RA
OG0004261	LHUM_LH14028-RA	PBAR_PB23174-RA
OG0004262	LHUM_LH15921-RA	PBAR_PB23177-RA
OG0004263	LHUM_LH14030-RA	PBAR_PB23183-RA
OG0004264	LHUM_LH14031-RA	PBAR_PB23184-RA
OG0004265	LHUM_LH14020-RA	PBAR_PB23190-RA
OG0004266	LHUM_LH14019-RA	PBAR_PB23188-RA
OG0004267	LHUM_LH14026-RA	PBAR_PB23189-RA
OG0004268	LHUM_LH14018-RA	PBAR_pbar_Rpl7A-1
OG0004269	LHUM_LH14034-RA	PBAR_PB23182-RA
OG0004270	LHUM_LH14016-RA	PBAR_PB23192-RA
OG0004271	LHUM_LH14013-RA	PBAR_PB18537-RA
OG0004272	LHUM_LH14006-RA	PBAR_PB14563-RA
OG0004273	LHUM_LH14007-RA	PBAR_PB14564-RA
OG0004274	LHUM_LH14002-RA	PBAR_PB14561-RA
OG0004275	LHUM_LH14005-RA	PBAR_PB14559-RA
OG0004276	LHUM_LH14008-RA	PBAR_PB14560-RA
OG0004277	LHUM_LH13998-RA	PBAR_PB14555-RA
OG0004278	LHUM_LH13999-RA	PBAR_PB14556-RA
OG0004279	LHUM_LH11168-RA	PBAR_PB14549-RA
OG0004280	LHUM_LH11169-RA	PBAR_PB14551-RA
OG0004281	LHUM_LH11170-RA	PBAR_PB14553-RA
OG0004282	LHUM_LH11171-RA	PBAR_PB14552-RA
OG0004283	LHUM_LH11165-RA	PBAR_PB14544-RA
OG0004284	LHUM_LH11166-RA	PBAR_PB14546-RA
OG0004285	LHUM_LH11167-RA	PBAR_PB14545-RA
OG0004286	LHUM_LH11162-RA	PBAR_pbar_caspase-like-1
OG0004287	LHUM_LH25320-RA	PBAR_PB26490-RA
OG0004288	LHUM_LH11163-RA	PBAR_pbar_decay-like-1
OG0004289	LHUM_LH13337-RA	PBAR_PB14535-RA
OG0004290	LHUM_LH13334-RA	PBAR_PB14540-RA
OG0004291	LHUM_LH22542-RA	PBAR_PB14537-RA
OG0004292	LHUM_LH11155-RA	PBAR_PB14534-RA
OG0004293	LHUM_LH22543-RA	PBAR_PB14539-RA
OG0004294	LHUM_LH22541-RA	PBAR_PB14538-RA
OG0004295	LHUM_LH11158-RA	PBAR_PB14536-RA
OG0004296	LHUM_LH22539-RA	PBAR_PB14532-RA
OG0004297	LHUM_LH22537-RA	PBAR_PB14531-RA
OG0004298	LHUM_LH22536-RA	PBAR_PB14525-RA
OG0004300	LHUM_LH15238-RA	PBAR_PB18158-RA
OG0004301	LHUM_LH15951-RA	PBAR_PB18154-RA
OG0004302	LHUM_LH15948-RA	PBAR_PB18149-RA
OG0004303	LHUM_LH15947-RA	PBAR_PB18152-RA
OG0004304	LHUM_LH15952-RA	PBAR_PB18156-RA
OG0004305	LHUM_LH15242-RA	PBAR_PB18148-RA
OG0004306	LHUM_LH10278-RA	PBAR_PB24696-RA
OG0004308	LHUM_LH14910-RA	PBAR_PB16314-RA
OG0004309	LHUM_LH15941-RA	PBAR_PB18155-RA
OG0004310	LHUM_LH23980-RA	PBAR_PB17650-RA
OG0004311	LHUM_LH23172-RA	PBAR_PB22846-RA
OG0004312	LHUM_LH12397-RA	PBAR_PB17837-RA
OG0004313	LHUM_LH21000-RA	PBAR_PB15090-RA
OG0004314	LHUM_LH20997-RA	PBAR_PB15087-RA
OG0004315	LHUM_LH17689-RA	PBAR_PB18299-RA
OG0004316	LHUM_LH17680-RA	PBAR_PB18308-RA
OG0004317	LHUM_LH17681-RA	PBAR_PB18310-RA
OG0004318	LHUM_LH17679-RA	PBAR_PB18313-RA
OG0004319	LHUM_LH24550-RA	PBAR_PB18300-RA
OG0004320	LHUM_LH24558-RA	PBAR_PB18311-RA
OG0004321	LHUM_LH17693-RA	PBAR_PB18298-RA
OG0004322	LHUM_LH25688-RA	PBAR_PB18312-RA
OG0004323	LHUM_LH24551-RA	PBAR_PB18285-RA
OG0004324	LHUM_LH19940-RA	PBAR_PB18292-RA
OG0004325	LHUM_LH12124-RA	PBAR_PB14619-RA
OG0004326	LHUM_LH19949-RA	PBAR_PB14607-RA
OG0004327	LHUM_LH24561-RA	PBAR_PB18291-RA
OG0004328	LHUM_LH19951-RA	PBAR_PB14611-RA
OG0004329	LHUM_LH24565-RA	PBAR_PB18296-RA
OG0004330	LHUM_LH19187-RA	PBAR_PB18284-RA
OG0004331	LHUM_LH24560-RA	PBAR_PB18306-RA
OG0004332	LHUM_LH24555-RA	PBAR_PB18303-RA
OG0004333	LHUM_LH24552-RA	PBAR_pbar_RpL38-1
OG0004334	LHUM_LH12130-RA	PBAR_PB14601-RA
OG0004335	LHUM_LH12121-RA	PBAR_PB14603-RA
OG0004336	LHUM_LH12117-RA	PBAR_PB14602-RA
OG0004337	LHUM_LH12129-RA	PBAR_PB14606-RA
OG0004338	LHUM_LH12120-RA	PBAR_PB14618-RA
OG0004339	LHUM_LH12126-RA	PBAR_PB14621-RA
OG0004340	LHUM_LH12145-RA	PBAR_PB14598-RA
OG0004341	LHUM_LH12138-RA	PBAR_PB14592-RA
OG0004342	LHUM_LH20652-RA	PBAR_PB13351-RA
OG0004343	LHUM_LH20646-RA	PBAR_PB13357-RA
OG0004344	LHUM_LH20653-RA	PBAR_PB13354-RA
OG0004345	LHUM_LH20655-RA	PBAR_PB14593-RA
OG0004346	LHUM_LH20645-RA	PBAR_PB13360-RA
OG0004347	LHUM_LH20650-RA	PBAR_PB13350-RA
OG0004348	LHUM_LH20644-RA	PBAR_PB13356-RA
OG0004349	LHUM_LH20638-RA	PBAR_PB13365-RA
OG0004350	LHUM_LH24562-RA	PBAR_pbar_cactin-1
OG0004351	LHUM_LH20639-RA	PBAR_PB13368-RA
OG0004352	LHUM_LH24554-RA	PBAR_PB13377-RA
OG0004353	LHUM_LH24545-RA	PBAR_PB13374-RA
OG0004354	LHUM_LH24563-RA	PBAR_PB13370-RA
OG0004355	LHUM_LH24564-RA	PBAR_PB13371-RA
OG0004356	LHUM_LH24566-RA	PBAR_PB13364-RA
OG0004357	LHUM_LH20640-RA	PBAR_PB13369-RA
OG0004358	LHUM_LH23029-RA	PBAR_PB13381-RA
OG0004359	LHUM_LH23024-RA	PBAR_PB13378-RA
OG0004360	LHUM_LH23039-RA	PBAR_PB13390-RA
OG0004361	LHUM_LH23047-RA	PBAR_PB26415-RA
OG0004362	LHUM_LH23045-RA	PBAR_PB13398-RA
OG0004363	LHUM_LH23044-RA	PBAR_pbar_SP2-1
OG0004364	LHUM_LH23041-RA	PBAR_PB13395-RA
OG0004365	LHUM_LH23034-RA	PBAR_PB13379-RA
OG0004366	LHUM_LH23032-RA	PBAR_PB13384-RA
OG0004367	LHUM_LH23025-RA	PBAR_PB13393-RA
OG0004368	LHUM_LH23026-RA	PBAR_PB24173-RA
OG0004369	LHUM_LH23033-RA	PBAR_PB13396-RA
OG0004370	LHUM_LH23058-RA	PBAR_PB24176-RA
OG0004371	LHUM_LH23043-RA	PBAR_PB13391-RA
OG0004372	LHUM_LH23027-RA	PBAR_PB24165-RA
OG0004373	LHUM_LH23040-RA	PBAR_PB13392-RA
OG0004374	LHUM_LH23031-RA	PBAR_Pbar_XBP-1-1
OG0004375	LHUM_LH23059-RA	PBAR_PB24178-RA
OG0004376	LHUM_LH23063-RA	PBAR_PB24181-RA
OG0004377	LHUM_LH20102-RA	PBAR_PB24172-RA
OG0004378	LHUM_LH23060-RA	PBAR_PB24179-RA
OG0004379	LHUM_LH11464-RA	PBAR_PB10954-RA
OG0004380	LHUM_LH23087-RA	PBAR_PB10952-RA
OG0004381	LHUM_LH20148-RA	PBAR_PB10955-RA
OG0004382	LHUM_LH23079-RA	PBAR_PB10962-RA
OG0004383	LHUM_LH20139-RA	PBAR_PB10963-RA
OG0004384	LHUM_LH23090-RA	PBAR_PB10958-RA
OG0004385	LHUM_LH23092-RA	PBAR_PB10951-RA
OG0004386	LHUM_LH23082-RA	PBAR_PB10965-RA
OG0004387	LHUM_LH23081-RA	PBAR_PB10961-RA
OG0004388	LHUM_LH20140-RA	PBAR_PB10966-RA
OG0004389	LHUM_LH23096-RA	PBAR_PB10950-RA
OG0004390	LHUM_LH23095-RA	PBAR_PB10953-RA
OG0004391	LHUM_lhum_TEP7-RA	PBAR_pbar_TEP7-1
OG0004392	LHUM_LH20082-RA	PBAR_PB10946-RA
OG0004393	LHUM_LH20142-RA	PBAR_PB10942-RA
OG0004394	LHUM_LH20105-RA	PBAR_PB10947-RA
OG0004395	LHUM_LH23064-RA	PBAR_PB24866-RA
OG0004396	LHUM_LH23065-RA	PBAR_PB24865-RA
OG0004397	LHUM_LH23052-RA	PBAR_PB13902-RA
OG0004398	LHUM_LH16976-RA	PBAR_PB14493-RA
OG0004399	LHUM_LH23056-RA	PBAR_PB13893-RA
OG0004400	LHUM_LH23053-RA	PBAR_PB13895-RA
OG0004401	LHUM_LH23050-RA	PBAR_PB13899-RA
OG0004402	LHUM_LH23054-RA	PBAR_PB13894-RA
OG0004403	LHUM_LH23057-RA	PBAR_PB13897-RA
OG0004404	LHUM_LH23071-RA	PBAR_PB24877-RA
OG0004405	LHUM_LH23070-RA	PBAR_PB24875-RA
OG0004406	LHUM_LH23072-RA	PBAR_PB24874-RA
OG0004407	LHUM_LH23066-RA	PBAR_PB24867-RA
OG0004408	LHUM_LH23075-RA	PBAR_PB24873-RA
OG0004409	LHUM_LH23076-RA	PBAR_PB24879-RA
OG0004410	LHUM_LH23086-RA	PBAR_PB18487-RA
OG0004411	LHUM_LH23091-RA	PBAR_PB18477-RA
OG0004412	LHUM_LH23097-RA	PBAR_PB18482-RA
OG0004413	LHUM_LH23085-RA	PBAR_PB18484-RA
OG0004414	LHUM_LH20113-RA	PBAR_PB18485-RA
OG0004415	LHUM_LH20101-RA	PBAR_PB18488-RA
OG0004416	LHUM_LH20104-RA	PBAR_PB18491-RA
OG0004417	LHUM_LH23080-RA	PBAR_PB18486-RA
OG0004418	LHUM_LH18528-RA	PBAR_PB18690-RA
OG0004419	LHUM_LH18529-RA	PBAR_PB18684-RA
OG0004420	LHUM_LH20120-RA	PBAR_PB18481-RA
OG0004421	LHUM_LH18531-RA	PBAR_PB18682-RA
OG0004422	LHUM_LH18537-RA	PBAR_PB18675-RA
OG0004423	LHUM_LH18535-RA	PBAR_PB18674-RA
OG0004424	LHUM_LH18539-RA	PBAR_PB18681-RA
OG0004425	LHUM_LH18544-RA	PBAR_PB18668-RA
OG0004426	LHUM_LH18541-RA	PBAR_PB18669-RA
OG0004427	LHUM_LH18543-RA	PBAR_PB17749-RA
OG0004428	LHUM_LH20088-RA	PBAR_PB21884-RA
OG0004429	LHUM_LH18562-RA	PBAR_PB17766-RA
OG0004430	LHUM_LH18560-RA	PBAR_PB17763-RA
OG0004431	LHUM_LH18561-RA	PBAR_PB17765-RA
OG0004432	LHUM_LH18555-RA	PBAR_PB17757-RA
OG0004433	LHUM_LH18554-RA	PBAR_PB17756-RA
OG0004434	LHUM_LH18556-RA	PBAR_PB17755-RA
OG0004435	LHUM_LH18557-RA	PBAR_PB17759-RA
OG0004436	LHUM_LH20080-RA	PBAR_PB21882-RA
OG0004437	LHUM_LH20085-RA	PBAR_PB21886-RA
OG0004438	LHUM_LH20095-RA	PBAR_PB21888-RA
OG0004439	LHUM_LH20151-RA	PBAR_PB21883-RA
OG0004441	LHUM_LH20154-RA	PBAR_PB24839-RA
OG0004442	LHUM_LH20166-RA	PBAR_PB17546-RA
OG0004443	LHUM_LH20174-RA	PBAR_PB17538-RA
OG0004444	LHUM_LH20161-RA	PBAR_PB17545-RA
OG0004445	LHUM_LH12014-RA	PBAR_PB17525-RA
OG0004446	LHUM_LH12009-RA	PBAR_PB17529-RA
OG0004447	LHUM_LH12019-RA	PBAR_PB26661-RA
OG0004448	LHUM_LH10615-RA	PBAR_PB17526-RA
OG0004449	LHUM_LH12008-RA	PBAR_PB17534-RA
OG0004450	LHUM_LH19289-RA	PBAR_PB17527-RA
OG0004451	LHUM_LH19292-RA	PBAR_PB17530-RA
OG0004452	LHUM_LH19295-RA	PBAR_PB17533-RA
OG0004453	LHUM_LH20172-RA	PBAR_PB17539-RA
OG0004454	LHUM_LH20171-RA	PBAR_PB17528-RA
OG0004455	LHUM_LH12022-RA	PBAR_PB17522-RA
OG0004456	LHUM_LH12026-RA	PBAR_PB17520-RA
OG0004457	LHUM_LH12032-RA	PBAR_PB17509-RA
OG0004458	LHUM_LH12031-RA	PBAR_pbar_RpS5-1
OG0004459	LHUM_LH12030-RA	PBAR_Pbar_Nudfa5-1
OG0004460	LHUM_LH10106-RA	PBAR_PB14830-RA
OG0004461	LHUM_LH10111-RA	PBAR_PB14840-RA
OG0004462	LHUM_LH13341-RA	PBAR_PB14828-RA
OG0004463	LHUM_LH13344-RA	PBAR_PB14835-RA
OG0004464	LHUM_LH10105-RA	PBAR_PB14844-RA
OG0004465	LHUM_LH10113-RA	PBAR_PB14833-RA
OG0004466	LHUM_LH12486-RA	PBAR_PB14846-RA
OG0004467	LHUM_LH13340-RA	PBAR_PB14827-RA
OG0004468	LHUM_LH10109-RA	PBAR_PB10219-RA
OG0004469	LHUM_LH11969-RA	PBAR_PB16315-RA
OG0004470	LHUM_LH13470-RA	PBAR_PB14837-RA
OG0004471	LHUM_LH13463-RA	PBAR_PB14834-RA
OG0004472	LHUM_LH13464-RA	PBAR_PB14848-RA
OG0004473	LHUM_LH13467-RA	PBAR_PB14836-RA
OG0004474	LHUM_LH12155-RA	PBAR_PB11799-RA
OG0004475	LHUM_LH12158-RA	PBAR_PB11805-RA
OG0004476	LHUM_LH12162-RA	PBAR_PB11791-RA
OG0004477	LHUM_LH21467-RA	PBAR_PB12844-RA
OG0004478	LHUM_LH13410-RA	PBAR_PB13852-RA
OG0004479	LHUM_LH13408-RA	PBAR_PB13856-RA
OG0004480	LHUM_LH13409-RA	PBAR_PB13857-RA
OG0004481	LHUM_LH13405-RA	PBAR_PB13859-RA
OG0004482	LHUM_LH13399-RA	PBAR_PB25075-RA
OG0004483	LHUM_LH13401-RA	PBAR_PB25080-RA
OG0004484	LHUM_LH13400-RA	PBAR_PB25079-RA
OG0004485	LHUM_LH13398-RA	PBAR_PB25076-RA
OG0004486	LHUM_LH17838-RA	PBAR_PB25054-RA
OG0004487	LHUM_LH12293-RA	PBAR_PB25060-RA
OG0004488	LHUM_LH17837-RA	PBAR_PB25055-RA
OG0004489	LHUM_Lhum_notch-RA	PBAR_Pbar_notch-RA
OG0004490	LHUM_LH17847-RA	PBAR_PB25062-RA
OG0004491	LHUM_LH17828-RA	PBAR_PB25059-RA
OG0004492	LHUM_LH17841-RA	PBAR_PB25057-RA
OG0004493	LHUM_LH19392-RA	PBAR_PB25053-RA
OG0004494	LHUM_LH17851-RA	PBAR_PB25066-RA
OG0004495	LHUM_LH19356-RA	PBAR_PB25041-RA
OG0004496	LHUM_LH19366-RA	PBAR_PB25047-RA
OG0004497	LHUM_LH19357-RA	PBAR_PB25042-RA
OG0004498	LHUM_LH19362-RA	PBAR_PB25046-RA
OG0004499	LHUM_LH25782-RA	PBAR_PB27112-RA
OG0004500	LHUM_LH19719-RA	PBAR_PB25040-RA
OG0004501	LHUM_LH19358-RA	PBAR_PB25037-RA
OG0004502	LHUM_LH19702-RA	PBAR_PB15014-RA
OG0004503	LHUM_LH19701-RA	PBAR_PB15013-RA
OG0004504	LHUM_LH19700-RA	PBAR_PB18016-RA
OG0004505	LHUM_LH19690-RA	PBAR_PB15898-RA
OG0004506	LHUM_LH24846-RA	PBAR_PB15902-RA
OG0004507	LHUM_LH19698-RA	PBAR_PB18008-RA
OG0004508	LHUM_LH19693-RA	PBAR_PB18000-RA
