Orthogroup	pbar_annotation	acep_annotation
OG0005989	PBAR_23656-RA	ACEP_00012043-RA
OG0005990	PBAR_11790-RA	ACEP_00012037-RA
OG0005991	PBAR_10277-RA	ACEP_00012038-RA
OG0005992	PBAR_11794-RA	ACEP_00012036-RA
OG0005993	PBAR_10104-RA	ACEP_00012044-RA
OG0005994	PBAR_11427-RA	ACEP_00012046-RA
OG0005995	PBAR_26333-RA	ACEP_00012034-RA
OG0005996	PBAR_11812-RA	ACEP_00012033-RA
OG0005997	PBAR_11811-RA	ACEP_00012032-RA
OG0005998	PBAR_11810-RA	ACEP_00012031-RA
OG0005999	PBAR_20987-RA	ACEP_00012028-RA
OG0006000	PBAR_20994-RA	ACEP_00012026-RA
OG0006001	PBAR_21112-RA	ACEP_00012019-RA
OG0006002	PBAR_21186-RA	ACEP_00012023-RA
OG0006003	PBAR_20993-RA	ACEP_00012027-RA
OG0006004	PBAR_20988-RA	ACEP_00012025-RA
OG0006005	PBAR_21011-RA	ACEP_00012029-RA
OG0006006	PBAR_ar_spz4-RA	ACEP_00012030-RA
OG0006007	PBAR_12061-RA	ACEP_00012004-RA
OG0006008	PBAR_12065-RA	ACEP_00012012-RA
OG0006009	PBAR_12064-RA	ACEP_00012008-RA
OG0006010	PBAR_12068-RA	ACEP_00012014-RA
OG0006011	PBAR_12067-RA	ACEP_00012006-RA
OG0006012	PBAR_12070-RA	ACEP_00012009-RA
OG0006013	PBAR_12072-RA	ACEP_00011999-RA
OG0006014	PBAR_12080-RA	ACEP_00011996-RA
OG0006015	PBAR_21500-RA	ACEP_00012000-RA
OG0006016	PBAR_12077-RA	ACEP_00011998-RA
OG0006017	PBAR_12073-RA	ACEP_00011997-RA
OG0006018	PBAR_21433-RA	ACEP_00016447-RA
OG0006019	PBAR_21525-RA	ACEP_00013924-RA
OG0006020	genemark_masked-pbar_scf7180000350332-abinit-gene-0.83-mRNA-1	ACEP_00013916-RA
OG0006021	genemark-pbar_scf7180000350332-abinit-gene-0.123-mRNA-1	ACEP_00013919-RA
OG0006022	PBAR_21532-RA	ACEP_00013923-RA
OG0006023	maker-pbar_scf7180000350332-augustus-gene-0.13-mRNA-1	ACEP_00013920-RA
OG0006024	PBAR_22370-RA	ACEP_00013915-RA
OG0006025	maker-pbar_scf7180000350332-augustus-gene-0.7-mRNA-1	ACEP_00013921-RA
OG0006026	PBAR_11189-RA	ACEP_00013908-RA
OG0006027	augustus_masked-pbar_scf7180000350332-abinit-gene-0.52-mRNA-1	ACEP_00013912-RA
OG0006028	PBAR_11191-RA	ACEP_00013905-RA
OG0006029	PBAR_ar_Rab7-1	ACEP_00013910-RA
OG0006030	PBAR_11184-RA	ACEP_00013909-RA
OG0006031	PBAR_11186-RA	ACEP_00013906-RA
OG0006032	PBAR_11185-RA	ACEP_00013911-RA
OG0006033	genemark_masked-pbar_scf7180000350332-abinit-gene-0.66-mRNA-1	ACEP_00013913-RA
OG0006034	PBAR_11203-RA	ACEP_00013901-RA
OG0006035	PBAR_18970-RA	ACEP_00013899-RA
OG0006036	PBAR_11207-RA	ACEP_00013902-RA
OG0006037	PBAR_18968-RA	ACEP_00013894-RA
OG0006038	PBAR_ar_SCR-B9-1	ACEP_00013903-RA
OG0006039	PBAR_18974-RA	ACEP_00013895-RA
OG0006040	PBAR_18971-RA	ACEP_00013900-RA
OG0006041	PBAR_11190-RA	ACEP_00013904-RA
OG0006042	PBAR_18976-RA	ACEP_00013889-RA
OG0006043	PBAR_18954-RA	ACEP_00013884-RA
OG0006044	PBAR_18955-RA	ACEP_00013888-RA
OG0006045	PBAR_18961-RA	ACEP_00013883-RA
OG0006046	PBAR_18975-RA	ACEP_00013890-RA
OG0006047	PBAR_18958-RA	ACEP_00013887-RA
OG0006048	PBAR_18956-RA	ACEP_00013882-RA
OG0006049	PBAR_ar_RpL23-1	ACEP_00013881-RA
OG0006050	PBAR_18963-RA	ACEP_00013886-RA
OG0006051	PBAR_18962-RA	ACEP_00013885-RA
OG0006052	PBAR_18969-RA	ACEP_00013893-RA
OG0006053	PBAR_18966-RA	ACEP_00013891-RA
OG0006054	PBAR_18977-RA	ACEP_00013892-RA
OG0006055	PBAR_18951-RA	ACEP_00013872-RA
OG0006056	PBAR_18944-RA	ACEP_00013873-RA
OG0006057	PBAR_18948-RA	ACEP_00013876-RA
OG0006058	PBAR_18959-RA	ACEP_00013877-RA
OG0006059	PBAR_18950-RA	ACEP_00013874-RA
OG0006060	PBAR_ar_nipped-a-1	ACEP_00013875-RA
OG0006062	PBAR_18952-RA	ACEP_00013871-RA
OG0006063	PBAR_18939-RA	ACEP_00013868-RA
OG0006064	PBAR_18934-RA	ACEP_00013863-RA
OG0006065	PBAR_18932-RA	ACEP_00013862-RA
OG0006066	PBAR_18931-RA	ACEP_00013864-RA
OG0006067	PBAR_18940-RA	ACEP_00013865-RA
OG0006068	PBAR_18933-RA	ACEP_00013860-RA
OG0006069	PBAR_18935-RA	ACEP_00013861-RA
OG0006070	PBAR_18925-RA	ACEP_00013858-RA
OG0006071	PBAR_18927-RA	ACEP_00013854-RA
OG0006072	PBAR_18918-RA	ACEP_00013853-RA
OG0006073	PBAR_18909-RA	ACEP_00013851-RA
OG0006074	PBAR_ar-prd-like-RA	ACEP_00013835-RA
OG0006075	PBAR_18072-RA	ACEP_00013824-RA
OG0006076	PBAR_18073-RA	ACEP_00013823-RA
OG0006077	PBAR_18084-RA	ACEP_00013822-RA
OG0006078	PBAR_18086-RA	ACEP_00013826-RA
OG0006079	PBAR_18085-RA	ACEP_00013825-RA
OG0006080	PBAR_18083-RA	ACEP_00013829-RA
OG0006081	PBAR_18079-RA	ACEP_00013820-RA
OG0006082	PBAR_18075-RA	ACEP_00013819-RA
OG0006083	PBAR_18071-RA	ACEP_00013817-RA
OG0006084	PBAR_ar_hyal-RA	ACEP_00013818-RA
OG0006085	PBAR_18183-RA	ACEP_00016653-RA
OG0006086	PBAR_17919-RA	ACEP_00016495-RA
OG0006087	PBAR_14266-RA	ACEP_00016724-RA
OG0006088	PBAR_24118-RA	ACEP_00014272-RA
OG0006090	CG_02550226	ACEP_00014223-RA
OG0006091	PBAR_18601-RA	ACEP_00016646-RA
OG0006092	PBAR_14428-RA	ACEP_00009374-RA
OG0006093	PBAR_14424-RA	ACEP_00009371-RA
OG0006094	PBAR_14427-RA	ACEP_00009369-RA
OG0006095	PBAR_14426-RA	ACEP_00009372-RA
OG0006096	PBAR_14425-RA	ACEP_00009368-RA
OG0006097	PBAR_14429-RA	ACEP_00009373-RA
OG0006098	PBAR_ar_Fas3-like-RA	ACEP_00009365-RA
OG0006099	PBAR_19793-RA	ACEP_00009367-RA
OG0006100	PBAR_19794-RA	ACEP_00009366-RA
OG0006101	PBAR_19802-RA	ACEP_00009363-RA
OG0006102	PBAR_19804-RA	ACEP_00009359-RA
OG0006103	PBAR_19807-RA	ACEP_00009356-RA
OG0006104	PBAR_19819-RA	ACEP_00009352-RA
OG0006105	PBAR_19815-RA	ACEP_00009347-RA
OG0006106	PBAR_19810-RA	ACEP_00009350-RA
OG0006107	PBAR_19817-RA	ACEP_00009349-RA
OG0006108	PBAR_25001-RA	ACEP_00009343-RA
OG0006109	PBAR_19811-RA	ACEP_00009346-RA
OG0006110	PBAR_24983-RA	ACEP_00009342-RA
OG0006111	PBAR_19821-RA	ACEP_00009344-RA
OG0006112	PBAR_24995-RA	ACEP_00009327-RA
OG0006113	PBAR_24987-RA	ACEP_00009334-RA
OG0006114	PBAR_24986-RA	ACEP_00009329-RA
OG0006115	PBAR_24999-RA	ACEP_00009332-RA
OG0006116	PBAR_24996-RA	ACEP_00009335-RA
OG0006117	PBAR_24997-RA	ACEP_00009323-RA
OG0006118	PBAR_24982-RA	ACEP_00009331-RA
OG0006119	PBAR_24988-RA	ACEP_00009328-RA
OG0006120	PBAR_24985-RA	ACEP_00009337-RA
OG0006121	PBAR_24998-RA	ACEP_00009330-RA
OG0006122	PBAR_24989-RA	ACEP_00009325-RA
OG0006123	PBAR_24994-RA	ACEP_00009326-RA
OG0006124	PBAR_25000-RA	ACEP_00009341-RA
OG0006125	PBAR_24978-RA	ACEP_00009320-RA
OG0006126	PBAR_24980-RA	ACEP_00009319-RA
OG0006127	PBAR_24981-RA	ACEP_00009321-RA
OG0006128	PBAR_24993-RA	ACEP_00009322-RA
OG0006129	PBAR_24977-RA	ACEP_00009317-RA
OG0006130	PBAR_24979-RA	ACEP_00009318-RA
OG0006131	PBAR_24974-RA	ACEP_00009308-RA
OG0006132	PBAR_24962-RA	ACEP_00009304-RA
OG0006133	PBAR_24963-RA	ACEP_00009301-RA
OG0006134	PBAR_24960-RA	ACEP_00009300-RA
OG0006135	PBAR_24969-RA	ACEP_00009303-RA
OG0006136	PBAR_24967-RA	ACEP_00009302-RA
OG0006137	PBAR_24973-RA	ACEP_00009306-RA
OG0006138	PBAR_24961-RA	ACEP_00009305-RA
OG0006139	PBAR_24968-RA	ACEP_00009297-RA
OG0006140	PBAR_24966-RA	ACEP_00009299-RA
OG0006141	PBAR_24955-RA	ACEP_00009296-RA
OG0006142	PBAR_ar_white-RA	ACEP_00009295-RA
OG0006143	PBAR_ar_Pi3K92E-1	ACEP_00009294-RA
OG0006144	PBAR_ar_Sid1-like-1	ACEP_00009293-RA
OG0006145	PBAR_24949-RA	ACEP_00009292-RA
OG0006146	PBAR_24956-RA	ACEP_00009291-RA
OG0006147	PBAR_24938-RA	ACEP_00009284-RA
OG0006148	PBAR_24941-RA	ACEP_00009287-RA
OG0006149	PBAR_24940-RA	ACEP_00009281-RA
OG0006150	PBAR_24951-RA	ACEP_00009289-RA
OG0006151	PBAR_24945-RA	ACEP_00009282-RA
OG0006152	PBAR_24957-RA	ACEP_00009288-RA
OG0006153	PBAR_24946-RA	ACEP_00009286-RA
OG0006154	PBAR_24939-RA	ACEP_00009283-RA
OG0006155	PBAR_24950-RA	ACEP_00009290-RA
OG0006156	PBAR_ar_RpS3A-1	ACEP_00009276-RA
OG0006157	PBAR_24942-RA	ACEP_00009278-RA
OG0006158	PBAR_24947-RA	ACEP_00009280-RA
OG0006159	PBAR_24926-RA	ACEP_00009263-RA
OG0006160	PBAR_24927-RA	ACEP_00009260-RA
OG0006161	PBAR_24934-RA	ACEP_00009262-RA
OG0006162	PBAR_24930-RA	ACEP_00009264-RA
OG0006163	PBAR_24935-RA	ACEP_00009265-RA
OG0006164	PBAR_24924-RA	ACEP_00009249-RA
OG0006165	PBAR_24931-RA	ACEP_00009254-RA
OG0006166	PBAR_24919-RA	ACEP_00009250-RA
OG0006167	PBAR_24920-RA	ACEP_00009248-RA
OG0006168	PBAR_24922-RA	ACEP_00009247-RA
OG0006169	PBAR_24918-RA	ACEP_00009244-RA
OG0006170	PBAR_24908-RA	ACEP_00009238-RA
OG0006171	PBAR_24903-RA	ACEP_00009240-RA
OG0006172	PBAR_24913-RA	ACEP_00009242-RA
OG0006173	PBAR_24915-RA	ACEP_00009241-RA
OG0006174	PBAR_15520-RA	ACEP_00009239-RA
OG0006175	PBAR_24914-RA	ACEP_00009237-RA
OG0006176	PBAR_10796-RA	ACEP_00009231-RA
OG0006177	PBAR_25227-RA	ACEP_00009229-RA
OG0006178	PBAR_18705-RA	ACEP_00009230-RA
OG0006179	PBAR_25216-RA	ACEP_00009226-RA
OG0006180	PBAR_25219-RA	ACEP_00009228-RA
OG0006181	PBAR_24910-RA	ACEP_00009223-RA
OG0006182	PBAR_24904-RA	ACEP_00009217-RA
OG0006183	PBAR_10675-RA	ACEP_00009209-RA
OG0006184	PBAR_15552-RA	ACEP_00009207-RA
OG0006185	PBAR_15551-RA	ACEP_00017786-RA
OG0006186	PBAR_15160-RA	ACEP_00016419-RA, ACEP_00009183-RA
OG0006187	PBAR_23916-RA	ACEP_00009180-RA
OG0006188	PBAR_23911-RA	ACEP_00009172-RA
OG0006189	PBAR_12293-RA	ACEP_00007334-RA
OG0006190	PBAR_12294-RA	ACEP_00007335-RA
OG0006191	PBAR_20387-RA	ACEP_00007328-RA
OG0006192	PBAR_20388-RA	ACEP_00007330-RA
OG0006193	PBAR_20385-RA	ACEP_00007329-RA
OG0006194	PBAR_12287-RA	ACEP_00007332-RA
OG0006195	PBAR_20386-RA	ACEP_00007327-RA
OG0006196	PBAR_20390-RA	ACEP_00007324-RA
OG0006197	PBAR_20392-RA	ACEP_00017539-RA
OG0006198	PBAR_ar_Ilp2-1	ACEP_00007317-RA
OG0006199	PBAR_20395-RA	ACEP_00007319-RA
OG0006200	PBAR_20402-RA	ACEP_00007316-RA
OG0006201	PBAR_20396-RA	ACEP_00007323-RA
OG0006202	PBAR_20407-RA	ACEP_00007312-RA
OG0006203	PBAR_20401-RA	ACEP_00007311-RA
OG0006204	PBAR_20405-RA	ACEP_00007315-RA
OG0006205	PBAR_20412-RA	ACEP_00007298-RA
OG0006206	PBAR_20408-RA	ACEP_00007302-RA
OG0006207	PBAR_20416-RA	ACEP_00007299-RA
OG0006208	PBAR_20418-RA	ACEP_00007300-RA
OG0006209	PBAR_ar_hipk-1	ACEP_00007297-RA
OG0006210	PBAR_20426-RA	ACEP_00007294-RA
OG0006211	PBAR_20425-RA	ACEP_00007295-RA
OG0006212	PBAR_20415-RA	ACEP_00007296-RA
OG0006213	PBAR_20424-RA	ACEP_00007290-RA
OG0006214	PBAR_20428-RA	ACEP_00007292-RA
OG0006215	PBAR_20423-RA	ACEP_00007291-RA
OG0006216	PBAR_20431-RA	ACEP_00007285-RA
OG0006217	PBAR_20432-RA	ACEP_00007288-RA
OG0006218	PBAR_20433-RA	ACEP_00007289-RA
OG0006219	PBAR_20655-RA	ACEP_00007273-RA
OG0006220	PBAR_20438-RA	ACEP_00007282-RA
OG0006221	PBAR_20653-RA	ACEP_00007277-RA
OG0006222	PBAR_20649-RA	ACEP_00007268-RA
OG0006223	PBAR_20659-RA	ACEP_00007272-RA
OG0006224	PBAR_20662-RA	ACEP_00007276-RA
OG0006225	PBAR_20650-RA	ACEP_00007269-RA
OG0006226	PBAR_ar_Ras1-RB	ACEP_00007280-RA
OG0006227	PBAR_20665-RA	ACEP_00007266-RA
OG0006228	PBAR_20660-RA	ACEP_00007279-RA
OG0006229	PBAR_20657-RA	ACEP_00007253-RA
OG0006230	PBAR_10752-RA	ACEP_00007260-RA
OG0006231	PBAR_20661-RA	ACEP_00007255-RA
OG0006232	PBAR_10755-RA	ACEP_00007258-RA
OG0006233	PBAR_20652-RA	ACEP_00007257-RA
OG0006234	PBAR_20666-RA	ACEP_00007251-RA
OG0006235	PBAR_ar_Cox6b1_like_B-1	ACEP_00007259-RA
OG0006236	PBAR_20646-RA	ACEP_00007263-RA
OG0006237	PBAR_10751-RA	ACEP_00007262-RA
OG0006238	PBAR_20672-RA	ACEP_00007250-RA
OG0006239	PBAR_20651-RA	ACEP_00007256-RA
OG0006240	PBAR_20647-RA	ACEP_00007254-RA
OG0006241	PBAR_20654-RA	ACEP_00007265-RA
OG0006242	PBAR_ar_Uqcrh_like-1	ACEP_00007264-RA
OG0006243	PBAR_25936-RA	ACEP_00007244-RA
OG0006244	PBAR_25941-RA	ACEP_00007241-RA
OG0006245	PBAR_25938-RA	ACEP_00007239-RA
OG0006246	PBAR_25942-RA	ACEP_00007240-RA
OG0006247	PBAR_25946-RA	ACEP_00007236-RA
OG0006248	PBAR_25953-RA	ACEP_00007228-RA
OG0006249	PBAR_25954-RA	ACEP_00007230-RA
OG0006250	PBAR_25955-RA	ACEP_00007227-RA
OG0006251	PBAR_25961-RA	ACEP_00007225-RA
OG0006252	PBAR_25968-RA	ACEP_00007216-RA
OG0006253	PBAR_25959-RA	ACEP_00007221-RA
OG0006254	PBAR_25966-RA	ACEP_00007222-RA
OG0006255	PBAR_25967-RA	ACEP_00007217-RA
OG0006256	PBAR_ar_Atp5o_like-1	ACEP_00007218-RA
OG0006257	PBAR_25960-RA	ACEP_00007219-RA
OG0006258	PBAR_25965-RA	ACEP_00007220-RA
OG0006259	PBAR_13820-RA	ACEP_00007211-RA
OG0006260	PBAR_25963-RA	ACEP_00007214-RA
OG0006261	PBAR_25962-RA	ACEP_00007215-RA
OG0006262	PBAR_25974-RA	ACEP_00007213-RA
OG0006263	PBAR_18992-RA	ACEP_00007209-RA
OG0006264	PBAR_13871-RA	ACEP_00007201-RA
OG0006265	PBAR_ar_CG10527-1	ACEP_00007207-RA
OG0006266	PBAR_13866-RA	ACEP_00007202-RA
OG0006267	PBAR_13872-RA	ACEP_00007205-RA
OG0006268	PBAR_13868-RA	ACEP_00007204-RA
OG0006269	PBAR_18991-RA	ACEP_00007208-RA
OG0006270	PBAR_13863-RA	ACEP_00007198-RA
OG0006271	PBAR_13860-RA	ACEP_00007197-RA
OG0006272	PBAR_13870-RA	ACEP_00007199-RA
OG0006273	PBAR_19297-RA	ACEP_00007192-RA
OG0006274	PBAR_19298-RA	ACEP_00007180-RA
OG0006275	PBAR_19299-RA	ACEP_00007185-RA
OG0006276	PBAR_19295-RA	ACEP_00007187-RA
OG0006277	PBAR_19292-RA	ACEP_00007186-RA
OG0006278	PBAR_19294-RA	ACEP_00007188-RA
OG0006279	PBAR_19302-RA	ACEP_00007183-RA
OG0006280	PBAR_19296-RA	ACEP_00007184-RA
OG0006281	PBAR_19293-RA	ACEP_00007189-RA
OG0006282	PBAR_19288-RA	ACEP_00007179-RA
OG0006283	PBAR_25976-RA	ACEP_00007171-RA
OG0006284	PBAR_19285-RA	ACEP_00007174-RA
OG0006285	PBAR_25970-RA	ACEP_00007172-RA
OG0006286	PBAR_19289-RA	ACEP_00007178-RA
OG0006287	PBAR_25971-RA	ACEP_00007173-RA
OG0006288	PBAR_26212-RA	ACEP_00007177-RA
OG0006289	PBAR_25973-RA	ACEP_00007165-RA
OG0006290	PBAR_25969-RA	ACEP_00007166-RA
OG0006291	PBAR_25975-RA	ACEP_00007167-RA
OG0006292	PBAR_25984-RA	ACEP_00007162-RA
OG0006293	PBAR_25985-RA	ACEP_00007158-RA
OG0006294	PBAR_25982-RA	ACEP_00007163-RA
OG0006295	PBAR_25980-RA	ACEP_00007161-RA
OG0006296	PBAR_25981-RA	ACEP_00007159-RA
OG0006297	PBAR_25983-RA	ACEP_00007160-RA
OG0006298	PBAR_25988-RA	ACEP_00007146-RA
OG0006299	PBAR_25989-RA	ACEP_00007152-RA
OG0006300	PBAR_25996-RA	ACEP_00007145-RA
OG0006301	PBAR_25994-RA	ACEP_00007151-RA
OG0006302	PBAR_26016-RA	ACEP_00007137-RA
OG0006303	PBAR_26001-RA	ACEP_00007147-RA
OG0006304	PBAR_25999-RA	ACEP_00007153-RA
OG0006305	PBAR_25993-RA	ACEP_00007154-RA
OG0006306	PBAR_26000-RA	ACEP_00007149-RA
OG0006307	PBAR_26017-RA	ACEP_00007138-RA
OG0006308	PBAR_26002-RA	ACEP_00007144-RA
OG0006309	PBAR_26004-RA	ACEP_00007150-RA
OG0006310	PBAR_25987-RA	ACEP_00007140-RA
OG0006311	PBAR_25992-RA	ACEP_00007148-RA
OG0006312	PBAR_25997-RA	ACEP_00007142-RA
OG0006313	PBAR_26003-RA	ACEP_00007141-RA
OG0006314	PBAR_25995-RA	ACEP_00007155-RA
OG0006315	PBAR_26014-RA	ACEP_00007135-RA
OG0006316	PBAR_26009-RA	ACEP_00007128-RA
OG0006317	PBAR_26018-RA	ACEP_00007136-RA
OG0006318	PBAR_26005-RA	ACEP_00007132-RA
OG0006319	PBAR_26010-RA	ACEP_00007133-RA
OG0006320	PBAR_26007-RA	ACEP_00007134-RA
OG0006321	PBAR_26006-RA	ACEP_00007126-RA
OG0006322	PBAR_26013-RA	ACEP_00007130-RA
OG0006323	PBAR_26027-RA	ACEP_00007124-RA
OG0006324	PBAR_26029-RA	ACEP_00007121-RA
OG0006325	PBAR_26035-RA	ACEP_00007105-RA
OG0006326	PBAR_26046-RA	ACEP_00007107-RA
OG0006327	PBAR_26040-RA	ACEP_00007108-RA
OG0006328	PBAR_26036-RA	ACEP_00007104-RA
OG0006329	PBAR_26044-RA	ACEP_00007109-RA
OG0006330	PBAR_26047-RA	ACEP_00007106-RA
OG0006331	PBAR_26028-RA	ACEP_00007112-RA
OG0006332	PBAR_26026-RA	ACEP_00007117-RA
OG0006333	PBAR_26031-RA	ACEP_00007119-RA
OG0006334	PBAR_26025-RA	ACEP_00007116-RA
OG0006335	PBAR_26032-RA	ACEP_00007115-RA
OG0006336	PBAR_26034-RA	ACEP_00007091-RA
OG0006337	PBAR_26055-RA	ACEP_00007087-RA
OG0006338	PBAR_26043-RA	ACEP_00007092-RA
OG0006339	PBAR_26058-RA	ACEP_00007089-RA
OG0006340	PBAR_26039-RA	ACEP_04583097-RA
OG0006341	PBAR_26051-RA	ACEP_00007088-RA
OG0006342	PBAR_26049-RA	ACEP_00017550-RA
OG0006343	PBAR_26037-RA	ACEP_00007100-RA
OG0006344	PBAR_26045-RA	ACEP_00007102-RA
OG0006345	PBAR_26057-RA	ACEP_00007090-RA
OG0006346	PBAR_ar_RpS27-1	ACEP_00007099-RA
OG0006347	PBAR_26048-RA	ACEP_00007103-RA
OG0006348	PBAR_26056-RA	ACEP_00007081-RA
OG0006349	PBAR_26050-RA	ACEP_00007083-RA
OG0006350	PBAR_26063-RA	ACEP_00007079-RA
OG0006351	PBAR_14892-RA	ACEP_00007074-RA
OG0006352	PBAR_14890-RA	ACEP_00007072-RA
OG0006353	PBAR_14883-RA	ACEP_00007064-RA
OG0006354	PBAR_14882-RA	ACEP_00007068-RA
OG0006355	PBAR_14881-RA	ACEP_00007066-RA
OG0006356	PBAR_14887-RA	ACEP_00007069-RA
OG0006357	PBAR_14888-RA	ACEP_00007067-RA
OG0006358	PBAR_14880-RA	ACEP_00007061-RA
OG0006359	PBAR_14877-RA	ACEP_00007057-RA
OG0006360	PBAR_14876-RA	ACEP_00007060-RA
OG0006361	PBAR_14869-RA	ACEP_00007055-RA
OG0006362	PBAR_14868-RA	ACEP_00007056-RA
OG0006363	PBAR_14860-RA	ACEP_00007047-RA
OG0006364	PBAR_14857-RA	ACEP_00007051-RA
OG0006365	PBAR_14856-RA	ACEP_00007048-RA
OG0006366	PBAR_14859-RA	ACEP_00007050-RA
OG0006367	PBAR_14861-RA	ACEP_00007049-RA
OG0006368	PBAR_14863-RA	ACEP_00007043-RA
OG0006369	PBAR_14854-RA	ACEP_00007041-RA
OG0006370	PBAR_14853-RA	ACEP_00007042-RA
OG0006371	PBAR_14855-RA	ACEP_00007040-RA
OG0006372	PBAR_11678-RA	ACEP_00007035-RA
OG0006373	PBAR_11675-RA	ACEP_00007037-RA
OG0006374	PBAR_ar_RpS11-1	ACEP_00007033-RA
OG0006375	PBAR_11684-RA	ACEP_00007032-RA
OG0006376	PBAR_11689-RA	ACEP_00007029-RA
OG0006377	PBAR_11685-RA	ACEP_00007030-RA
OG0006378	PBAR_11690-RA	ACEP_00007025-RA
OG0006379	PBAR_11688-RA	ACEP_00007026-RA
OG0006380	PBAR_11687-RA	ACEP_00007023-RA
OG0006381	PBAR_11686-RA	ACEP_00007024-RA
OG0006382	PBAR_10098-RA	ACEP_00007021-RA
OG0006383	PBAR_12353-RA	ACEP_00007017-RA
OG0006384	PBAR_12365-RA	ACEP_00007014-RA
OG0006385	PBAR_12362-RA	ACEP_00007015-RA
OG0006386	PBAR_12350-RA	ACEP_00007018-RA
OG0006387	PBAR_12351-RA	ACEP_00007020-RA
OG0006388	PBAR_12354-RA	ACEP_00007019-RA
OG0006389	PBAR_12358-RA	ACEP_00007007-RA
OG0006390	PBAR_12357-RA	ACEP_00007008-RA
OG0006391	PBAR_12367-RA	ACEP_00007011-RA
OG0006392	PBAR_12359-RA	ACEP_00007009-RA
OG0006393	PBAR_12363-RA	ACEP_00007010-RA
OG0006394	PBAR_12360-RA	ACEP_00007013-RA
OG0006395	PBAR_12368-RA	ACEP_00007004-RA
OG0006396	PBAR_18894-RA	ACEP_00016616-RA
OG0006397	PBAR_15503-RA	ACEP_00016923-RA
OG0006398	PBAR_18883-RA	ACEP_00016552-RA
OG0006399	PBAR_14562-RA	ACEP_00016685-RA
OG0006400	PBAR_18231-RA	ACEP_00014160-RA
OG0006401	PBAR_18240-RA	ACEP_00014157-RA
OG0006402	PBAR_18233-RA	ACEP_00014156-RA
OG0006403	PBAR_18232-RA	ACEP_00014158-RA
OG0006404	PBAR_18245-RA	ACEP_00014153-RA
OG0006405	PBAR_18250-RA	ACEP_00014144-RA
OG0006406	PBAR_18243-RA	ACEP_00014145-RA
OG0006407	PBAR_ar_mGlutR1-RA	ACEP_00014147-RA
OG0006408	PBAR_18242-RA	ACEP_00014150-RA
OG0006409	PBAR_18258-RA	ACEP_00014142-RA
OG0006410	PBAR_18262-RA	ACEP_00014131-RA
OG0006411	PBAR_18273-RA	ACEP_00014124-RA
OG0006412	PBAR_18265-RA	ACEP_00014117-RA
OG0006413	PBAR_18268-RA	ACEP_00014128-RA
OG0006414	PBAR_18271-RA	ACEP_00014123-RA
OG0006415	PBAR_18267-RA	ACEP_00014119-RA
OG0006416	PBAR_18266-RA	ACEP_00014115-RA
OG0006417	PBAR_18260-RA	ACEP_00014121-RA
OG0006418	PBAR_18261-RA	ACEP_00014118-RA
OG0006419	PBAR_ar_ECSIT-1	ACEP_00014120-RA
OG0006420	PBAR_18269-RA	ACEP_00014129-RA
OG0006421	PBAR_18280-RA	ACEP_00014112-RA
OG0006422	PBAR_18281-RA	ACEP_00014111-RA
OG0006423	PBAR_18282-RA	ACEP_00014110-RA
OG0006424	PBAR_24625-RA	ACEP_00014102-RA
OG0006425	PBAR_16094-RA	ACEP_00016663-RA
OG0006426	PBAR_17435-RA	ACEP_00016540-RA
OG0006427	PBAR_25168-RA	ACEP_00016876-RA
OG0006428	PBAR_25861-RA	ACEP_00016534-RA
OG0006429	PBAR_18945-RA	ACEP_00016936-RA
OG0006430	PBAR_14242-RA	ACEP_00016424-RA
OG0006431	PBAR_24629-RA	ACEP_00016869-RA
OG0006432	PBAR_21760-RA	ACEP_00016497-RA
OG0006433	CG_02550110	ACEP_00016633-RA
OG0006434	PBAR_17727-RA	ACEP_00016349-RA
OG0006435	PBAR_25620-RA	ACEP_00016770-RA
OG0006436	PBAR_25611-RA	ACEP_00016769-RA
OG0006437	PBAR_12180-RA	ACEP_00009792-RA
OG0006438	PBAR_12184-RA	ACEP_00009774-RA
OG0006439	PBAR_12188-RA	ACEP_00009771-RA
OG0006440	PBAR_12206-RA	ACEP_00009769-RA
OG0006441	PBAR_12190-RA	ACEP_00009763-RA
OG0006442	PBAR_12191-RA	ACEP_00009760-RA
OG0006443	PBAR_12201-RA	ACEP_00009757-RA
OG0006444	PBAR_12203-RA	ACEP_00009761-RA
OG0006445	PBAR_12192-RA	ACEP_00009744-RA
OG0006446	PBAR_12199-RA	ACEP_00009741-RA
OG0006447	PBAR_25581-RA	ACEP_00009739-RA
OG0006448	PBAR_25587-RA	ACEP_00009738-RA
OG0006449	PBAR_18012-RA	ACEP_00009726-RA
OG0006450	PBAR_17996-RA	ACEP_00009720-RA
OG0006451	PBAR_11026-RA	ACEP_00009709-RA
OG0006452	PBAR_11012-RA	ACEP_00009710-RA
OG0006453	PBAR_11025-RA	ACEP_00009706-RA
OG0006454	PBAR_11013-RA	ACEP_00009695-RA
OG0006455	PBAR_11023-RA	ACEP_00009696-RA
OG0006456	PBAR_17238-RA	ACEP_00009692-RA
OG0006457	PBAR_ar_Uqcr11_like-1	ACEP_00009684-RA
OG0006458	PBAR_15843-RA	ACEP_00009688-RA
OG0006459	PBAR_11000-RA	ACEP_00009681-RA
OG0006460	PBAR_10999-RA	ACEP_00009673-RA
OG0006461	PBAR_11005-RA	ACEP_00009671-RA
OG0006462	PBAR_ar_RpL31-1	ACEP_00009674-RA
