Orthogroup	lhum_annotation	pbar_annotation
OG0006298	LHUM_19087-RA	PBAR_25988-RA
OG0006299	LHUM_19084-RA	PBAR_25989-RA
OG0006300	LHUM_23721-RA	PBAR_25996-RA
OG0006301	LHUM_19088-RA	PBAR_25994-RA
OG0006302	LHUM_23712-RA	PBAR_26016-RA
OG0006303	LHUM_19093-RA	PBAR_26001-RA
OG0006304	LHUM_19091-RA	PBAR_25999-RA
OG0006305	LHUM_19085-RA	PBAR_25993-RA
OG0006306	LHUM_19092-RA	PBAR_26000-RA
OG0006307	LHUM_23715-RA	PBAR_26017-RA
OG0006308	LHUM_23709-RA	PBAR_26002-RA
OG0006309	LHUM_19094-RA	PBAR_26004-RA
OG0006310	LHUM_23719-RA	PBAR_25987-RA
OG0006311	LHUM_19083-RA	PBAR_25992-RA
OG0006312	LHUM_23723-RA	PBAR_25997-RA
OG0006313	LHUM_23717-RA	PBAR_26003-RA
OG0006314	LHUM_19090-RA	PBAR_25995-RA
OG0006315	LHUM_23711-RA	PBAR_26014-RA
OG0006316	LHUM_23705-RA	PBAR_26009-RA
OG0006317	LHUM_23716-RA	PBAR_26018-RA
OG0006318	LHUM_23718-RA	PBAR_26005-RA
OG0006319	LHUM_23708-RA	PBAR_26010-RA
OG0006320	LHUM_23720-RA	PBAR_26007-RA
OG0006321	LHUM_23707-RA	PBAR_26006-RA
OG0006322	LHUM_23714-RA	PBAR_26013-RA
OG0006323	LHUM_23701-RA	PBAR_26027-RA
OG0006324	LHUM_23702-RA	PBAR_26029-RA
OG0006325	LHUM_10308-RA	PBAR_26035-RA
OG0006326	LHUM_10310-RA	PBAR_26046-RA
OG0006327	LHUM_10301-RA	PBAR_26040-RA
OG0006328	LHUM_13962-RA	PBAR_26036-RA
OG0006329	LHUM_11860-RA	PBAR_26044-RA
OG0006330	LHUM_10311-RA	PBAR_26047-RA
OG0006331	LHUM_11853-RA	PBAR_26028-RA
OG0006332	LHUM_11856-RA	PBAR_26026-RA
OG0006333	LHUM_23689-RA	PBAR_26031-RA
OG0006334	LHUM_11854-RA	PBAR_26025-RA
OG0006335	LHUM_11857-RA	PBAR_26032-RA
OG0006336	LHUM_19039-RA	PBAR_26034-RA
OG0006337	LHUM_19025-RA	PBAR_26055-RA
OG0006338	LHUM_19026-RA	PBAR_26043-RA
OG0006339	LHUM_19030-RA	PBAR_26058-RA
OG0006340	LHUM_14423-RA	PBAR_26039-RA
OG0006341	LHUM_19032-RA	PBAR_26051-RA
OG0006342	LHUM_25753-RA	PBAR_26049-RA
OG0006343	LHUM_13961-RA	PBAR_26037-RA
OG0006344	LHUM_13957-RA	PBAR_26045-RA
OG0006345	LHUM_19027-RA	PBAR_26057-RA
OG0006346	LHUM_13958-RA	PBAR_ar_RpS27-1
OG0006347	LHUM_13956-RA	PBAR_26048-RA
OG0006348	LHUM_18317-RA	PBAR_26056-RA
OG0006349	LHUM_18320-RA	PBAR_26050-RA
OG0006350	LHUM_18314-RA	PBAR_26063-RA
OG0006351	LHUM_18307-RA	PBAR_14892-RA
OG0006352	LHUM_18303-RA	PBAR_14890-RA
OG0006353	LHUM_18591-RA	PBAR_14883-RA
OG0006354	LHUM_18300-RA	PBAR_14882-RA
OG0006355	LHUM_18592-RA	PBAR_14881-RA
OG0006356	LHUM_18302-RA	PBAR_14887-RA
OG0006357	LHUM_18597-RA	PBAR_14888-RA
OG0006358	LHUM_18587-RA	PBAR_14880-RA
OG0006359	LHUM_18583-RA	PBAR_14877-RA
OG0006360	LHUM_18582-RA	PBAR_14876-RA
OG0006361	LHUM_18579-RA	PBAR_14869-RA
OG0006362	LHUM_18581-RA	PBAR_14868-RA
OG0006363	LHUM_18577-RA	PBAR_14860-RA
OG0006364	LHUM_18574-RA	PBAR_14857-RA
OG0006365	LHUM_18575-RA	PBAR_14856-RA
OG0006366	LHUM_18576-RA	PBAR_14859-RA
OG0006367	LHUM_18580-RA	PBAR_14861-RA
OG0006368	LHUM_18572-RA	PBAR_14863-RA
OG0006369	LHUM_18598-RA	PBAR_14854-RA
OG0006370	LHUM_18566-RA	PBAR_14853-RA
OG0006371	LHUM_18599-RA	PBAR_14855-RA
OG0006372	LHUM_18609-RA	PBAR_11678-RA
OG0006373	LHUM_18606-RA	PBAR_11675-RA
OG0006374	LHUM_18607-RA	PBAR_ar_RpS11-1
OG0006375	LHUM_18610-RA	PBAR_11684-RA
OG0006376	LHUM_10318-RA	PBAR_11689-RA
OG0006377	LHUM_10317-RA	PBAR_11685-RA
OG0006378	LHUM_10307-RA	PBAR_11690-RA
OG0006379	LHUM_10306-RA	PBAR_11688-RA
OG0006380	LHUM_10304-RA	PBAR_11687-RA
OG0006381	LHUM_10313-RA	PBAR_11686-RA
OG0006382	LHUM_10312-RA	PBAR_10098-RA
OG0006383	LHUM_18601-RA	PBAR_12353-RA
OG0006384	LHUM_18605-RA	PBAR_12365-RA
OG0006385	LHUM_18602-RA	PBAR_12362-RA
OG0006386	LHUM_18590-RA	PBAR_12350-RA
OG0006387	LHUM_18593-RA	PBAR_12351-RA
OG0006388	LHUM_18594-RA	PBAR_12354-RA
OG0006389	LHUM_18306-RA	PBAR_12358-RA
OG0006390	LHUM_18595-RA	PBAR_12357-RA
OG0006391	LHUM_25741-RA	PBAR_12367-RA
OG0006392	LHUM_18596-RA	PBAR_12359-RA
OG0006393	LHUM_18603-RA	PBAR_12363-RA
OG0006394	LHUM_18600-RA	PBAR_12360-RA
OG0006395	LHUM_18296-RA	PBAR_12368-RA
OG0006396	LHUM_21835-RA	PBAR_18894-RA
OG0006397	LHUM_21001-RA	PBAR_15503-RA
OG0006398	LHUM_21826-RA	PBAR_18883-RA
OG0006399	LHUM_14004-RA	PBAR_14562-RA
OG0006400	LHUM_22608-RA	PBAR_18231-RA
OG0006401	LHUM_22625-RA	PBAR_18240-RA
OG0006402	LHUM_22633-RA	PBAR_18233-RA
OG0006403	LHUM_22612-RA	PBAR_18232-RA
OG0006404	LHUM_22629-RA	PBAR_18245-RA
OG0006405	LHUM_22605-RA	PBAR_18250-RA
OG0006406	LHUM_22618-RA	PBAR_18243-RA
OG0006407	LHUM_22634-RA	PBAR_ar_mGlutR1-RA
OG0006408	LHUM_22628-RA	PBAR_18242-RA
OG0006409	LHUM_22620-RA	PBAR_18258-RA
OG0006410	LHUM_22619-RA	PBAR_18262-RA
OG0006411	LHUM_22609-RA	PBAR_18273-RA
OG0006412	LHUM_22599-RA	PBAR_18265-RA
OG0006413	LHUM_22614-RA	PBAR_18268-RA
OG0006414	LHUM_22611-RA	PBAR_18271-RA
OG0006415	LHUM_22602-RA	PBAR_18267-RA
OG0006416	LHUM_22600-RA	PBAR_18266-RA
OG0006417	LHUM_22603-RA	PBAR_18260-RA
OG0006418	LHUM_22604-RA	PBAR_18261-RA
OG0006419	LHUM_22601-RA	PBAR_ar_ECSIT-1
OG0006420	LHUM_22610-RA	PBAR_18269-RA
OG0006421	LHUM_22598-RA	PBAR_18280-RA
OG0006422	LHUM_22597-RA	PBAR_18281-RA
OG0006423	LHUM_22596-RA	PBAR_18282-RA
OG0006424	LHUM_22594-RA	PBAR_24625-RA
OG0006425	LHUM_21992-RA	PBAR_16094-RA
OG0006426	LHUM_13069-RA	PBAR_17435-RA
OG0006427	LHUM_25408-RA	PBAR_25168-RA
OG0006428	LHUM_21090-RA	PBAR_25861-RA
OG0006429	LHUM_15898-RA	PBAR_18945-RA
OG0006430	LHUM_14903-RA	PBAR_14242-RA
OG0006431	LHUM_21007-RA	PBAR_24629-RA
OG0006432	LHUM_16117-RA	PBAR_21760-RA
OG0006433	LHUM_20589-RA	CG_02550110
OG0006434	LHUM_18047-RA	PBAR_17727-RA
OG0006435	LHUM_24271-RA	PBAR_25620-RA
OG0006436	LHUM_24282-RA	PBAR_25611-RA
OG0006437	LHUM_19979-RA	PBAR_12180-RA
OG0006438	LHUM_19155-RA	PBAR_12184-RA
OG0006439	LHUM_19153-RA	PBAR_12188-RA
OG0006440	LHUM_19269-RA	PBAR_12206-RA
OG0006441	LHUM_19272-RA	PBAR_12190-RA
OG0006442	LHUM_19275-RA	PBAR_12191-RA
OG0006443	LHUM_19271-RA	PBAR_12201-RA
OG0006444	LHUM_19267-RA	PBAR_12203-RA
OG0006445	LHUM_19282-RA	PBAR_12192-RA
OG0006446	LHUM_19265-RA	PBAR_12199-RA
OG0006447	LHUM_13741-RA	PBAR_25581-RA
OG0006448	LHUM_13744-RA	PBAR_25587-RA
OG0006449	LHUM_16796-RA	PBAR_18012-RA
OG0006450	LHUM_19618-RA	PBAR_17996-RA
OG0006451	LHUM_19388-RA	PBAR_11026-RA
OG0006452	LHUM_19378-RA	PBAR_11012-RA
OG0006453	LHUM_19381-RA	PBAR_11025-RA
OG0006454	LHUM_19376-RA	PBAR_11013-RA
OG0006455	LHUM_19384-RA	PBAR_11023-RA
OG0006456	LHUM_13427-RA	PBAR_17238-RA
OG0006457	LHUM_13440-RA	PBAR_ar_Uqcr11_like-1
OG0006458	LHUM_17410-RA	PBAR_15843-RA
OG0006459	LHUM_16941-RA	PBAR_11000-RA
OG0006460	LHUM_16790-RA	PBAR_10999-RA
OG0006461	LHUM_16797-RA	PBAR_11005-RA
OG0006462	LHUM_16795-RA	PBAR_ar_RpL31-1
OG0006463	LHUM_16936-RA	PBAR_11006-RA
OG0006464	LHUM_16793-RA	PBAR_11009-RA
OG0006465	LHUM_16802-RA	PBAR_11015-RA
OG0006467	LHUM_24535-RA	PBAR_24616-RA
OG0006468	LHUM_24525-RA	PBAR_24619-RA
OG0006469	LHUM_24526-RA	PBAR_24627-RA
OG0006470	LHUM_24533-RA	PBAR_24615-RA
OG0006471	LHUM_24524-RA	PBAR_10326-RA
OG0006472	LHUM_24532-RA	PBAR_24711-RA
OG0006473	LHUM_24534-RA	PBAR_10567-RA
OG0006474	LHUM_24523-RA	PBAR_24714-RA
OG0006475	LHUM_24522-RA	PBAR_24713-RA
OG0006476	LHUM_24519-RA	PBAR_24715-RA
OG0006477	LHUM_15719-RA	PBAR_21237-RA
OG0006478	LHUM_16450-RA	PBAR_17311-RA
OG0006479	LHUM_16455-RA	PBAR_17316-RA
OG0006480	LHUM_16456-RA	PBAR_17322-RA
OG0006481	LHUM_16458-RA	PBAR_17319-RA
OG0006482	LHUM_16459-RA	PBAR_17321-RA
OG0006483	LHUM_16454-RA	PBAR_17318-RA
OG0006484	LHUM_16460-RA	PBAR_17329-RA
OG0006485	LHUM_16462-RA	PBAR_17328-RA
OG0006486	LHUM_16470-RA	PBAR_17334-RA
OG0006487	LHUM_16463-RA	PBAR_17331-RA
OG0006488	LHUM_16471-RA	PBAR_17336-RA
OG0006489	LHUM_16469-RA	PBAR_17335-RA
OG0006490	LHUM_16472-RA	PBAR_17340-RA
OG0006491	LHUM_16468-RA	PBAR_17342-RA
OG0006492	LHUM_16466-RA	PBAR_17338-RA
OG0006493	LHUM_16467-RA	PBAR_17339-RA
OG0006494	LHUM_16480-RA	PBAR_17343-RA
OG0006495	LHUM_16474-RA	PBAR_17337-RA
OG0006496	LHUM_16479-RA	PBAR_17352-RA
OG0006497	LHUM_16473-RA	PBAR_17346-RA
OG0006498	LHUM_16476-RB	PBAR_17347-RA
OG0006499	LHUM_17723-RA	PBAR_17345-RA
OG0006500	LHUM_16475-RA	PBAR_17348-RA
OG0006501	LHUM_16484-RA	PBAR_17351-RA
OG0006502	LHUM_17719-RA	PBAR_17353-RA
OG0006503	LHUM_17721-RA	PBAR_26641-RA
OG0006504	LHUM_17720-RA	PBAR_17356-RA
OG0006505	LHUM_21066-RA	PBAR_13075-RA
OG0006506	LHUM_21644-RA	PBAR_13929-RA
OG0006507	LHUM_21649-RA	PBAR_13940-RA
OG0006508	LHUM_21640-RA	PBAR_13947-RA
OG0006509	LHUM_21639-RA	PBAR_13945-RA
OG0006510	LHUM_21650-RA	PBAR_13943-RA
OG0006511	LHUM_21634-RA	PBAR_13955-RA
OG0006512	LHUM_21645-RA	PBAR_13938-RA
OG0006513	LHUM_21636-RA	PBAR_13957-RA
OG0006514	LHUM_21638-RA	PBAR_13946-RA
OG0006515	LHUM_21646-RA	PBAR_13942-RA
OG0006516	LHUM_21648-RA	PBAR_13941-RA
OG0006517	LHUM_21635-RA	PBAR_ar-bowel-like-1
OG0006518	LHUM_11633-RA	PBAR_ar_chico-RA
OG0006519	LHUM_17985-RA	PBAR_19663-RA
OG0006520	LHUM_17992-RA	PBAR_19654-RA
OG0006521	LHUM_17991-RA	PBAR_19652-RA
OG0006522	LHUM_17995-RA	PBAR_19650-RA
OG0006523	LHUM_17986-RA	PBAR_19662-RA
OG0006524	LHUM_17989-RA	PBAR_19665-RA
OG0006525	LHUM_17977-RA	PBAR_19669-RA
OG0006526	LHUM_17975-RA	PBAR_19668-RA
OG0006527	LHUM_17983-RA	PBAR_19675-RA
OG0006528	LHUM_17982-RA	PBAR_19676-RA
OG0006529	LHUM_17979-RA	PBAR_19671-RA
OG0006530	LHUM_17981-RA	PBAR_19672-RA
OG0006531	LHUM_17978-RA	PBAR_19682-RA
OG0006532	LHUM_17976-RA	PBAR_19673-RA
OG0006533	LHUM_17980-RA	PBAR_19670-RA
OG0006534	LHUM_17987-RA	PBAR_19661-RA
OG0006535	LHUM_12620-RA	PBAR_19687-RA
OG0006536	LHUM_12619-RA	PBAR_19688-RA
OG0006537	LHUM_12625-RA	PBAR_19689-RA
OG0006538	LHUM_12626-RA	PBAR_19690-RA
OG0006539	LHUM_12627-RA	PBAR_19693-RA
OG0006540	LHUM_12630-RA	PBAR_19696-RA
OG0006541	LHUM_12632-RA	PBAR_19703-RA
OG0006542	LHUM_12631-RA	PBAR_19700-RA
OG0006543	LHUM_12633-RA	PBAR_19704-RA
OG0006544	LHUM_12635-RA	PBAR_19702-RA
OG0006545	LHUM_12637-RA	PBAR_19705-RA
OG0006546	LHUM_10811-RA	PBAR_19719-RA
OG0006547	LHUM_10801-RA	PBAR_19707-RA
OG0006548	LHUM_12639-RA	PBAR_19709-RA
OG0006549	LHUM_10806-RA	PBAR_19710-RA
OG0006550	LHUM_11636-RA	PBAR_19708-RA
OG0006551	LHUM_10809-RA	PBAR_19718-RA
OG0006552	LHUM_12647-RA	PBAR_19721-RA
OG0006553	LHUM_10802-RA	PBAR_19727-RA
OG0006554	LHUM_12641-RA	PBAR_19712-RA
OG0006555	LHUM_12652-RA	PBAR_19723-RA
OG0006556	LHUM_10810-RA	PBAR_19736-RA
OG0006557	LHUM_10808-RA	PBAR_19732-RA
OG0006558	LHUM_10804-RA	PBAR_ar_caspar-1
OG0006559	LHUM_10805-RA	PBAR_19730-RA
OG0006560	LHUM_10820-RA	PBAR_19733-RA
OG0006561	LHUM_10826-RA	PBAR_19740-RA
OG0006562	LHUM_10816-RA	PBAR_19728-RA
OG0006563	LHUM_10824-RA	PBAR_19738-RA
OG0006564	LHUM_12341-RA	PBAR_15606-RA
OG0006565	LHUM_16591-RA	PBAR_19742-RA
OG0006566	LHUM_16592-RA	PBAR_15608-RA
OG0006567	LHUM_12345-RA	PBAR_15611-RA
OG0006568	LHUM_16590-RA	PBAR_arAdoR-1
OG0006569	LHUM_12349-RA	PBAR_15612-RA
OG0006570	LHUM_12336-RA	PBAR_15607-RA
OG0006571	LHUM_10825-RA	PBAR_19743-RA
OG0006572	LHUM_10823-RA	PBAR_ar_Traf1-1
OG0006573	LHUM_12340-RA	PBAR_15595-RA
OG0006574	LHUM_25381-RA	PBAR_15609-RA
OG0006575	LHUM_12338-RA	PBAR_ar_BCL7B_like-1
OG0006576	LHUM_12359-RA	PBAR_15601-RA
OG0006577	LHUM_12337-RA	PBAR_15588-RA
OG0006578	LHUM_12347-RA	PBAR_15602-RA
OG0006579	LHUM_12357-RA	PBAR_15603-RA
OG0006580	LHUM_12344-RA	PBAR_15585-RA
OG0006581	LHUM_12361-RA	PBAR_15600-RA
OG0006582	LHUM_12360-RA	PBAR_15604-RA
OG0006583	LHUM_23389-RA	PBAR_15572-RA
OG0006585	LHUM_23396-RA	PBAR_15576-RA
OG0006586	LHUM_23397-RA	PBAR_15575-RA
OG0006587	LHUM_12364-RA	PBAR_15589-RA
OG0006588	LHUM_23387-RA	PBAR_15573-RA
OG0006589	LHUM_23406-RA	PBAR_15599-RA
OG0006590	LHUM_24028-RA	PBAR_15582-RA
OG0006591	LHUM_12363-RA	PBAR_15586-RA
OG0006592	LHUM_23405-RA	PBAR_15580-RA
OG0006593	LHUM_23402-RA	CG_02548773
OG0006594	LHUM_23390-RA	PBAR_15571-RA
OG0006595	LHUM_12367-RA	PBAR_15592-RA
OG0006596	LHUM_12355-RA	PBAR_15597-RA
OG0006597	LHUM_12362-RA	PBAR_15584-RA
OG0006598	LHUM_23385-RA	PBAR_ar_Cox6a1_like_B-RA
OG0006599	LHUM_23379-RA	PBAR_15574-RA
OG0006600	LHUM_23384-RA	PBAR_15569-RA
OG0006601	LHUM_23383-RA	PBAR_15583-RA
OG0006602	LHUM_20528-RA	PBAR_15568-RA
OG0006603	LHUM_20525-RA	PBAR_15567-RA
OG0006604	LHUM_20532-RA	PBAR_15566-RA
OG0006605	LHUM_20544-RA	PBAR_10337-RA
OG0006606	LHUM_20543-RA	PBAR_15565-RA
OG0006607	LHUM_20547-RA	PBAR_25767-RA
OG0006608	LHUM_20546-RA	PBAR_25768-RA
OG0006609	LHUM_20548-RA	PBAR_10339-RA
OG0006610	LHUM_20558-RA	PBAR_25751-RA
OG0006611	LHUM_23459-RA	PBAR_25761-RA
OG0006612	LHUM_23462-RA	PBAR_25760-RA
OG0006613	LHUM_23455-RA	PBAR_25752-RA
OG0006614	LHUM_20556-RA	PBAR_25753-RA
OG0006615	LHUM_23463-RA	PBAR_25755-RA
OG0006616	LHUM_23460-RA	PBAR_25756-RA
OG0006617	LHUM_23470-RA	PBAR_25762-RA
OG0006618	LHUM_23439-RA	PBAR_ar_RpL27A-1
OG0006619	LHUM_23426-RA	PBAR_25732-RA
OG0006620	LHUM_23465-RA	PBAR_25738-RA
OG0006621	LHUM_23444-RA	PBAR_25742-RA
OG0006622	LHUM_23435-RA	PBAR_ar_wengen-1
OG0006623	LHUM_23432-RA	PBAR_25737-RA
OG0006624	LHUM_23425-RA	PBAR_25729-RA
OG0006625	LHUM_23453-RA	PBAR_25731-RA
OG0006626	LHUM_23458-RA	PBAR_ar_CAM-1
OG0006627	LHUM_23447-RA	PBAR_25730-RA
OG0006628	LHUM_23452-RA	PBAR_25733-RA
OG0006629	LHUM_23434-RA	PBAR_14149-RA
OG0006630	LHUM_23427-RA	PBAR_14143-RA
OG0006631	LHUM_23443-RA	PBAR_14152-RA
OG0006632	LHUM_23430-RA	PBAR_14145-RA
OG0006633	LHUM_23436-RA	PBAR_ar_PDI-1
OG0006634	LHUM_23429-RA	PBAR_14144-RA
OG0006635	LHUM_23437-RA	PBAR_25739-RA
OG0006636	LHUM_23433-RA	PBAR_16462-RA
OG0006637	LHUM_23423-RA	PBAR_17254-RA
OG0006638	LHUM_23408-RA	PBAR_17244-RA
OG0006639	LHUM_23409-RA	PBAR_17243-RA
OG0006640	LHUM_23419-RA	PBAR_17250-RA
OG0006641	LHUM_23411-RA	PBAR_17245-RA
OG0006642	LHUM_23422-RA	PBAR_17253-RA
OG0006643	LHUM_23418-RA	PBAR_17251-RA
OG0006644	LHUM_23413-RA	PBAR_ar_Uqcrb_like_A-1
OG0006645	LHUM_23414-RA	PBAR_17249-RA
OG0006646	LHUM_23329-RA	PBAR_26732-RA
OG0006647	LHUM_23337-RA	PBAR_18824-RA
OG0006648	LHUM_um_patched-RA	CG_02546289
OG0006649	LHUM_23328-RA	PBAR_18814-RA
OG0006650	LHUM_23331-RA	PBAR_18818-RA
OG0006651	LHUM_23415-RA	PBAR_17234-RA
OG0006652	LHUM_23345-RA	PBAR_18825-RA
OG0006653	LHUM_23342-RA	PBAR_18816-RA
OG0006654	LHUM_23344-RA	PBAR_18821-RA
OG0006655	LHUM_23347-RA	PBAR_18829-RA
OG0006656	LHUM_23348-RA	PBAR_18830-RA
OG0006657	LHUM_23349-RA	PBAR_18832-RA
OG0006658	LHUM_23346-RA	PBAR_18831-RA
OG0006659	LHUM_23340-RA	PBAR_18827-RA
OG0006660	LHUM_23341-RA	PBAR_ar_galectin1-1
OG0006661	LHUM_23360-RA	PBAR_18846-RA
OG0006662	LHUM_23363-RA	PBAR_18850-RA
OG0006663	LHUM_19400-RA	PBAR_18838-RA
OG0006664	LHUM_19406-RA	PBAR_18847-RA
OG0006665	LHUM_19402-RA	PBAR_18841-RA
OG0006666	LHUM_23365-RA	PBAR_18848-RA
OG0006667	LHUM_23352-RA	PBAR_18844-RA
OG0006668	LHUM_19404-RA	PBAR_18842-RA
OG0006669	LHUM_19408-RA	PBAR_18851-RA
OG0006670	LHUM_23361-RA	PBAR_18849-RA
OG0006671	LHUM_23353-RA	PBAR_ar_Exp5-like-1
OG0006672	LHUM_23356-RA	PBAR_18843-RA
OG0006673	LHUM_23467-RA	PBAR_21416-RA
OG0006674	LHUM_10991-RA	PBAR_17948-RA
OG0006675	LHUM_10989-RA	PBAR_17951-RA
OG0006676	LHUM_10988-RA	PBAR_17952-RA
OG0006677	LHUM_10998-RA	PBAR_17942-RA
OG0006678	LHUM_10999-RA	PBAR_17943-RA
OG0006679	LHUM_11002-RA	PBAR_26679-RA
OG0006680	LHUM_11006-RA	PBAR_17934-RA
OG0006681	LHUM_22025-RA	PBAR_16125-RA
OG0006682	LHUM_22005-RA	PBAR_16130-RA
OG0006683	LHUM_22010-RA	PBAR_16122-RA
OG0006684	LHUM_22023-RA	PBAR_16123-RA
OG0006685	LHUM_22024-RA	PBAR_16127-RA
OG0006686	LHUM_22020-RA	PBAR_16120-RA
OG0006687	LHUM_22018-RA	PBAR_16116-RA
OG0006688	LHUM_22021-RA	PBAR_16137-RA
OG0006689	LHUM_22001-RA	PBAR_16103-RA
OG0006690	LHUM_22015-RA	PBAR_16113-RA
OG0006691	LHUM_22013-RA	PBAR_16112-RA
OG0006692	LHUM_22008-RA	PBAR_16126-RA
OG0006693	LHUM_19851-RA	PBAR_ar_mle-1
OG0006694	LHUM_22007-RA	PBAR_16110-RA
OG0006695	LHUM_22009-RA	PBAR_16124-RA
OG0006696	LHUM_22003-RA	PBAR_16107-RA
OG0006697	LHUM_22014-RA	PBAR_16121-RA
OG0006698	LHUM_21999-RA	PBAR_16109-RA
OG0006699	LHUM_21997-RA	PBAR_16104-RA
OG0006700	LHUM_22016-RA	PBAR_16114-RA
OG0006701	LHUM_21994-RA	PBAR_26579-RA
OG0006702	LHUM_21996-RA	PBAR_16098-RA
OG0006703	LHUM_21995-RA	PBAR_16097-RA
OG0006704	LHUM_21973-RA	PBAR_23925-RA
OG0006705	LHUM_21987-RA	PBAR_23917-RA
OG0006706	LHUM_21982-RA	PBAR_23918-RA
OG0006707	LHUM_um_scalloped-RA	PBAR_ar_scalloped-RA
OG0006708	LHUM_21870-RA	PBAR_13599-RA
OG0006709	LHUM_21869-RA	PBAR_13597-RA
OG0006710	LHUM_21865-RA	PBAR_13598-RA
OG0006711	LHUM_21856-RA	PBAR_10996-RA
OG0006712	LHUM_21852-RA	PBAR_10995-RA
OG0006713	LHUM_21854-RA	PBAR_20743-RA
OG0006714	LHUM_21853-RA	PBAR_ar_clock-like-1
OG0006715	LHUM_21847-RA	PBAR_20740-RA
OG0006716	LHUM_21849-RA	PBAR_20742-RA
OG0006717	LHUM_21857-RA	PBAR_20741-RA
OG0006718	LHUM_21848-RA	PBAR_11082-RA
OG0006719	LHUM_21844-RA	PBAR_11336-RA
OG0006720	LHUM_21843-RA	PBAR_11338-RA
OG0006721	LHUM_21839-RA	PBAR_18904-RA
OG0006722	LHUM_21840-RA	PBAR_ar_sgl-1
OG0006723	LHUM_21837-RA	PBAR_18902-RA
OG0006724	LHUM_21833-RA	PBAR_18891-RA
OG0006725	LHUM_21830-RA	PBAR_18888-RA
OG0006726	LHUM_21831-RA	PBAR_18887-RA
OG0006727	LHUM_21822-RA	PBAR_18882-RA
OG0006728	LHUM_21817-RA	PBAR_18874-RA
OG0006729	LHUM_21818-RA	PBAR_ar_similar-to-R2D2-1
OG0006730	LHUM_21819-RA	PBAR_18877-RA
OG0006731	LHUM_21816-RA	PBAR_18871-RA
OG0006732	LHUM_21814-RA	PBAR_18873-RA
OG0006733	LHUM_21810-RA	PBAR_18872-RA
OG0006734	LHUM_21808-RA	PBAR_18864-RA
OG0006735	LHUM_21809-RA	PBAR_ar_DopEcR-1
OG0006736	LHUM_21815-RA	PBAR_18866-RA
OG0006737	LHUM_23992-RA	PBAR_18865-RA
OG0006738	LHUM_23993-RA	PBAR_22332-RA
OG0006739	LHUM_23991-RA	PBAR_18867-RA
OG0006740	LHUM_23994-RA	PBAR_18862-RA
OG0006741	LHUM_23996-RA	PBAR_18861-RA
OG0006742	LHUM_23998-RA	PBAR_18860-RA
OG0006743	LHUM_23997-RA	PBAR_18858-RA
OG0006744	LHUM_24004-RA	PBAR_25085-RA
OG0006745	LHUM_23999-RA	PBAR_18856-RA
OG0006746	LHUM_24015-RA	PBAR_25090-RA
OG0006747	LHUM_24001-RA	PBAR_18853-RA
OG0006748	LHUM_24000-RA	PBAR_18855-RA
OG0006749	LHUM_24012-RA	PBAR_25096-RA
OG0006750	LHUM_24010-RA	PBAR_25097-RA
OG0006751	LHUM_24014-RA	PBAR_27118-RA
OG0006752	LHUM_24009-RA	PBAR_25089-RA
OG0006753	LHUM_24006-RA	PBAR_25084-RA
OG0006754	LHUM_24018-RA	PBAR_25101-RA
OG0006755	LHUM_24021-RA	PBAR_25102-RA
OG0006756	LHUM_24022-RA	PBAR_25098-RA
OG0006757	LHUM_24023-RA	PBAR_25108-RA
OG0006758	LHUM_24024-RA	PBAR_25107-RA
OG0006759	LHUM_19107-RA	PBAR_14698-RA
OG0006760	LHUM_16350-RA	PBAR_14768-RA
OG0006761	LHUM_20959-RA	PBAR_13668-RA
OG0006762	LHUM_20953-RA	PBAR_13657-RA
OG0006763	LHUM_20950-RA	PBAR_13651-RA
OG0006764	LHUM_20952-RA	PBAR_13655-RA
OG0006765	LHUM_20957-RA	PBAR_13647-RA
OG0006766	LHUM_20961-RA	PBAR_13667-RA
OG0006767	LHUM_um_fringe-RA	PBAR_ar_fringe-RA
OG0006768	LHUM_17386-RA	PBAR_14433-RA
OG0006769	LHUM_17381-RA	PBAR_14430-RA
OG0006770	LHUM_17387-RA	PBAR_14432-RA
OG0006771	LHUM_17384-RA	PBAR_14435-RA
OG0006772	LHUM_17382-RA	PBAR_14431-RA
OG0006773	LHUM_17390-RA	PBAR_14438-RA
OG0006774	LHUM_17395-RA	PBAR_23752-RA
OG0006775	LHUM_17404-RA	PBAR_23761-RA
OG0006776	LHUM_17405-RA	PBAR_ar_Ndufb7_like-1
OG0006777	LHUM_17401-RA	PBAR_23758-RA
OG0006778	LHUM_17413-RA	PBAR_23766-RA
OG0006779	LHUM_um_TBL2_like-RA	PBAR_ar_TBL2_downstream-1
OG0006780	LHUM_21601-RA	PBAR_23770-RA
OG0006781	LHUM_21597-RA	PBAR_23764-RA
OG0006782	LHUM_21592-RA	PBAR_ar_def2-1
OG0006783	LHUM_21598-RA	PBAR_23765-RA
OG0006784	LHUM_12839-RA	PBAR_23786-RA
OG0006785	LHUM_21606-RA	PBAR_23789-RA
OG0006786	LHUM_21607-RA	PBAR_23788-RA
OG0006787	LHUM_21603-RA	PBAR_23772-RA
OG0006788	LHUM_12834-RA	PBAR_23781-RA
OG0006789	LHUM_12848-RA	PBAR_23798-RA
OG0006790	LHUM_12846-RA	PBAR_23795-RA
OG0006791	LHUM_12843-RA	PBAR_23794-RA
OG0006792	LHUM_12856-RA	PBAR_23801-RA
