Orthogroup	lhum_annotation	acep_annotation
OG0005549	LHUM_23376-RA	ACEP_00013517-RA
OG0005550	LHUM_23377-RA	ACEP_00013515-RA
OG0005551	LHUM_23369-RA	ACEP_00013518-RA
OG0005552	LHUM_23374-RA	ACEP_00013520-RA
OG0005553	LHUM_23373-RA	ACEP_00013511-RA
OG0005554	LHUM_25142-RA	ACEP_00013502-RA
OG0005555	LHUM_23351-RA	ACEP_00013507-RA
OG0005556	LHUM_25140-RA	ACEP_00013503-RA
OG0005557	LHUM_23375-RA	ACEP_00013512-RA
OG0005558	LHUM_22607-RA	ACEP_00016514-RA
OG0005559	LHUM_24407-RA	ACEP_00016383-RA
OG0005560	LHUM_11339-RA	ACEP_00016548-RA
OG0005561	LHUM_13789-RA	ACEP_00016319-RA
OG0005562	LHUM_16219-RA	ACEP_00016408-RA
OG0005563	LHUM_14158-RA	ACEP_00016645-RA
OG0005564	LHUM_22202-RA	ACEP_00016691-RA
OG0005565	LHUM_25182-RA	ACEP_00016890-RA
OG0005566	LHUM_18999-RA	ACEP_00016440-RA
OG0005567	LHUM_19974-RA	ACEP_00016596-RA
OG0005568	LHUM_20762-RA	ACEP_00016444-RA
OG0005569	LHUM_23127-RA	ACEP_00003195-RA
OG0005570	LHUM_23124-RA	ACEP_00003194-RA
OG0005571	LHUM_23126-RA	ACEP_00003193-RA
OG0005572	LHUM_25698-RA	ACEP_00017138-RA
OG0005573	LHUM_23115-RA	ACEP_00003189-RA
OG0005574	LHUM_10678-RA	ACEP_00003181-RA
OG0005576	LHUM_10679-RA	ACEP_00003170-RA
OG0005577	LHUM_10697-RA	ACEP_00003171-RA
OG0005578	LHUM_10689-RA	ACEP_00003174-RA
OG0005579	LHUM_10677-RA	ACEP_00003175-RA
OG0005580	LHUM_10687-RA	ACEP_00003172-RA
OG0005581	LHUM_10695-RA	ACEP_00003180-RA
OG0005582	LHUM_10694-RA	ACEP_00003167-RA
OG0005583	LHUM_10674-RA	ACEP_00003165-RA
OG0005584	LHUM_10688-RA	ACEP_00003168-RA
OG0005585	LHUM_10675-RA	ACEP_00003163-RA
OG0005586	LHUM_10696-RA	ACEP_00003166-RA
OG0005587	LHUM_10672-RA	ACEP_00003159-RA
OG0005589	LHUM_10670-RA	ACEP_00003146-RA
OG0005590	LHUM_18975-RA	ACEP_00003138-RA
OG0005591	LHUM_18985-RA	ACEP_00003143-RA
OG0005592	LHUM_18984-RA	ACEP_00003139-RA
OG0005593	LHUM_18053-RA	ACEP_00003144-RA
OG0005594	LHUM_18051-RA	ACEP_00003145-RA
OG0005595	LHUM_14959-RA	ACEP_00003134-RA
OG0005596	LHUM_14970-RA	ACEP_00003128-RA
OG0005597	LHUM_14971-RA	ACEP_00003132-RA
OG0005598	LHUM_14974-RA	ACEP_00003129-RA
OG0005599	LHUM_14975-RA	ACEP_00003131-RA
OG0005600	LHUM_14969-RA	ACEP_00003125-RA
OG0005601	LHUM_14968-RA	ACEP_00003130-RA
OG0005602	LHUM_14972-RA	ACEP_00003133-RA
OG0005603	LHUM_15012-RA	ACEP_00003120-RA
OG0005604	LHUM_15006-RA	ACEP_00003119-RA
OG0005605	LHUM_15007-RA	ACEP_00003121-RA
OG0005606	LHUM_18751-RA	ACEP_00003122-RA
OG0005607	LHUM_14977-RA	ACEP_00003124-RA
OG0005608	LHUM_15004-RA	ACEP_00003104-RA
OG0005609	LHUM_15001-RA	ACEP_00003109-RA
OG0005610	LHUM_15014-RA	ACEP_00003111-RA
OG0005611	LHUM_15002-RA	ACEP_00003105-RA
OG0005612	LHUM_15013-RA	ACEP_00003113-RA
OG0005613	LHUM_15005-RA	ACEP_00003110-RA
OG0005614	LHUM_um_aPKC-RA	ACEP_00003116-RA
OG0005615	LHUM_14999-RA	ACEP_00003101-RA
OG0005616	LHUM_14997-RA	ACEP_00003095-RA
OG0005617	LHUM_14994-RA	ACEP_00003089-RA
OG0005618	LHUM_14987-RA	ACEP_00003087-RA
OG0005619	LHUM_14986-RA	ACEP_00003086-RA
OG0005621	LHUM_14985-RA	ACEP_00003085-RA
OG0005622	LHUM_15740-RA	ACEP_00003071-RA
OG0005623	LHUM_15015-RB	ACEP_00003076-RA
OG0005624	LHUM_15009-RA	ACEP_00003073-RA
OG0005625	LHUM_15746-RA	ACEP_00003072-RA
OG0005626	LHUM_14981-RA	ACEP_00003077-RA
OG0005627	LHUM_14980-RA	ACEP_00003078-RA
OG0005628	LHUM_15743-RA	ACEP_00003065-RA
OG0005629	LHUM_15739-RA	ACEP_00003063-RA
OG0005630	LHUM_15744-RA	ACEP_00003066-RA
OG0005631	LHUM_15742-RA	ACEP_00003070-RA
OG0005632	LHUM_15741-RA	ACEP_00003068-RA
OG0005633	LHUM_15745-RA	ACEP_00003069-RA
OG0005634	LHUM_15734-RA	ACEP_00003062-RA
OG0005635	LHUM_10904-RA	ACEP_00003061-RA
OG0005636	LHUM_14467-RA	ACEP_00003060-RA
OG0005637	LHUM_14469-RA	ACEP_00003058-RA
OG0005638	LHUM_14460-RA	ACEP_00017141-RA
OG0005639	LHUM_12703-RA	ACEP_00003042-RA
OG0005640	LHUM_12704-RA	ACEP_00003044-RA
OG0005641	LHUM_14463-RA	ACEP_00003045-RA
OG0005643	LHUM_14462-RA	ACEP_00003046-RA
OG0005644	LHUM_12709-RA	ACEP_00003040-RA
OG0005645	LHUM_12705-RA	ACEP_00003041-RA
OG0005646	LHUM_12710-RA	ACEP_00003039-RA
OG0005647	LHUM_22490-RA	ACEP_00003022-RA
OG0005648	LHUM_22491-RA	ACEP_00003018-RA
OG0005649	LHUM_10091-RA	ACEP_00003014-RA
OG0005650	LHUM_10092-RA	ACEP_00003015-RA
OG0005651	LHUM_10096-RA	ACEP_00003013-RA
OG0005652	LHUM_10103-RA	ACEP_00003007-RA
OG0005653	LHUM_10099-RA	ACEP_00003008-RA
OG0005654	LHUM_10102-RA	ACEP_00003009-RA
OG0005655	LHUM_11954-RA	ACEP_00002999-RA
OG0005656	LHUM_11956-RA	ACEP_00002996-RA
OG0005657	LHUM_11953-RA	ACEP_00002998-RA
OG0005658	LHUM_11951-RA	ACEP_00002994-RA
OG0005659	LHUM_11958-RA	ACEP_00002991-RA
OG0005660	LHUM_11955-RA	ACEP_00003001-RA
OG0005661	LHUM_11957-RA	ACEP_00003000-RA
OG0005662	LHUM_11947-RA	ACEP_00002986-RA
OG0005663	LHUM_11946-RA	ACEP_00002987-RA
OG0005664	LHUM_11959-RA	ACEP_00002990-RA
OG0005665	LHUM_11952-RA	ACEP_00002989-RA
OG0005666	LHUM_10660-RA	ACEP_00002983-RA
OG0005667	LHUM_11230-RA	ACEP_00002979-RA
OG0005668	LHUM_18413-RA	ACEP_00002969-RA
OG0005669	LHUM_11941-RA	ACEP_00002968-RA
OG0005670	LHUM_11948-RA	ACEP_00002963-RA
OG0005671	LHUM_11944-RA	ACEP_00002970-RA
OG0005672	LHUM_11950-RA	ACEP_00002965-RA
OG0005673	LHUM_11949-RA	ACEP_00002966-RA
OG0005674	LHUM_16410-RA	ACEP_00002959-RA
OG0005675	LHUM_16407-RA	ACEP_00002960-RA
OG0005676	LHUM_16411-RA	ACEP_00002956-RA
OG0005677	LHUM_11943-RA	ACEP_00002962-RA
OG0005678	LHUM_16418-RA	ACEP_00002952-RA
OG0005679	CG_02185303	ACEP_04566880-RA
OG0005680	LHUM_16417-RA	ACEP_00002954-RA
OG0005681	LHUM_16419-RA	ACEP_00002953-RA
OG0005682	LHUM_16422-RA	ACEP_00002947-RA
OG0005683	LHUM_14227-RA	ACEP_00002936-RA
OG0005684	LHUM_16426-RA	ACEP_00002942-RA
OG0005685	LHUM_14225-RA	ACEP_00002934-RA
OG0005686	LHUM_16428-RA	ACEP_00002941-RA
OG0005687	LHUM_16425-RA	ACEP_00002944-RA
OG0005688	LHUM_14221-RA	ACEP_00002937-RA
OG0005689	LHUM_16429-RA	ACEP_00002938-RA
OG0005690	LHUM_16427-RA	ACEP_00002939-RA
OG0005691	LHUM_16430-RA	ACEP_00002943-RA
OG0005692	LHUM_14222-RA	ACEP_00002928-RA
OG0005693	LHUM_14224-RA	ACEP_00002930-RA
OG0005694	LHUM_14226-RA	ACEP_00002929-RA
OG0005695	LHUM_14228-RA	ACEP_00002927-RA
OG0005696	LHUM_14238-RA	ACEP_00002924-RA
OG0005697	LHUM_14237-RA	ACEP_00002926-RA
OG0005698	LHUM_14239-RA	ACEP_00002923-RA
OG0005699	LHUM_14234-RA	ACEP_00002912-RA
OG0005700	LHUM_13070-RA	ACEP_00002907-RA
OG0005701	LHUM_14229-RA	ACEP_00002921-RA
OG0005702	LHUM_14235-RA	ACEP_00002913-RA
OG0005703	LHUM_14230-RA	ACEP_00002914-RA
OG0005704	LHUM_13068-RA	ACEP_00002909-RA
OG0005705	LHUM_14241-RA	ACEP_00002915-RA
OG0005706	LHUM_14245-RA	ACEP_00002911-RA
OG0005707	LHUM_13072-RA	ACEP_00002905-RA
OG0005708	LHUM_14240-RA	ACEP_00002919-RA
OG0005709	LHUM_14236-RA	ACEP_00002920-RA
OG0005710	LHUM_14233-RA	ACEP_00002917-RA
OG0005711	LHUM_13079-RA	ACEP_00002897-RA
OG0005712	LHUM_13078-RA	ACEP_00002895-RA
OG0005713	LHUM_13081-RA	ACEP_00002896-RA
OG0005714	LHUM_13077-RA	ACEP_00002902-RA
OG0005715	LHUM_13090-RA	ACEP_00002891-RA
OG0005716	LHUM_13088-RA	ACEP_00002890-RA
OG0005717	LHUM_13345-RA	ACEP_00002888-RA
OG0005718	LHUM_13338-RA	ACEP_00002889-RA
OG0005719	LHUM_14527-RA	ACEP_00002882-RA
OG0005720	LHUM_13356-RA	ACEP_00002884-RA
OG0005721	LHUM_13352-RA	ACEP_00002885-RA
OG0005722	LHUM_25172-RA	ACEP_00002878-RA
OG0005723	LHUM_23750-RA	ACEP_00002879-RA
OG0005724	LHUM_23743-RA	ACEP_00002881-RA
OG0005725	LHUM_25104-RA	ACEP_00002869-RA
OG0005726	LHUM_25101-RA	ACEP_00002873-RA
OG0005727	LHUM_25103-RA	ACEP_00002868-RA
OG0005728	LHUM_25108-RA	ACEP_00002872-RA
OG0005729	LHUM_25170-RA	ACEP_00002876-RA
OG0005730	LHUM_13001-RA	ACEP_00002863-RA
OG0005731	LHUM_12996-RA	ACEP_00002862-RA
OG0005732	LHUM_25098-RA	ACEP_00002864-RA
OG0005733	LHUM_25099-RA	ACEP_00002867-RA
OG0005734	LHUM_13002-RA	ACEP_00002858-RA
OG0005735	LHUM_12982-RA	ACEP_00002854-RA
OG0005736	LHUM_12993-RA	ACEP_00002857-RA
OG0005737	LHUM_12981-RA	ACEP_00002846-RA
OG0005738	LHUM_12985-RA	ACEP_00002848-RA
OG0005739	LHUM_12977-RA	ACEP_00002845-RA
OG0005740	LHUM_12969-RA	ACEP_00002835-RA
OG0005741	LHUM_21035-RA	ACEP_00002831-RA
OG0005742	LHUM_10544-RA	ACEP_00002828-RA
OG0005743	LHUM_21057-RA	ACEP_00002830-RA
OG0005744	LHUM_12973-RA	ACEP_00002837-RA
OG0005745	LHUM_12974-RA	ACEP_00002836-RA
OG0005746	LHUM_25020-RA	ACEP_00002825-RA
OG0005747	LHUM_25027-RA	ACEP_00002824-RA
OG0005748	LHUM_25026-RA	ACEP_00002822-RA
OG0005749	LHUM_10543-RA	ACEP_00002827-RA
OG0005750	LHUM_25031-RA	ACEP_00002819-RA
OG0005751	LHUM_13047-RA	ACEP_00002807-RA
OG0005752	LHUM_13049-RA	ACEP_00002808-RA
OG0005753	LHUM_25041-RA	ACEP_00002814-RA
OG0005754	LHUM_25037-RA	ACEP_00002817-RA
OG0005755	LHUM_13058-RA	ACEP_00002800-RA
OG0005756	LHUM_13046-RA	ACEP_00002804-RA
OG0005757	LHUM_13059-RA	ACEP_00002801-RA
OG0005758	LHUM_13050-RA	ACEP_00002803-RA
OG0005759	LHUM_13045-RA	ACEP_00002802-RA
OG0005760	LHUM_13043-RA	ACEP_00002805-RA
OG0005761	LHUM_13053-RA	ACEP_00002806-RA
OG0005762	LHUM_25002-RA	ACEP_00002798-RA
OG0005763	LHUM_25000-RA	ACEP_00002799-RA
OG0005764	LHUM_25011-RA	ACEP_00002793-RA
OG0005765	LHUM_25007-RA	ACEP_00002796-RA
OG0005766	LHUM_25009-RA	ACEP_00002791-RA
OG0005767	LHUM_25010-RA	ACEP_00002792-RA
OG0005768	LHUM_25013-RA	ACEP_00002788-RA
OG0005769	LHUM_16088-RA	ACEP_00002778-RA
OG0005770	LHUM_25022-RA	ACEP_00002780-RA
OG0005771	LHUM_16090-RA	ACEP_00002776-RA
OG0005772	LHUM_16080-RA	ACEP_00002775-RA
OG0005773	LHUM_16087-RA	ACEP_00002774-RA
OG0005774	LHUM_16086-RA	ACEP_00002772-RA
OG0005775	LHUM_16092-RA	ACEP_00002779-RA
OG0005776	LHUM_16089-RA	ACEP_00002771-RA
OG0005777	LHUM_16093-RA	ACEP_00002777-RA
OG0005778	LHUM_25021-RA	ACEP_00002785-RA
OG0005779	LHUM_25017-RA	ACEP_00002783-RA
OG0005780	LHUM_25018-RA	ACEP_00002786-RA
OG0005781	LHUM_25024-RA	ACEP_00002782-RA
OG0005782	LHUM_16079-RA	ACEP_00002765-RA
OG0005783	LHUM_16073-RA	ACEP_00002764-RA
OG0005784	LHUM_16078-RA	ACEP_00002767-RA
OG0005785	LHUM_16077-RA	ACEP_00002769-RA
OG0005786	LHUM_16076-RA	ACEP_00002762-RA
OG0005787	LHUM_16075-RA	ACEP_00002761-RA
OG0005788	LHUM_16074-RA	ACEP_00002760-RA
OG0005789	LHUM_16071-RA	ACEP_00002763-RA
OG0005790	LHUM_16068-RA	ACEP_00002756-RA
OG0005791	LHUM_16069-RA	ACEP_00002758-RA
OG0005792	LHUM_16066-RA	ACEP_00002754-RA
OG0005793	LHUM_16062-RA	ACEP_00002755-RA
OG0005794	LHUM_14272-RA	ACEP_00002748-RA
OG0005795	LHUM_14271-RA	ACEP_00002745-RA
OG0005796	LHUM_14275-RA	ACEP_00002744-RA
OG0005797	LHUM_14273-RA	ACEP_00002749-RA
OG0005798	LHUM_14274-RA	ACEP_00002741-RA
OG0005799	LHUM_14269-RA	ACEP_00002743-RA
OG0005800	LHUM_14261-RA	ACEP_00002736-RA
OG0005801	LHUM_14259-RA	ACEP_00002735-RA
OG0005802	LHUM_14262-RA	ACEP_00002734-RA
OG0005803	LHUM_14253-RA	ACEP_00002726-RA
OG0005804	LHUM_13286-RA	ACEP_00002719-RA
OG0005805	LHUM_14247-RA	ACEP_00002721-RA
OG0005806	LHUM_14250-RA	ACEP_00002727-RA
OG0005807	LHUM_14254-RA	ACEP_00002724-RA
OG0005808	LHUM_14248-RA	ACEP_00002723-RA
OG0005809	LHUM_14246-RA	ACEP_00002720-RA
OG0005810	LHUM_16354-RA	ACEP_00002718-RA
OG0005811	LHUM_14255-RA	ACEP_00002729-RA
OG0005812	LHUM_12768-RA	ACEP_00016524-RA
OG0005813	LHUM_21785-RA	ACEP_00016931-RA
OG0005814	LHUM_12372-RA	ACEP_00016662-RA
OG0005815	LHUM_21874-RA	ACEP_00015172-RA
OG0005816	LHUM_15889-RA	ACEP_00015174-RA
OG0005817	LHUM_21877-RA	ACEP_00015173-RA
OG0005818	LHUM_21881-RA	ACEP_00015171-RA
OG0005819	LHUM_15883-RA	ACEP_00015161-RA
OG0005820	LHUM_15871-RA	ACEP_00015164-RA
OG0005821	LHUM_15876-RA	ACEP_00015157-RA
OG0005822	LHUM_21875-RA	ACEP_00015169-RA
OG0005823	LHUM_15873-RA	ACEP_00015167-RA
OG0005824	LHUM_21883-RA	ACEP_00015168-RA
OG0005825	LHUM_11695-RA	ACEP_00015147-RA
OG0005826	LHUM_15886-RA	ACEP_00015154-RA
OG0005827	LHUM_11700-RA	ACEP_00015142-RA
OG0005828	LHUM_11693-RA	ACEP_00015141-RA
OG0005829	LHUM_11697-RA	ACEP_00015145-RA
OG0005830	LHUM_11692-RA	ACEP_00015146-RA
OG0005831	LHUM_11699-RA	ACEP_00015136-RA
OG0005832	LHUM_12686-RA	ACEP_00015131-RA
OG0005833	LHUM_11680-RA	ACEP_00015135-RA
OG0005834	LHUM_15867-RA	ACEP_00015133-RA
OG0005835	LHUM_15870-RA	ACEP_00015132-RA
OG0005836	LHUM_16622-RA	ACEP_00015128-RA
OG0005837	LHUM_16623-RA	ACEP_00015127-RA
OG0005838	LHUM_16624-RA	ACEP_00015129-RA
OG0005839	LHUM_12696-RA	ACEP_00015130-RA
OG0005840	LHUM_16620-RA, LHUM_20941-RA	ACEP_00015126-RA
OG0005841	LHUM_16607-RA	ACEP_00015122-RA
OG0005842	LHUM_16619-RA	ACEP_00015123-RA
OG0005843	LHUM_16618-RA	ACEP_00015120-RA
OG0005844	LHUM_16608-RA	ACEP_00015119-RA
OG0005845	LHUM_16613-RA	ACEP_00015121-RA
OG0005846	LHUM_16604-RA	ACEP_00015111-RA
OG0005847	LHUM_16609-RA	ACEP_00015113-RA
OG0005848	LHUM_16599-RA	ACEP_00015110-RA
OG0005849	LHUM_16610-RA	ACEP_00015115-RA
OG0005850	LHUM_25624-RA	ACEP_00015107-RA
OG0005851	LHUM_16601-RA	ACEP_00015108-RA
OG0005852	LHUM_16616-RA	ACEP_00015114-RA
OG0005853	LHUM_16614-RA	ACEP_00015116-RA
OG0005854	LHUM_16600-RA	ACEP_00015101-RA
OG0005855	LHUM_20821-RA	ACEP_00015098-RA
OG0005856	LHUM_20820-RA	ACEP_00015094-RA
OG0005857	LHUM_22332-RA	ACEP_00016491-RA
OG0005859	LHUM_18444-RA	ACEP_00016775-RA
OG0005860	LHUM_12648-RA	ACEP_00016231-RA
OG0005861	LHUM_12653-RA	ACEP_00016236-RA
OG0005862	LHUM_12649-RA	ACEP_00016235-RA
OG0005863	LHUM_11677-RA	ACEP_00016239-RA
OG0005864	LHUM_11654-RA	ACEP_00016242-RA
OG0005865	LHUM_11685-RA	ACEP_00016238-RA
OG0005866	LHUM_11648-RA	ACEP_00016246-RA
OG0005867	LHUM_11645-RA	ACEP_00016240-RA
OG0005868	LHUM_13214-RA	ACEP_00016227-RA
OG0005869	LHUM_12642-RA	ACEP_00016233-RA
OG0005870	LHUM_11658-RA	ACEP_00016244-RA
OG0005871	LHUM_11684-RA	ACEP_00016237-RA
OG0005872	LHUM_11651-RA	ACEP_00016241-RA
OG0005873	LHUM_11650-RA	ACEP_00016243-RA
OG0005874	LHUM_12646-RA	ACEP_00016232-RA
OG0005875	LHUM_20924-RA	ACEP_00016214-RA
OG0005876	LHUM_13213-RA	ACEP_00016220-RA
OG0005877	LHUM_13211-RA	ACEP_00016222-RA
OG0005878	LHUM_13204-RA	ACEP_04560589-RA
OG0005879	LHUM_13218-RA	ACEP_00016216-RA
OG0005880	LHUM_13215-RA	ACEP_00016223-RA
OG0005881	LHUM_13207-RA	ACEP_00016215-RA
OG0005882	LHUM_13216-RA	ACEP_00016224-RA
OG0005883	LHUM_13203-RA	ACEP_00016226-RA
OG0005884	LHUM_20398-RA	ACEP_00015520-RA
OG0005885	LHUM_20400-RA	ACEP_00018006-RA
OG0005886	genemark-scf7180001004985-abinit-gene-45.64_1-RA	ACEP_00015522-RA
OG0005887	LHUM_20402-RA	ACEP_00015518-RA
OG0005888	LHUM_20406-RA	ACEP_00015523-RA
OG0005889	LHUM_20375-RA	ACEP_00015514-RA
OG0005890	LHUM_20419-RA	ACEP_00015513-RA
OG0005891	LHUM_20397-RA	ACEP_00015517-RA
OG0005892	LHUM_20423-RA	ACEP_00015501-RA
OG0005893	LHUM_20425-RA	ACEP_00015504-RA
OG0005894	LHUM_20427-RA	ACEP_00015502-RA
OG0005895	LHUM_12599-RA	ACEP_00015500-RA
OG0005896	LHUM_15053-RA	ACEP_00015499-RA
OG0005897	LHUM_20424-RA	ACEP_00015506-RA
OG0005898	LHUM_20415-RA	ACEP_00015507-RA
OG0005899	LHUM_19922-RA	ACEP_00015491-RA
OG0005900	LHUM_25537-RA	ACEP_00018010-RA
OG0005901	LHUM_12569-RA	ACEP_00015477-RA
OG0005902	LHUM_19912-RA	ACEP_00015480-RA
OG0005903	LHUM_12574-RA	ACEP_00015476-RA
OG0005904	LHUM_19902-RA	ACEP_00015487-RA
OG0005905	LHUM_19905-RA	ACEP_00015485-RA
OG0005906	LHUM_12573-RA	ACEP_00015478-RA
OG0005907	LHUM_19908-RA	ACEP_00015481-RA
OG0005908	LHUM_12575-RA	ACEP_00015475-RA
OG0005909	LHUM_19911-RA	ACEP_00015488-RA
OG0005910	LHUM_19913-RA	ACEP_00015484-RA
OG0005911	LHUM_19909-RA	ACEP_00015489-RA
OG0005912	LHUM_19904-RA	ACEP_00015490-RA
OG0005913	LHUM_14918-RA	ACEP_00015467-RA
OG0005914	LHUM_19930-RA	ACEP_00015463-RA
OG0005915	LHUM_21006-RA	ACEP_00015469-RA
OG0005916	LHUM_10447-RA	ACEP_00015471-RA
OG0005917	LHUM_19926-RA	ACEP_00015462-RA
OG0005918	LHUM_25287-RA, LHUM_25530-RA	ACEP_00018012-RA
OG0005919	LHUM_14919-RA	ACEP_00015464-RA
OG0005920	LHUM_14382-RA	ACEP_00015470-RA
OG0005921	LHUM_12571-RA	ACEP_00015474-RA
OG0005922	LHUM_19919-RA	ACEP_00015456-RA
OG0005923	LHUM_19928-RA	ACEP_00015459-RA
OG0005924	LHUM_19924-RA	ACEP_00015457-RA
OG0005925	LHUM_19923-RA	ACEP_00015458-RA
OG0005926	LHUM_19927-RA	ACEP_00015460-RA
OG0005927	LHUM_15215-RA	ACEP_00015447-RA
OG0005928	LHUM_19921-RA	ACEP_00015453-RA
OG0005929	LHUM_12596-RA	ACEP_00015450-RA
OG0005930	LHUM_12593-RA	ACEP_00015448-RA
OG0005931	LHUM_22520-RA	ACEP_00016583-RA
OG0005932	LHUM_19784-RA	ACEP_00016575-RA
OG0005933	LHUM_16330-RA	ACEP_00016378-RA
OG0005934	LHUM_16615-RA	ACEP_00016587-RA
OG0005935	LHUM_23416-RA	ACEP_00016502-RA
OG0005936	LHUM_14219-RA	ACEP_00016490-RA
OG0005937	LHUM_22713-RA	ACEP_00016643-RA
OG0005938	LHUM_16187-RA	ACEP_00012136-RA
OG0005939	LHUM_19476-RA	ACEP_00012140-RA
OG0005940	LHUM_19473-RA	ACEP_00012141-RA
OG0005941	LHUM_20661-RA	ACEP_00012133-RA
OG0005942	LHUM_12157-RA	ACEP_00012128-RA
OG0005943	LHUM_12147-RA	ACEP_00012129-RA
OG0005944	LHUM_12148-RA	ACEP_00012131-RA
OG0005945	LHUM_12160-RA	ACEP_00012127-RA
OG0005946	LHUM_12143-RA	ACEP_00012130-RA
OG0005947	LHUM_12152-RA	ACEP_00012126-RA
OG0005948	LHUM_12146-RA	ACEP_00012132-RA
OG0005949	LHUM_17182-RA	ACEP_00012118-RA
OG0005950	LHUM_17194-RA	ACEP_00012122-RA
OG0005951	LHUM_17188-RA	ACEP_00012120-RA
OG0005952	LHUM_17187-RA	ACEP_00012119-RA
OG0005953	LHUM_17192-RA	ACEP_00012121-RA
OG0005954	LHUM_17195-RA	ACEP_00012123-RA
OG0005955	LHUM_17186-RA	ACEP_00012114-RA
OG0005956	LHUM_17185-RA	ACEP_00012111-RA
OG0005957	LHUM_17170-RA	ACEP_00012108-RA
OG0005958	LHUM_17173-RA	ACEP_00012105-RA
OG0005959	LHUM_17180-RA	ACEP_00012109-RA
OG0005960	LHUM_17176-RA	ACEP_00012101-RA
OG0005961	LHUM_17169-RA	ACEP_00012100-RA
OG0005962	LHUM_17178-RA	ACEP_00012104-RA
OG0005963	LHUM_17163-RA	ACEP_00012091-RA
OG0005964	LHUM_17164-RA	ACEP_00012095-RA
OG0005965	LHUM_17157-RA	ACEP_00012093-RA
OG0005966	LHUM_17166-RA	ACEP_00012094-RA
OG0005967	LHUM_17158-RA	ACEP_00012096-RA
OG0005968	LHUM_21806-RA	ACEP_00012076-RA
OG0005969	LHUM_21845-RA	ACEP_00003846-RA, ACEP_00012075-RA
OG0005970	LHUM_21804-RA	ACEP_00012073-RA
OG0005971	LHUM_21803-RA	ACEP_00012072-RA
OG0005972	LHUM_21800-RA	ACEP_00012071-RA
OG0005973	LHUM_21791-RA	ACEP_00012062-RA
OG0005974	LHUM_21788-RA	ACEP_00012068-RA
OG0005975	LHUM_21798-RA	ACEP_00012066-RA
OG0005976	LHUM_21799-RA	ACEP_00012061-RA
OG0005977	LHUM_21786-RA	ACEP_00012060-RA
OG0005978	LHUM_21790-RA	ACEP_00012065-RA
OG0005979	LHUM_21792-RA	ACEP_00012058-RA
OG0005980	LHUM_21781-RA	ACEP_00012057-RA
OG0005981	LHUM_21787-RA	ACEP_00012059-RA
OG0005982	LHUM_12046-RA	ACEP_00012050-RA
OG0005983	LHUM_21776-RA	ACEP_00012055-RA
OG0005984	LHUM_12042-RA	ACEP_00012048-RA
OG0005985	LHUM_12161-RA	ACEP_00012051-RA
OG0005986	LHUM_12151-RA	ACEP_00012053-RA
OG0005987	LHUM_21772-RA	ACEP_00012054-RA
OG0005988	LHUM_12045-RA	ACEP_00012040-RA
OG0005989	LHUM_23904-RA	ACEP_00012043-RA
OG0005990	LHUM_17249-RA	ACEP_00012037-RA
OG0005991	LHUM_12047-RA	ACEP_00012038-RA
OG0005992	LHUM_17255-RA	ACEP_00012036-RA
OG0005993	LHUM_12041-RA	ACEP_00012044-RA
OG0005994	LHUM_12057-RA	ACEP_00012046-RA
OG0005995	LHUM_17241-RA	ACEP_00012034-RA
OG0005996	LHUM_17240-RA	ACEP_00012033-RA
OG0005997	LHUM_17239-RA	ACEP_00012032-RA
OG0005998	LHUM_17238-RA	ACEP_00012031-RA
OG0005999	LHUM_20093-RA	ACEP_00012028-RA
OG0006000	LHUM_20083-RA	ACEP_00012026-RA
OG0006001	LHUM_12064-RA	ACEP_00012019-RA
OG0006002	LHUM_12067-RA	ACEP_00012023-RA
OG0006003	LHUM_20084-RA	ACEP_00012027-RA
OG0006004	LHUM_20094-RA	ACEP_00012025-RA
OG0006005	LHUM_20081-RA	ACEP_00012029-RA
OG0006006	LHUM_17236-RA	ACEP_00012030-RA
OG0006007	LHUM_12080-RA	ACEP_00012004-RA
OG0006008	LHUM_12061-RA	ACEP_00012012-RA
OG0006009	LHUM_12070-RA	ACEP_00012008-RA
OG0006010	LHUM_12066-RA	ACEP_00012014-RA
OG0006011	LHUM_12069-RA	ACEP_00012006-RA
OG0006012	LHUM_12071-RA	ACEP_00012009-RA
OG0006013	LHUM_12058-RA	ACEP_00011999-RA
OG0006014	LHUM_12052-RA	ACEP_00011996-RA
OG0006015	LHUM_12060-RA	ACEP_00012000-RA
OG0006016	LHUM_12049-RA	ACEP_00011998-RA
OG0006017	LHUM_12059-RA	ACEP_00011997-RA
OG0006018	LHUM_11459-RA	ACEP_00016447-RA
OG0006019	LHUM_17111-RA	ACEP_00013924-RA
OG0006020	LHUM_17119-RA	ACEP_00013916-RA
OG0006021	LHUM_17123-RA	ACEP_00013919-RA
OG0006022	LHUM_17120-RA	ACEP_00013923-RA
OG0006023	LHUM_17122-RA	ACEP_00013920-RA
OG0006024	LHUM_17118-RA	ACEP_00013915-RA
OG0006025	LHUM_17121-RA	ACEP_00013921-RA
OG0006026	LHUM_17130-RA	ACEP_00013908-RA
OG0006027	LHUM_17127-RA	ACEP_00013912-RA
OG0006028	LHUM_17137-RA	ACEP_00013905-RA
OG0006029	LHUM_17129-RA	ACEP_00013910-RA
OG0006030	LHUM_17125-RA	ACEP_00013909-RA
OG0006031	LHUM_17126-RA	ACEP_00013906-RA
OG0006032	LHUM_17128-RA	ACEP_00013911-RA
OG0006033	LHUM_17115-RA	ACEP_00013913-RA
